"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3889 (1156255) [Krios G4]"
"07/30/2021","17:08:34.221","296.54"
"07/30/2021","17:08:40.921","296.65"
"07/30/2021","17:08:47.626","296.75"
"07/30/2021","17:08:54.324","296.85"
"07/30/2021","17:09:01.019","296.96"
"07/30/2021","17:09:07.721","297.07"
"07/30/2021","17:09:14.417","297.18"
"07/30/2021","17:09:27.818","297.38"
"07/30/2021","17:09:34.517","297.49"
"07/30/2021","17:09:47.917","297.7"
"07/30/2021","17:09:54.618","297.8"
"07/30/2021","17:10:01.315","297.91"
"07/30/2021","17:10:08.024","298.02"
"07/30/2021","17:10:14.717","298.12"
"07/30/2021","17:10:21.413","298.22"
"07/30/2021","17:10:28.115","298.33"
"07/30/2021","17:10:34.812","298.43"
"07/30/2021","17:10:41.511","298.54"
"07/30/2021","17:10:48.217","298.65"
"07/30/2021","17:10:54.909","298.75"
"07/30/2021","17:11:01.609","298.86"
"07/30/2021","17:11:15.009","299.07"
"07/30/2021","17:11:21.722","299.17"
"07/30/2021","17:11:35.107","299.38"
"07/30/2021","17:11:41.813","299.48"
"07/30/2021","17:11:48.506","299.59"
"07/30/2021","17:11:55.214","299.69"
"07/30/2021","17:12:01.905","299.79"
"07/30/2021","17:12:08.609","299.9"
"07/30/2021","17:12:15.304","300"
"07/30/2021","17:12:22.003","300.11"
"07/30/2021","17:12:35.403","300.31"
"07/30/2021","17:12:42.109","300.41"
"07/30/2021","17:12:55.501","300.61"
"07/30/2021","17:13:08.900","300.79"
"07/30/2021","17:13:22.298","300.97"
"07/30/2021","17:13:35.716","301.13"
"07/30/2021","17:13:49.096","301.28"
"07/30/2021","17:14:02.524","301.42"
"07/30/2021","17:14:15.894","301.54"
"07/30/2021","17:14:29.294","301.65"
"07/30/2021","17:14:42.699","301.75"
"07/30/2021","17:15:02.801","301.87"
"07/30/2021","17:15:29.590","301.98"
"07/30/2021","17:16:16.487","302.09"
"07/30/2021","17:18:00.318","301.98"
"07/30/2021","17:18:40.516","301.87"
"07/30/2021","17:19:14.013","301.76"
"07/30/2021","17:19:47.512","301.64"
"07/30/2021","17:20:14.308","301.53"
"07/30/2021","17:20:41.106","301.42"
"07/30/2021","17:21:07.905","301.31"
"07/30/2021","17:21:34.706","301.19"
"07/30/2021","17:22:01.499","301.08"
"07/30/2021","17:22:28.299","300.96"
"07/30/2021","17:22:55.097","300.85"
"07/30/2021","17:23:21.897","300.73"
"07/30/2021","17:23:48.695","300.62"
"07/30/2021","17:24:15.492","300.51"
"07/30/2021","17:24:42.291","300.4"
"07/30/2021","17:25:09.089","300.29"
"07/30/2021","17:25:35.885","300.19"
"07/30/2021","17:26:02.689","300.08"
"07/30/2021","17:26:36.181","299.95"
"07/30/2021","17:27:09.692","299.83"
"07/30/2021","17:27:43.178","299.71"
"07/30/2021","17:28:16.689","299.59"
"07/30/2021","17:28:50.173","299.48"
"07/30/2021","17:29:23.693","299.36"
"07/30/2021","17:29:57.169","299.25"
"07/30/2021","17:30:30.693","299.15"
"07/30/2021","17:31:10.861","299.02"
"07/30/2021","17:31:51.059","298.91"
"07/30/2021","17:32:24.558","298.81"
"07/30/2021","17:32:58.054","298.71"
"07/30/2021","17:33:38.251","298.6"
"07/30/2021","17:34:18.447","298.5"
"07/30/2021","17:34:58.650","298.4"
"07/30/2021","17:35:45.549","298.28"
"07/30/2021","17:36:32.438","298.17"
"07/30/2021","17:37:19.335","298.06"
"07/30/2021","17:38:06.234","297.96"
"07/30/2021","17:38:53.130","297.85"
"07/30/2021","17:39:46.729","297.75"
"07/30/2021","17:40:33.622","297.65"
"07/30/2021","17:41:33.917","297.54"
"07/30/2021","17:42:27.512","297.44"
"07/30/2021","17:43:31.177","297.33"
"07/30/2021","17:44:44.863","297.22"
"07/30/2021","17:45:48.499","297.12"
"07/30/2021","17:46:55.495","297.02"
"07/30/2021","17:48:12.558","296.91"
"07/30/2021","17:49:32.938","296.81"
"07/30/2021","17:50:53.331","296.71"
"07/30/2021","17:52:27.126","296.6"
"07/30/2021","17:54:07.618","296.5"
"07/30/2021","17:55:48.109","296.4"
"07/30/2021","17:57:48.704","296.29"
"07/30/2021","17:59:49.291","296.19"
"07/30/2021","18:02:03.280","296.09"
"07/30/2021","18:04:54.106","295.98"
"07/30/2021","18:07:41.594","295.88"
"07/30/2021","18:10:59.245","295.78"
"07/30/2021","18:15:13.819","295.67"
"07/30/2021","18:20:05.243","295.57"
"07/30/2021","18:27:00.605","295.46"
"07/30/2021","18:37:27.017","295.35"
"07/30/2021","19:00:17.048","295.25"
"07/30/2021","20:12:31.600","295.35"
"07/30/2021","20:50:05.975","295.46"
"07/30/2021","21:20:24.872","295.56"
"07/30/2021","21:48:03.000","295.66"
"07/30/2021","22:16:54.812","295.77"
"07/30/2021","22:41:55.494","295.87"
"07/30/2021","23:07:22.968","295.97"
"07/30/2021","23:34:27.585","296.08"
"07/30/2021","23:59:38.320","296.18"
"07/31/2021","00:26:59.682","296.29"
"07/31/2021","00:55:04.592","296.4"
"07/31/2021","01:21:12.272","296.5"
"07/31/2021","01:48:06.831","296.6"
"07/31/2021","02:18:19.030","296.71"
"07/31/2021","02:46:40.695","296.81"
"07/31/2021","03:15:42.555","296.91"
"07/31/2021","03:49:25.787","297.02"
"07/31/2021","04:21:01.736","297.12"
"07/31/2021","04:53:31.280","297.22"
"07/31/2021","05:31:19.044","297.33"
"07/31/2021","06:07:19.623","297.43"
"07/31/2021","06:48:38.424","297.54"
"07/31/2021","07:33:01.462","297.65"
"07/31/2021","08:14:47.058","297.75"
"07/31/2021","08:59:43.616","297.85"
"07/31/2021","09:51:05.368","297.96"
"07/31/2021","10:42:27.108","298.06"
"07/31/2021","11:37:13.198","298.16"
"07/31/2021","12:44:26.266","298.27"
"07/31/2021","13:50:18.940","298.37"
"07/31/2021","15:02:53.585","298.47"
"07/31/2021","16:32:13.166","298.58"
"07/31/2021","18:03:03.171","298.68"
"07/31/2021","19:56:13.096","298.79"
"07/31/2021","22:12:43.172","298.9"
"08/01/2021","00:37:55.821","299"
"08/01/2021","03:34:31.022","299.1"
"08/01/2021","07:37:45.797","299.21"
"08/01/2021","12:33:59.461","299.31"
"08/01/2021","18:17:10.281","299.41"
"08/01/2021","22:52:17.752","299.52"
"08/02/2021","01:50:43.473","299.62"
"08/02/2021","05:27:40.525","299.72"
"08/02/2021","11:18:06.787","299.83"
"08/02/2021","15:15:43.233","299.72"
"08/02/2021","15:59:09.314","299.62"
"08/02/2021","16:34:39.735","299.52"
"08/02/2021","17:10:20.213","299.41"
"08/02/2021","17:41:36.057","299.31"
"08/02/2021","18:12:05.006","299.21"
"08/02/2021","18:46:01.640","299.1"
"08/02/2021","19:17:50.990","299"
"08/02/2021","19:50:37.270","298.9"
"08/02/2021","20:27:54.887","298.79"
"08/02/2021","21:02:28.364","298.69"
"08/02/2021","21:38:49.052","298.59"
"08/02/2021","22:20:31.294","298.48"
"08/02/2021","22:59:26.051","298.38"
"08/02/2021","23:39:37.851","298.28"
"08/03/2021","00:26:45.045","298.17"
"08/03/2021","01:12:55.269","298.07"
"08/03/2021","02:07:34.646","297.96"
"08/03/2021","03:07:25.547","297.85"
"08/03/2021","04:07:09.750","297.75"
"08/03/2021","05:13:56.025","297.65"
"08/03/2021","06:36:40.336","297.54"
"08/03/2021","08:03:29.154","297.44"
"08/03/2021","09:43:15.123","297.34"
"08/03/2021","11:52:33.106","297.23"
"08/03/2021","15:08:20.601","297.34"
"08/03/2021","16:06:20.970","297.44"
"08/03/2021","16:56:52.465","297.54"
"08/03/2021","17:48:41.019","297.65"
"08/03/2021","18:34:41.192","297.75"
"08/03/2021","19:19:14.278","297.85"
"08/03/2021","20:09:08.935","297.96"
"08/03/2021","20:55:42.618","298.06"
"08/03/2021","21:43:16.585","298.16"
"08/03/2021","22:39:02.969","298.27"
"08/03/2021","23:30:11.318","298.37"
"08/04/2021","00:23:57.106","298.47"
"08/04/2021","01:26:38.862","298.58"
"08/04/2021","02:27:13.316","298.68"
"08/04/2021","03:38:54.361","298.79"
"08/04/2021","04:57:24.093","298.9"
"08/04/2021","06:15:10.257","299"
"08/04/2021","07:42:29.237","299.1"
"08/04/2021","09:30:54.432","299.21"
"08/04/2021","16:18:54.066","298.79"
"08/04/2021","17:04:17.249","298.69"
"08/04/2021","17:52:21.370","298.59"
"08/04/2021","18:46:13.848","298.48"
"08/04/2021","19:39:12.737","298.38"
"08/04/2021","20:35:05.814","298.28"
"08/04/2021","21:42:02.138","298.17"
"08/04/2021","22:47:24.683","298.07"
"08/05/2021","00:07:58.325","297.96"
"08/05/2021","01:38:41.629","297.85"
"08/05/2021","03:14:49.858","297.75"
"08/05/2021","05:08:43.306","297.65"
"08/05/2021","07:36:50.152","297.54"
"08/05/2021","10:43:14.891","297.44"
"08/05/2021","13:17:07.873","297.39"
"08/05/2021","13:20:44.483","0"
"08/05/2021","13:22:03.628","297.39"
"08/06/2021","01:22:03.629","297.32"
"08/06/2021","10:27:21.176","297.28"
"08/06/2021","10:29:36.909","0"
"08/06/2021","10:30:55.829","297.29"
"08/06/2021","11:49:42.512","0"
"08/06/2021","11:51:00.456","297.25"
"08/06/2021","16:49:08.027","297.35"
"08/06/2021","17:52:03.168","297.46"
"08/06/2021","18:37:36.555","297.56"
"08/06/2021","19:18:31.907","297.66"
"08/06/2021","20:00:37.608","297.77"
"08/06/2021","20:37:51.874","297.87"
"08/06/2021","21:14:25.953","297.97"
"08/06/2021","21:54:47.803","298.08"
"08/06/2021","22:31:38.623","298.18"
"08/06/2021","23:13:27.572","298.29"
"08/06/2021","23:55:46.663","298.4"
"08/07/2021","00:35:31.687","298.5"
"08/07/2021","01:17:20.630","298.6"
"08/07/2021","02:05:08.001","298.71"
"08/07/2021","02:50:51.441","298.81"
"08/07/2021","03:38:55.552","298.91"
"08/07/2021","04:36:09.024","299.02"
"08/07/2021","05:32:28.903","299.12"
"08/07/2021","06:33:26.806","299.22"
"08/07/2021","07:48:08.740","299.33"
"08/07/2021","09:02:54.039","299.43"
"08/07/2021","10:36:38.219","299.54"
"08/07/2021","12:21:59.164","299.65"
"08/07/2021","14:17:23.050","299.75"
"08/07/2021","16:28:44.965","299.85"
"08/07/2021","19:14:30.329","299.96"
"08/07/2021","22:37:29.996","300.06"
"08/08/2021","10:37:29.997","300.13"
"08/08/2021","20:04:41.450","300.02"
"08/08/2021","20:05:01.551","299.88"
"08/08/2021","20:05:14.949","299.71"
"08/08/2021","20:05:21.648","299.57"
"08/08/2021","20:05:28.348","299.4"
"08/08/2021","20:05:35.050","299.16"
"08/08/2021","20:05:41.755","298.89"
"08/08/2021","20:05:48.457","298.57"
"08/08/2021","20:05:55.153","298.15"
"08/08/2021","20:06:01.851","297.69"
"08/08/2021","20:06:08.550","297.12"
"08/08/2021","20:06:15.254","296.51"
"08/08/2021","20:06:21.950","295.84"
"08/08/2021","20:06:28.650","295.01"
"08/08/2021","20:06:35.348","294.16"
"08/08/2021","20:06:42.047","293.21"
"08/08/2021","20:06:48.755","292.07"
"08/08/2021","20:06:55.452","290.9"
"08/08/2021","20:07:02.191","289.51"
"08/08/2021","20:07:08.848","288.09"
"08/08/2021","20:07:15.548","286.56"
"08/08/2021","20:07:22.266","284.75"
"08/08/2021","20:07:28.950","282.95"
"08/08/2021","20:07:35.650","280.87"
"08/08/2021","20:07:42.362","278.81"
"08/08/2021","20:07:49.050","276.6"
"08/08/2021","20:07:55.758","274.09"
"08/08/2021","20:08:02.452","271.65"
"08/08/2021","20:08:09.168","268.9"
"08/08/2021","20:08:15.857","266.25"
"08/08/2021","20:08:22.558","263.5"
"08/08/2021","20:08:29.260","260.44"
"08/08/2021","20:08:35.958","257.49"
"08/08/2021","20:08:42.651","254.25"
"08/08/2021","20:08:49.358","251.16"
"08/08/2021","20:08:56.051","248.01"
"08/08/2021","20:09:02.766","244.59"
"08/08/2021","20:09:09.452","241.33"
"08/08/2021","20:09:16.184","237.78"
"08/08/2021","20:09:22.854","234.46"
"08/08/2021","20:09:29.561","231.12"
"08/08/2021","20:09:36.270","227.5"
"08/08/2021","20:09:42.961","224.1"
"08/08/2021","20:09:49.654","220.44"
"08/08/2021","20:09:56.362","217.05"
"08/08/2021","20:10:03.054","213.67"
"08/08/2021","20:10:09.773","210.01"
"08/08/2021","20:10:16.454","206.63"
"08/08/2021","20:10:23.168","203.02"
"08/08/2021","20:10:29.861","199.7"
"08/08/2021","20:10:36.560","196.38"
"08/08/2021","20:10:43.275","192.85"
"08/08/2021","20:10:49.959","189.61"
"08/08/2021","20:10:56.660","186.18"
"08/08/2021","20:11:03.359","183.02"
"08/08/2021","20:11:10.058","179.9"
"08/08/2021","20:11:16.766","176.6"
"08/08/2021","20:11:23.458","173.6"
"08/08/2021","20:11:30.175","170.41"
"08/08/2021","20:11:36.878","167.51"
"08/08/2021","20:11:43.558","164.66"
"08/08/2021","20:11:50.275","161.67"
"08/08/2021","20:11:56.960","158.95"
"08/08/2021","20:12:03.663","156.08"
"08/08/2021","20:12:10.360","153.48"
"08/08/2021","20:12:17.060","150.96"
"08/08/2021","20:12:23.774","148.32"
"08/08/2021","20:12:30.460","145.92"
"08/08/2021","20:12:37.185","143.41"
"08/08/2021","20:12:43.861","141.15"
"08/08/2021","20:12:50.559","138.98"
"08/08/2021","20:12:57.270","136.7"
"08/08/2021","20:13:03.961","134.65"
"08/08/2021","20:13:10.659","132.67"
"08/08/2021","20:13:17.360","130.62"
"08/08/2021","20:13:24.058","128.8"
"08/08/2021","20:13:30.769","126.9"
"08/08/2021","20:13:37.461","125.2"
"08/08/2021","20:13:44.174","123.57"
"08/08/2021","20:13:50.866","121.88"
"08/08/2021","20:13:57.554","120.4"
"08/08/2021","20:14:04.275","118.87"
"08/08/2021","20:14:10.959","117.52"
"08/08/2021","20:14:17.652","116.21"
"08/08/2021","20:14:24.364","114.87"
"08/08/2021","20:14:31.052","113.69"
"08/08/2021","20:14:37.763","112.48"
"08/08/2021","20:14:44.451","111.42"
"08/08/2021","20:14:51.192","110.42"
"08/08/2021","20:14:57.851","109.4"
"08/08/2021","20:15:04.556","108.49"
"08/08/2021","20:15:11.261","107.56"
"08/08/2021","20:15:17.958","106.74"
"08/08/2021","20:15:24.650","105.97"
"08/08/2021","20:15:31.358","105.19"
"08/08/2021","20:15:38.052","104.5"
"08/08/2021","20:15:44.767","103.81"
"08/08/2021","20:15:51.451","103.2"
"08/08/2021","20:15:58.163","102.62"
"08/08/2021","20:16:04.851","102.04"
"08/08/2021","20:16:11.560","101.52"
"08/08/2021","20:16:18.255","101.01"
"08/08/2021","20:16:24.956","100.55"
"08/08/2021","20:16:31.649","100.12"
"08/08/2021","20:16:38.355","99.67"
"08/08/2021","20:16:45.048","99.28"
"08/08/2021","20:16:51.765","98.88"
"08/08/2021","20:16:58.447","98.53"
"08/08/2021","20:17:05.164","98.21"
"08/08/2021","20:17:11.848","97.87"
"08/08/2021","20:17:18.553","97.58"
"08/08/2021","20:17:25.255","97.28"
"08/08/2021","20:17:31.950","97.02"
"08/08/2021","20:17:38.646","96.77"
"08/08/2021","20:17:45.352","96.52"
"08/08/2021","20:17:52.046","96.3"
"08/08/2021","20:17:58.758","96.07"
"08/08/2021","20:18:05.449","95.87"
"08/08/2021","20:18:12.159","95.68"
"08/08/2021","20:18:18.844","95.48"
"08/08/2021","20:18:25.551","95.31"
"08/08/2021","20:18:32.254","95.13"
"08/08/2021","20:18:38.951","94.98"
"08/08/2021","20:18:45.644","94.83"
"08/08/2021","20:18:52.351","94.67"
"08/08/2021","20:18:59.048","94.54"
"08/08/2021","20:19:05.758","94.4"
"08/08/2021","20:19:12.441","94.27"
"08/08/2021","20:19:19.184","94.15"
"08/08/2021","20:19:25.839","94.04"
"08/08/2021","20:19:32.546","93.93"
"08/08/2021","20:19:39.247","93.81"
"08/08/2021","20:19:45.946","93.71"
"08/08/2021","20:19:59.346","93.52"
"08/08/2021","20:20:12.754","93.34"
"08/08/2021","20:20:26.144","93.17"
"08/08/2021","20:20:39.542","93.01"
"08/08/2021","20:20:52.947","92.86"
"08/08/2021","20:21:06.347","92.72"
"08/08/2021","20:21:19.750","92.59"
"08/08/2021","20:21:33.138","92.47"
"08/08/2021","20:21:46.539","92.35"
"08/08/2021","20:21:59.939","92.24"
"08/08/2021","20:22:13.343","92.13"
"08/08/2021","20:22:33.430","91.99"
"08/08/2021","20:22:53.537","91.85"
"08/08/2021","20:23:13.629","91.73"
"08/08/2021","20:23:33.739","91.61"
"08/08/2021","20:23:53.835","91.5"
"08/08/2021","20:24:13.924","91.39"
"08/08/2021","20:24:40.724","91.26"
"08/08/2021","20:25:07.522","91.14"
"08/08/2021","20:25:34.341","91.02"
"08/08/2021","20:26:01.124","90.91"
"08/08/2021","20:26:34.625","90.79"
"08/08/2021","20:27:01.417","90.69"
"08/08/2021","20:27:34.920","90.58"
"08/08/2021","20:28:08.413","90.47"
"08/08/2021","20:28:48.609","90.35"
"08/08/2021","20:29:28.812","90.23"
"08/08/2021","20:30:09.004","90.12"
"08/08/2021","20:30:49.202","90.02"
"08/08/2021","20:31:42.807","89.91"
"08/08/2021","20:32:36.394","89.8"
"08/08/2021","20:33:36.697","89.68"
"08/08/2021","20:34:36.988","89.58"
"08/08/2021","20:35:37.293","89.47"
"08/08/2021","20:36:50.983","89.36"
"08/08/2021","20:38:04.671","89.25"
"08/08/2021","20:39:25.066","89.14"
"08/08/2021","20:40:52.169","89.03"
"08/08/2021","20:42:29.300","88.92"
"08/08/2021","20:44:06.451","88.82"
"08/08/2021","20:46:03.678","88.71"
"08/08/2021","20:48:07.636","88.6"
"08/08/2021","20:50:38.362","88.49"
"08/08/2021","20:53:39.247","88.38"
"08/08/2021","20:57:13.631","88.27"
"08/08/2021","21:01:34.906","88.16"
"08/08/2021","21:07:16.579","88.05"
"08/08/2021","21:14:55.501","87.94"
"08/08/2021","21:27:22.487","87.83"
"08/08/2021","21:51:22.888","87.72"
"08/08/2021","22:39:50.481","87.61"
"08/09/2021","04:29:06.583","87.72"
"08/09/2021","04:30:00.169","87.83"
"08/09/2021","05:04:57.131","87.93"
"08/09/2021","06:11:30.053","87.83"
"08/09/2021","09:51:44.852","87.95"
"08/09/2021","14:53:10.211","87.85"
"08/09/2021","15:35:09.243","87.98"
"08/09/2021","15:35:42.742","87.87"
"08/09/2021","15:38:20.185","87.99"
"08/09/2021","15:38:53.683","87.88"
"08/09/2021","15:51:24.051","88"
"08/09/2021","15:52:20.961","87.89"
"08/09/2021","17:08:50.128","87.78"
"08/09/2021","17:48:45.202","87.89"
"08/10/2021","03:26:41.897","88"
"08/10/2021","10:44:40.717","87.89"
"08/10/2021","12:17:54.837","88"
"08/10/2021","18:48:09.616","87.89"
"08/10/2021","20:55:27.058","88"
"08/10/2021","21:01:48.928","87.88"
"08/11/2021","05:39:24.467","87.98"
"08/11/2021","05:45:46.346","87.88"
"08/11/2021","10:39:39.430","87.76"
"08/11/2021","14:07:33.392","0"
"08/11/2021","14:08:35.370","87.81"
"08/11/2021","14:12:16.451","87.92"
"08/11/2021","14:13:30.156","87.82"
"08/11/2021","14:41:31.733","87.92"
"08/11/2021","14:53:28.574","87.82"
"08/11/2021","16:19:17.163","87.95"
"08/11/2021","22:37:25.103","87.85"
"08/12/2021","00:12:49.836","87.95"
"08/12/2021","00:16:27.561","87.85"
"08/12/2021","09:33:29.414","87.82"
"08/12/2021","09:38:18.156","0"
"08/12/2021","09:39:37.301","87.86"
"08/12/2021","09:46:48.619","87.86"
"08/12/2021","09:47:23.603","0"
"08/12/2021","09:48:06.549","87.96"
"08/12/2021","09:51:26.495","87.85"
"08/12/2021","10:39:57.448","87.95"
"08/12/2021","10:40:37.644","87.85"
"08/12/2021","13:22:21.931","87.97"
"08/12/2021","13:23:02.137","87.86"
"08/12/2021","17:18:11.312","87.97"
"08/12/2021","17:18:51.499","87.86"
"08/12/2021","22:09:06.894","87.99"
"08/12/2021","22:09:57.139","87.88"
"08/13/2021","04:13:00.590","87.98"
"08/13/2021","04:15:14.580","87.88"
"08/13/2021","11:35:04.060","87.98"
"08/13/2021","11:35:44.252","87.88"
"08/13/2021","23:20:28.250","87.98"
"08/13/2021","23:23:22.437","87.88"
"08/14/2021","08:52:39.889","87.98"
"08/14/2021","08:56:04.223","87.88"
"08/14/2021","20:56:04.223","87.91"
"08/15/2021","04:04:58.988","88.01"
"08/15/2021","04:08:13.273","87.91"
"08/15/2021","13:40:24.934","88.01"
"08/15/2021","13:43:19.117","87.91"
"08/15/2021","23:14:07.005","88.01"
"08/15/2021","23:16:54.492","87.91"
"08/16/2021","08:30:17.308","88.01"
"08/16/2021","08:33:48.337","87.91"
"08/16/2021","10:07:39.278","88.04"
"08/16/2021","10:08:19.475","87.94"
"08/16/2021","10:10:40.176","88.06"
"08/16/2021","10:11:20.369","87.95"
"08/16/2021","14:56:41.017","87.83"
"08/16/2021","15:02:59.529","87.93"
"08/16/2021","15:11:11.948","87.83"
"08/16/2021","15:18:07.308","87.93"
"08/16/2021","15:42:31.163","87.83"
"08/16/2021","15:44:38.448","87.93"
"08/16/2021","16:22:09.489","87.83"
"08/16/2021","16:37:37.359","87.93"
"08/16/2021","16:46:03.169","87.82"
"08/16/2021","17:08:36.469","87.92"
"08/16/2021","17:11:44.061","88.03"
"08/16/2021","17:14:34.911","87.89"
"08/17/2021","02:01:43.311","88"
"08/17/2021","02:04:44.186","87.89"
"08/17/2021","10:42:06.358","88"
"08/17/2021","10:46:34.338","87.89"
"08/17/2021","20:16:08.484","88"
"08/17/2021","20:19:39.523","87.89"
"08/18/2021","05:32:05.369","88"
"08/18/2021","05:35:49.796","87.89"
"08/18/2021","17:35:49.796","87.89"
"08/19/2021","03:24:14.742","87.78"
"08/19/2021","04:50:56.932","87.89"
"08/19/2021","04:55:24.922","87.78"
"08/19/2021","16:55:24.922","87.8"
"08/19/2021","21:46:35.683","87.9"
"08/19/2021","21:49:19.830","87.8"
"08/20/2021","09:49:19.831","87.82"
"08/20/2021","21:49:19.831","87.78"
"08/21/2021","06:51:49.750","87.89"
"08/21/2021","06:54:37.237","87.78"
"08/21/2021","15:23:36.956","87.89"
"08/21/2021","15:26:44.541","87.78"
"08/22/2021","03:26:44.541","87.79"
"08/22/2021","15:26:44.541","87.76"
"08/23/2021","03:26:44.542","87.8"
"08/23/2021","06:07:00.542","87.69"
"08/23/2021","07:19:25.179","87.79"
"08/23/2021","11:54:29.455","87.69"
"08/23/2021","12:25:11.820","87.79"
"08/23/2021","20:18:31.103","87.69"
"08/23/2021","21:54:22.690","87.82"
"08/24/2021","05:15:19.095","87.71"
"08/24/2021","09:22:25.132","87.81"
"08/24/2021","09:24:19.025","87.94"
"08/24/2021","09:24:59.218","87.83"
"08/24/2021","10:34:49.774","0"
"08/24/2021","10:35:15.998","87.8"
"08/24/2021","14:16:49.909","87.9"
"08/24/2021","14:19:44.097","87.8"
"08/24/2021","16:03:41.382","87.91"
"08/24/2021","16:05:25.216","88.05"
"08/24/2021","16:06:15.470","87.93"
"08/24/2021","16:37:04.517","87.83"
"08/24/2021","16:50:11.719","87.97"
"08/24/2021","16:53:49.448","87.84"
"08/24/2021","17:49:29.160","87.97"
"08/24/2021","17:50:16.049","87.86"
"08/24/2021","18:31:04.729","87.99"
"08/24/2021","18:31:31.528","87.88"
"08/24/2021","21:57:01.970","87.77"
"08/24/2021","22:08:48.785","87.87"
"08/25/2021","09:35:27.421","88.01"
"08/25/2021","09:35:54.233","87.91"
"08/25/2021","10:44:57.848","88.03"
"08/25/2021","10:45:24.645","87.92"
"08/25/2021","11:07:37.845","87.81"
"08/25/2021","11:27:37.056","87.92"
"08/25/2021","14:04:39.905","87.82"
"08/26/2021","02:04:39.906","87.85"
"08/26/2021","14:04:39.906","87.82"
"08/27/2021","00:52:27.156","87.92"
"08/27/2021","00:55:41.440","87.82"
"08/27/2021","12:55:41.440","87.83"
"08/28/2021","00:55:41.440","87.83"
"08/28/2021","11:01:46.608","87.95"
"08/28/2021","11:04:00.594","87.84"
"08/28/2021","12:34:10.466","87.96"
"08/28/2021","13:48:15.579","87.85"
"08/28/2021","17:27:30.076","87.95"
"08/28/2021","17:31:11.157","87.85"
"08/28/2021","19:55:26.899","87.95"
"08/28/2021","21:18:34.665","87.85"
"08/28/2021","22:06:32.103","87.95"
"08/28/2021","22:08:59.490","87.85"
"08/29/2021","03:08:34.303","87.95"
"08/29/2021","05:04:55.182","87.84"
"08/29/2021","09:31:30.243","87.95"
"08/29/2021","09:36:14.976","87.85"
"08/29/2021","16:06:43.124","87.96"
"08/29/2021","16:07:23.330","87.85"
"08/29/2021","16:31:03.620","87.99"
"08/29/2021","16:31:10.362","88.09"
"08/29/2021","16:31:17.019","88.2"
"08/29/2021","16:31:23.717","88.35"
"08/29/2021","16:31:30.422","88.51"
"08/29/2021","16:31:37.115","88.69"
"08/29/2021","16:31:43.816","88.91"
"08/29/2021","16:31:50.514","89.12"
"08/29/2021","16:31:57.220","89.37"
"08/29/2021","16:32:03.936","89.62"
"08/29/2021","16:32:10.612","89.87"
"08/29/2021","16:32:17.312","90.16"
"08/29/2021","16:32:24.013","90.43"
"08/29/2021","16:32:30.710","90.72"
"08/29/2021","16:32:37.415","91"
"08/29/2021","16:32:44.110","91.27"
"08/29/2021","16:32:50.810","91.57"
"08/29/2021","16:32:57.509","91.84"
"08/29/2021","16:33:04.238","92.14"
"08/29/2021","16:33:10.913","92.41"
"08/29/2021","16:33:17.608","92.67"
"08/29/2021","16:33:24.309","92.95"
"08/29/2021","16:33:31.007","93.2"
"08/29/2021","16:33:37.708","93.45"
"08/29/2021","16:33:44.410","93.71"
"08/29/2021","16:33:51.108","93.94"
"08/29/2021","16:33:57.807","94.17"
"08/29/2021","16:34:04.507","94.39"
"08/29/2021","16:34:11.241","94.6"
"08/29/2021","16:34:17.906","94.81"
"08/29/2021","16:34:24.602","95.01"
"08/29/2021","16:34:31.302","95.21"
"08/29/2021","16:34:38.003","95.38"
"08/29/2021","16:34:44.702","95.55"
"08/29/2021","16:34:51.407","95.73"
"08/29/2021","16:34:58.102","95.88"
"08/29/2021","16:35:04.801","96.04"
"08/29/2021","16:35:11.500","96.18"
"08/29/2021","16:35:18.217","96.32"
"08/29/2021","16:35:24.914","96.45"
"08/29/2021","16:35:31.598","96.58"
"08/29/2021","16:35:38.296","96.7"
"08/29/2021","16:35:44.998","96.81"
"08/29/2021","16:35:51.697","96.92"
"08/29/2021","16:35:58.399","97.03"
"08/29/2021","16:36:11.794","97.23"
"08/29/2021","16:36:25.205","97.4"
"08/29/2021","16:36:38.592","97.56"
"08/29/2021","16:36:52.000","97.71"
"08/29/2021","16:37:05.395","97.84"
"08/29/2021","16:37:18.784","97.96"
"08/29/2021","16:37:32.184","98.07"
"08/29/2021","16:37:52.281","98.21"
"08/29/2021","16:38:12.386","98.33"
"08/29/2021","16:38:32.477","98.43"
"08/29/2021","16:38:59.277","98.55"
"08/29/2021","16:39:26.078","98.65"
"08/29/2021","16:40:06.270","98.77"
"08/29/2021","16:40:53.179","98.88"
"08/29/2021","16:41:46.763","98.98"
"08/29/2021","16:43:07.166","99.09"
"08/29/2021","16:46:21.451","99.2"
"08/29/2021","16:50:19.269","99.31"
"08/29/2021","16:54:03.707","99.42"
"08/29/2021","16:59:55.442","99.53"
"08/29/2021","17:01:45.971","99.64"
"08/29/2021","17:03:26.456","99.75"
"08/29/2021","17:05:00.256","99.86"
"08/29/2021","17:06:07.237","99.97"
"08/29/2021","17:06:54.132","100.08"
"08/29/2021","17:07:20.930","100.19"
"08/29/2021","17:07:34.343","100.31"
"08/29/2021","17:07:47.729","100.49"
"08/29/2021","17:07:54.428","100.63"
