"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]"
"08/01/2021","19:33:38.929","94.49"
"08/01/2021","19:34:12.426","94.59"
"08/01/2021","19:34:52.632","94.7"
"08/01/2021","19:35:46.217","94.81"
"08/01/2021","19:37:20.007","94.92"
"08/01/2021","19:40:47.691","95.03"
"08/01/2021","19:46:22.662","95.14"
"08/01/2021","19:54:11.618","95.25"
"08/01/2021","19:57:12.503","95.36"
"08/01/2021","19:59:36.547","95.47"
"08/01/2021","20:01:06.983","95.58"
"08/01/2021","20:02:03.926","95.68"
"08/01/2021","20:02:57.521","95.79"
"08/01/2021","20:03:51.117","95.92"
"08/01/2021","20:04:04.516","96.03"
"08/01/2021","20:04:17.918","96.27"
"08/01/2021","20:04:24.614","96.44"
"08/01/2021","20:04:31.314","96.64"
"08/01/2021","20:04:38.013","96.88"
"08/01/2021","20:04:44.720","97.12"
"08/01/2021","20:04:51.434","97.39"
"08/01/2021","20:04:58.119","97.7"
"08/01/2021","20:05:04.812","98"
"08/01/2021","20:05:11.518","98.32"
"08/01/2021","20:05:18.218","98.68"
"08/01/2021","20:05:24.919","99.03"
"08/01/2021","20:05:31.609","99.41"
"08/01/2021","20:05:38.309","99.78"
"08/01/2021","20:05:45.008","100.16"
"08/01/2021","20:05:51.707","100.57"
"08/01/2021","20:05:58.410","100.95"
"08/01/2021","20:06:05.106","101.37"
"08/01/2021","20:06:11.812","101.76"
"08/01/2021","20:06:18.511","102.16"
"08/01/2021","20:06:25.204","102.59"
"08/01/2021","20:06:31.904","103"
"08/01/2021","20:06:38.604","103.44"
"08/01/2021","20:06:45.303","103.85"
"08/01/2021","20:06:52.003","104.26"
"08/01/2021","20:06:58.701","104.71"
"08/01/2021","20:07:05.401","105.13"
"08/01/2021","20:07:12.100","105.58"
"08/01/2021","20:07:18.802","106"
"08/01/2021","20:07:25.510","106.42"
"08/01/2021","20:07:32.209","106.88"
"08/01/2021","20:07:38.899","107.3"
"08/01/2021","20:07:45.598","107.75"
"08/01/2021","20:07:52.305","108.18"
"08/01/2021","20:07:59.001","108.6"
"08/01/2021","20:08:05.696","109.05"
"08/01/2021","20:08:12.395","109.46"
"08/01/2021","20:08:19.095","109.91"
"08/01/2021","20:08:25.794","110.33"
"08/01/2021","20:08:32.494","110.74"
"08/01/2021","20:08:39.193","111.19"
"08/01/2021","20:08:45.897","111.6"
"08/01/2021","20:08:52.606","112.04"
"08/01/2021","20:08:59.313","112.46"
"08/01/2021","20:09:05.992","112.87"
"08/01/2021","20:09:12.691","113.32"
"08/01/2021","20:09:19.389","113.73"
"08/01/2021","20:09:26.089","114.14"
"08/01/2021","20:09:32.788","114.57"
"08/01/2021","20:09:39.500","114.99"
"08/01/2021","20:09:46.189","115.43"
"08/01/2021","20:09:52.887","115.84"
"08/01/2021","20:09:59.586","116.24"
"08/01/2021","20:10:06.299","116.68"
"08/01/2021","20:10:12.985","117.09"
"08/01/2021","20:10:19.697","117.52"
"08/01/2021","20:10:26.394","117.92"
"08/01/2021","20:10:33.088","118.32"
"08/01/2021","20:10:39.785","118.75"
"08/01/2021","20:10:46.481","119.14"
"08/01/2021","20:10:53.185","119.57"
"08/01/2021","20:10:59.882","119.96"
"08/01/2021","20:11:06.579","120.35"
"08/01/2021","20:11:13.289","120.77"
"08/01/2021","20:11:19.978","121.17"
"08/01/2021","20:11:26.678","121.58"
"08/01/2021","20:11:33.377","121.98"
"08/01/2021","20:11:40.076","122.36"
"08/01/2021","20:11:46.776","122.78"
"08/01/2021","20:11:53.475","123.17"
"08/01/2021","20:12:00.174","123.59"
"08/01/2021","20:12:06.874","123.97"
"08/01/2021","20:12:13.573","124.36"
"08/01/2021","20:12:20.285","124.77"
"08/01/2021","20:12:26.972","125.15"
"08/01/2021","20:12:33.671","125.57"
"08/01/2021","20:12:40.372","125.95"
"08/01/2021","20:12:47.071","126.33"
"08/01/2021","20:12:53.771","126.74"
"08/01/2021","20:13:00.477","127.12"
"08/01/2021","20:13:07.169","127.53"
"08/01/2021","20:13:13.876","127.9"
"08/01/2021","20:13:20.568","128.28"
"08/01/2021","20:13:27.276","128.68"
"08/01/2021","20:13:33.975","129.05"
"08/01/2021","20:13:40.665","129.42"
"08/01/2021","20:13:47.366","129.82"
"08/01/2021","20:13:54.064","130.18"
"08/01/2021","20:14:00.763","130.58"
"08/01/2021","20:14:07.463","130.95"
"08/01/2021","20:14:14.162","131.32"
"08/01/2021","20:14:20.862","131.71"
"08/01/2021","20:14:27.570","132.08"
"08/01/2021","20:14:34.260","132.47"
"08/01/2021","20:14:40.961","132.83"
"08/01/2021","20:14:47.660","133.2"
"08/01/2021","20:14:54.359","133.59"
"08/01/2021","20:15:01.059","133.95"
"08/01/2021","20:15:07.758","134.34"
"08/01/2021","20:15:14.459","134.71"
"08/01/2021","20:15:21.158","135.07"
"08/01/2021","20:15:27.869","135.46"
"08/01/2021","20:15:34.562","135.82"
"08/01/2021","20:15:41.256","136.2"
"08/01/2021","20:15:47.961","136.56"
"08/01/2021","20:15:54.654","136.92"
"08/01/2021","20:16:01.359","137.31"
"08/01/2021","20:16:08.059","137.66"
"08/01/2021","20:16:14.760","138.04"
"08/01/2021","20:16:21.458","138.39"
"08/01/2021","20:16:28.161","138.74"
"08/01/2021","20:16:34.852","139.12"
"08/01/2021","20:16:41.551","139.47"
"08/01/2021","20:16:48.262","139.84"
"08/01/2021","20:16:54.955","140.19"
"08/01/2021","20:17:01.661","140.54"
"08/01/2021","20:17:08.361","140.91"
"08/01/2021","20:17:15.060","141.26"
"08/01/2021","20:17:21.763","141.64"
"08/01/2021","20:17:28.460","141.98"
"08/01/2021","20:17:35.168","142.32"
"08/01/2021","20:17:41.862","142.7"
"08/01/2021","20:17:48.558","143.04"
"08/01/2021","20:17:55.259","143.39"
"08/01/2021","20:18:01.955","143.76"
"08/01/2021","20:18:08.658","144.1"
"08/01/2021","20:18:15.359","144.47"
"08/01/2021","20:18:22.054","144.81"
"08/01/2021","20:18:28.762","145.15"
"08/01/2021","20:18:35.455","145.52"
"08/01/2021","20:18:42.174","145.87"
"08/01/2021","20:18:48.854","146.23"
"08/01/2021","20:18:55.553","146.57"
"08/01/2021","20:19:02.257","146.91"
"08/01/2021","20:19:08.952","147.28"
"08/01/2021","20:19:15.651","147.61"
"08/01/2021","20:19:22.351","147.98"
"08/01/2021","20:19:29.053","148.31"
"08/01/2021","20:19:35.753","148.65"
"08/01/2021","20:19:42.450","149"
"08/01/2021","20:19:49.153","149.34"
"08/01/2021","20:19:55.849","149.69"
"08/01/2021","20:20:02.548","150.02"
"08/01/2021","20:20:09.252","150.35"
"08/01/2021","20:20:15.948","150.71"
"08/01/2021","20:20:22.646","151.04"
"08/01/2021","20:20:29.347","151.39"
"08/01/2021","20:20:36.045","151.72"
"08/01/2021","20:20:42.748","152.05"
"08/01/2021","20:20:49.448","152.4"
"08/01/2021","20:20:56.140","152.73"
"08/01/2021","20:21:02.846","153.09"
"08/01/2021","20:21:09.541","153.41"
"08/01/2021","20:21:16.244","153.74"
"08/01/2021","20:21:22.943","154.09"
"08/01/2021","20:21:29.639","154.42"
"08/01/2021","20:21:36.342","154.77"
"08/01/2021","20:21:43.039","155.09"
"08/01/2021","20:21:49.739","155.42"
"08/01/2021","20:21:56.440","155.77"
"08/01/2021","20:22:03.136","156.09"
"08/01/2021","20:22:09.837","156.44"
"08/01/2021","20:22:16.535","156.77"
"08/01/2021","20:22:23.236","157.09"
"08/01/2021","20:22:29.934","157.44"
"08/01/2021","20:22:36.635","157.76"
"08/01/2021","20:22:43.337","158.11"
"08/01/2021","20:22:50.036","158.43"
"08/01/2021","20:22:56.735","158.75"
"08/01/2021","20:23:03.437","159.1"
"08/01/2021","20:23:10.131","159.42"
"08/01/2021","20:23:16.833","159.74"
"08/01/2021","20:23:23.530","160.08"
"08/01/2021","20:23:30.234","160.4"
"08/01/2021","20:23:36.931","160.74"
"08/01/2021","20:23:43.628","161.05"
"08/01/2021","20:23:50.332","161.37"
"08/01/2021","20:23:57.026","161.71"
"08/01/2021","20:24:03.728","162.02"
"08/01/2021","20:24:10.435","162.36"
"08/01/2021","20:24:17.125","162.68"
"08/01/2021","20:24:23.828","162.99"
"08/01/2021","20:24:30.523","163.32"
"08/01/2021","20:24:37.223","163.64"
"08/01/2021","20:24:43.923","163.98"
"08/01/2021","20:24:50.622","164.29"
"08/01/2021","20:24:57.323","164.6"
"08/01/2021","20:25:04.020","164.94"
"08/01/2021","20:25:10.720","165.25"
"08/01/2021","20:25:17.430","165.58"
"08/01/2021","20:25:24.118","165.89"
"08/01/2021","20:25:30.820","166.2"
"08/01/2021","20:25:37.517","166.54"
"08/01/2021","20:25:44.218","166.85"
"08/01/2021","20:25:50.920","167.19"
"08/01/2021","20:25:57.615","167.49"
"08/01/2021","20:26:04.319","167.8"
"08/01/2021","20:26:11.014","168.14"
"08/01/2021","20:26:17.718","168.45"
"08/01/2021","20:26:24.423","168.76"
"08/01/2021","20:26:31.113","169.09"
"08/01/2021","20:26:37.816","169.4"
"08/01/2021","20:26:44.513","169.73"
"08/01/2021","20:26:51.214","170.04"
"08/01/2021","20:26:57.919","170.34"
"08/01/2021","20:27:04.612","170.67"
"08/01/2021","20:27:11.314","170.98"
"08/01/2021","20:27:18.011","171.31"
"08/01/2021","20:27:24.713","171.62"
"08/01/2021","20:27:31.417","171.92"
"08/01/2021","20:27:38.112","172.24"
"08/01/2021","20:27:44.811","172.55"
"08/01/2021","20:27:51.509","172.87"
"08/01/2021","20:27:58.212","173.17"
"08/01/2021","20:28:04.914","173.47"
"08/01/2021","20:28:11.608","173.8"
"08/01/2021","20:28:18.316","174.1"
"08/01/2021","20:28:25.007","174.42"
"08/01/2021","20:28:31.709","174.72"
"08/01/2021","20:28:38.415","175.02"
"08/01/2021","20:28:45.105","175.34"
"08/01/2021","20:28:51.804","175.64"
"08/01/2021","20:28:58.504","175.96"
"08/01/2021","20:29:05.204","176.26"
"08/01/2021","20:29:11.908","176.56"
"08/01/2021","20:29:18.602","176.88"
"08/01/2021","20:29:25.312","177.18"
"08/01/2021","20:29:32.005","177.5"
"08/01/2021","20:29:38.704","177.8"
"08/01/2021","20:29:45.405","178.1"
"08/01/2021","20:29:52.100","178.42"
"08/01/2021","20:29:58.799","178.71"
"08/01/2021","20:30:05.499","179.01"
"08/01/2021","20:30:12.202","179.33"
"08/01/2021","20:30:18.903","179.63"
"08/01/2021","20:30:25.597","179.95"
"08/01/2021","20:30:32.312","180.24"
"08/01/2021","20:30:38.997","180.54"
"08/01/2021","20:30:45.699","180.86"
"08/01/2021","20:30:52.400","181.16"
"08/01/2021","20:30:59.095","181.47"
"08/01/2021","20:31:05.796","181.77"
"08/01/2021","20:31:12.493","182.07"
"08/01/2021","20:31:19.198","182.38"
"08/01/2021","20:31:25.892","182.68"
"08/01/2021","20:31:32.594","183"
"08/01/2021","20:31:39.319","183.29"
"08/01/2021","20:31:45.990","183.59"
"08/01/2021","20:31:52.695","183.9"
"08/01/2021","20:31:59.389","184.2"
"08/01/2021","20:32:06.088","184.51"
"08/01/2021","20:32:12.791","184.8"
"08/01/2021","20:32:19.489","185.09"
"08/01/2021","20:32:26.189","185.4"
"08/01/2021","20:32:32.886","185.69"
"08/01/2021","20:32:39.585","185.98"
"08/01/2021","20:32:46.295","186.29"
"08/01/2021","20:32:52.990","186.58"
"08/01/2021","20:32:59.686","186.89"
"08/01/2021","20:33:06.384","187.18"
"08/01/2021","20:33:13.082","187.47"
"08/01/2021","20:33:19.787","187.78"
"08/01/2021","20:33:26.486","188.07"
"08/01/2021","20:33:33.183","188.37"
"08/01/2021","20:33:39.879","188.66"
"08/01/2021","20:33:46.579","188.95"
"08/01/2021","20:33:53.288","189.26"
"08/01/2021","20:33:59.986","189.55"
"08/01/2021","20:34:06.680","189.85"
"08/01/2021","20:34:13.381","190.14"
"08/01/2021","20:34:20.077","190.42"
"08/01/2021","20:34:26.784","190.73"
"08/01/2021","20:34:33.483","191.02"
"08/01/2021","20:34:40.178","191.33"
"08/01/2021","20:34:46.879","191.61"
"08/01/2021","20:34:53.575","191.9"
"08/01/2021","20:35:00.282","192.2"
"08/01/2021","20:35:06.981","192.49"
"08/01/2021","20:35:13.673","192.8"
"08/01/2021","20:35:20.376","193.08"
"08/01/2021","20:35:27.072","193.37"
"08/01/2021","20:35:33.773","193.67"
"08/01/2021","20:35:40.475","193.96"
"08/01/2021","20:35:47.177","194.26"
"08/01/2021","20:35:53.871","194.55"
"08/01/2021","20:36:00.569","194.83"
"08/01/2021","20:36:07.271","195.13"
"08/01/2021","20:36:13.974","195.42"
"08/01/2021","20:36:20.668","195.7"
"08/01/2021","20:36:27.370","196.01"
"08/01/2021","20:36:34.068","196.29"
"08/01/2021","20:36:40.768","196.59"
"08/01/2021","20:36:47.470","196.87"
"08/01/2021","20:36:54.169","197.16"
"08/01/2021","20:37:00.869","197.46"
"08/01/2021","20:37:07.564","197.74"
"08/01/2021","20:37:14.265","198.05"
"08/01/2021","20:37:20.968","198.33"
"08/01/2021","20:37:27.665","198.61"
"08/01/2021","20:37:34.368","198.91"
"08/01/2021","20:37:41.062","199.19"
"08/01/2021","20:37:47.763","199.49"
"08/01/2021","20:37:54.461","199.76"
"08/01/2021","20:38:01.173","200.04"
"08/01/2021","20:38:07.864","200.34"
"08/01/2021","20:38:14.560","200.62"
"08/01/2021","20:38:21.262","200.91"
"08/01/2021","20:38:27.964","201.19"
"08/01/2021","20:38:34.660","201.47"
"08/01/2021","20:38:41.361","201.76"
"08/01/2021","20:38:48.056","202.04"
"08/01/2021","20:38:54.756","202.34"
"08/01/2021","20:39:01.455","202.62"
"08/01/2021","20:39:08.171","202.89"
"08/01/2021","20:39:14.855","203.19"
"08/01/2021","20:39:21.553","203.47"
"08/01/2021","20:39:28.253","203.76"
"08/01/2021","20:39:34.952","204.04"
"08/01/2021","20:39:41.653","204.31"
"08/01/2021","20:39:48.352","204.61"
"08/01/2021","20:39:55.050","204.89"
"08/01/2021","20:40:01.750","205.16"
"08/01/2021","20:40:08.450","205.46"
"08/01/2021","20:40:15.153","205.73"
"08/01/2021","20:40:21.851","206.03"
"08/01/2021","20:40:28.548","206.3"
"08/01/2021","20:40:35.249","206.58"
"08/01/2021","20:40:41.949","206.87"
"08/01/2021","20:40:48.647","207.15"
"08/01/2021","20:40:55.347","207.44"
"08/01/2021","20:41:02.044","207.72"
"08/01/2021","20:41:08.753","207.99"
"08/01/2021","20:41:15.447","208.28"
"08/01/2021","20:41:22.146","208.56"
"08/01/2021","20:41:28.846","208.85"
"08/01/2021","20:41:35.542","209.13"
"08/01/2021","20:41:42.243","209.4"
"08/01/2021","20:41:48.944","209.69"
"08/01/2021","20:41:55.640","209.97"
"08/01/2021","20:42:02.340","210.26"
"08/01/2021","20:42:09.039","210.53"
"08/01/2021","20:42:15.742","210.8"
"08/01/2021","20:42:22.440","211.1"
"08/01/2021","20:42:29.137","211.37"
"08/01/2021","20:42:35.836","211.66"
"08/01/2021","20:42:42.536","211.93"
"08/01/2021","20:42:49.238","212.21"
"08/01/2021","20:42:55.936","212.5"
"08/01/2021","20:43:02.636","212.77"
"08/01/2021","20:43:09.333","213.06"
"08/01/2021","20:43:16.033","213.33"
"08/01/2021","20:43:22.734","213.6"
"08/01/2021","20:43:29.435","213.89"
"08/01/2021","20:43:36.135","214.15"
"08/01/2021","20:43:42.832","214.44"
"08/01/2021","20:43:49.531","214.71"
"08/01/2021","20:43:56.234","214.98"
"08/01/2021","20:44:02.930","215.27"
"08/01/2021","20:44:09.634","215.53"
"08/01/2021","20:44:16.331","215.82"
"08/01/2021","20:44:23.028","216.09"
"08/01/2021","20:44:29.732","216.36"
"08/01/2021","20:44:36.435","216.64"
"08/01/2021","20:44:43.130","216.91"
"08/01/2021","20:44:49.830","217.19"
"08/01/2021","20:44:56.526","217.46"
"08/01/2021","20:45:03.234","217.73"
"08/01/2021","20:45:09.925","218.01"
"08/01/2021","20:45:16.629","218.28"
"08/01/2021","20:45:23.327","218.54"
"08/01/2021","20:45:30.022","218.83"
"08/01/2021","20:45:36.724","219.1"
"08/01/2021","20:45:43.426","219.39"
"08/01/2021","20:45:50.125","219.65"
"08/01/2021","20:45:56.822","219.92"
"08/01/2021","20:46:03.519","220.2"
"08/01/2021","20:46:10.220","220.47"
"08/01/2021","20:46:16.918","220.75"
"08/01/2021","20:46:23.623","221.02"
"08/01/2021","20:46:30.321","221.28"
"08/01/2021","20:46:37.016","221.57"
"08/01/2021","20:46:43.719","221.83"
"08/01/2021","20:46:50.418","222.12"
"08/01/2021","20:46:57.120","222.38"
"08/01/2021","20:47:03.817","222.65"
"08/01/2021","20:47:10.513","222.93"
"08/01/2021","20:47:17.215","223.2"
"08/01/2021","20:47:23.915","223.48"
"08/01/2021","20:47:30.616","223.75"
"08/01/2021","20:47:37.314","224.01"
"08/01/2021","20:47:44.010","224.3"
"08/01/2021","20:47:50.709","224.56"
"08/01/2021","20:47:57.414","224.84"
"08/01/2021","20:48:04.107","225.1"
"08/01/2021","20:48:10.809","225.37"
"08/01/2021","20:48:17.507","225.65"
"08/01/2021","20:48:24.205","225.91"
"08/01/2021","20:48:30.908","226.19"
"08/01/2021","20:48:37.605","226.46"
"08/01/2021","20:48:44.308","226.72"
"08/01/2021","20:48:51.003","227"
"08/01/2021","20:48:57.703","227.27"
"08/01/2021","20:49:04.405","227.53"
"08/01/2021","20:49:11.103","227.81"
"08/01/2021","20:49:17.803","228.07"
"08/01/2021","20:49:24.501","228.35"
"08/01/2021","20:49:31.201","228.61"
"08/01/2021","20:49:37.903","228.87"
"08/01/2021","20:49:44.599","229.14"
"08/01/2021","20:49:51.312","229.4"
"08/01/2021","20:49:57.998","229.68"
"08/01/2021","20:50:04.700","229.94"
"08/01/2021","20:50:11.399","230.2"
"08/01/2021","20:50:18.096","230.48"
"08/01/2021","20:50:24.796","230.73"
"08/01/2021","20:50:31.497","231.01"
"08/01/2021","20:50:38.196","231.27"
"08/01/2021","20:50:44.893","231.53"
"08/01/2021","20:50:51.593","231.81"
"08/01/2021","20:50:58.312","232.06"
"08/01/2021","20:51:04.992","232.34"
"08/01/2021","20:51:11.692","232.6"
"08/01/2021","20:51:18.390","232.86"
"08/01/2021","20:51:25.090","233.13"
"08/01/2021","20:51:31.789","233.39"
"08/01/2021","20:51:38.490","233.67"
"08/01/2021","20:51:45.191","233.93"
"08/01/2021","20:51:51.891","234.18"
"08/01/2021","20:51:58.588","234.46"
"08/01/2021","20:52:05.298","234.72"
"08/01/2021","20:52:11.986","234.99"
"08/01/2021","20:52:18.690","235.25"
"08/01/2021","20:52:25.386","235.51"
"08/01/2021","20:52:32.088","235.78"
"08/01/2021","20:52:38.785","236.04"
"08/01/2021","20:52:45.484","236.31"
"08/01/2021","20:52:52.189","236.57"
"08/01/2021","20:52:58.884","236.83"
"08/01/2021","20:53:05.583","237.1"
"08/01/2021","20:53:12.288","237.36"
"08/01/2021","20:53:18.981","237.63"
"08/01/2021","20:53:25.688","237.89"
"08/01/2021","20:53:32.384","238.15"
"08/01/2021","20:53:39.080","238.42"
"08/01/2021","20:53:45.783","238.68"
"08/01/2021","20:53:52.479","238.95"
"08/01/2021","20:53:59.185","239.21"
"08/01/2021","20:54:05.880","239.47"
"08/01/2021","20:54:12.577","239.74"
"08/01/2021","20:54:19.281","239.99"
"08/01/2021","20:54:25.976","240.25"
"08/01/2021","20:54:32.683","240.53"
"08/01/2021","20:54:39.376","240.78"
"08/01/2021","20:54:46.074","241.06"
"08/01/2021","20:54:52.776","241.31"
"08/01/2021","20:54:59.473","241.57"
"08/01/2021","20:55:06.179","241.84"
"08/01/2021","20:55:12.875","242.09"
"08/01/2021","20:55:19.571","242.37"
"08/01/2021","20:55:26.277","242.62"
"08/01/2021","20:55:32.970","242.88"
"08/01/2021","20:55:39.671","243.15"
"08/01/2021","20:55:46.371","243.41"
"08/01/2021","20:55:53.068","243.68"
"08/01/2021","20:55:59.772","243.94"
"08/01/2021","20:56:06.467","244.19"
"08/01/2021","20:56:13.173","244.46"
"08/01/2021","20:56:19.867","244.71"
"08/01/2021","20:56:26.565","244.98"
"08/01/2021","20:56:33.269","245.23"
"08/01/2021","20:56:39.964","245.49"
"08/01/2021","20:56:46.664","245.76"
"08/01/2021","20:56:53.364","246.01"
"08/01/2021","20:57:00.062","246.27"
"08/01/2021","20:57:06.768","246.52"
"08/01/2021","20:57:13.461","246.76"
"08/01/2021","20:57:20.171","247.02"
"08/01/2021","20:57:26.863","247.26"
"08/01/2021","20:57:33.558","247.51"
"08/01/2021","20:57:40.260","247.74"
"08/01/2021","20:57:46.960","247.96"
"08/01/2021","20:57:53.657","248.2"
"08/01/2021","20:58:00.358","248.41"
"08/01/2021","20:58:07.055","248.63"
"08/01/2021","20:58:13.756","248.84"
"08/01/2021","20:58:20.453","249.03"
"08/01/2021","20:58:27.163","249.24"
"08/01/2021","20:58:33.857","249.42"
"08/01/2021","20:58:40.553","249.61"
"08/01/2021","20:58:47.258","249.8"
"08/01/2021","20:58:53.952","249.97"
"08/01/2021","20:59:00.653","250.16"
"08/01/2021","20:59:07.356","250.32"
"08/01/2021","20:59:14.051","250.48"
"08/01/2021","20:59:20.754","250.65"
"08/01/2021","20:59:27.449","250.8"
"08/01/2021","20:59:34.161","250.96"
"08/01/2021","20:59:40.855","251.11"
"08/01/2021","20:59:47.548","251.26"
"08/01/2021","20:59:54.251","251.41"
"08/01/2021","21:00:00.948","251.55"
"08/01/2021","21:00:07.650","251.69"
"08/01/2021","21:00:14.354","251.83"
"08/01/2021","21:00:21.047","251.96"
"08/01/2021","21:00:27.750","252.1"
"08/01/2021","21:00:34.446","252.22"
"08/01/2021","21:00:41.150","252.36"
"08/01/2021","21:00:47.851","252.49"
"08/01/2021","21:00:54.545","252.61"
"08/01/2021","21:01:01.245","252.74"
"08/01/2021","21:01:07.945","252.86"
"08/01/2021","21:01:14.648","252.98"
"08/01/2021","21:01:21.350","253.1"
"08/01/2021","21:01:28.043","253.21"
"08/01/2021","21:01:34.743","253.34"
"08/01/2021","21:01:41.444","253.45"
"08/01/2021","21:01:48.146","253.57"
"08/01/2021","21:01:54.848","253.69"
"08/01/2021","21:02:08.241","253.91"
"08/01/2021","21:02:14.940","254.02"
"08/01/2021","21:02:21.640","254.14"
"08/01/2021","21:02:28.345","254.24"
"08/01/2021","21:02:35.038","254.35"
"08/01/2021","21:02:41.737","254.46"
"08/01/2021","21:02:48.439","254.57"
"08/01/2021","21:02:55.139","254.68"
"08/01/2021","21:03:01.841","254.79"
"08/01/2021","21:03:15.234","255"
"08/01/2021","21:03:21.934","255.11"
"08/01/2021","21:03:35.337","255.32"
"08/01/2021","21:03:48.733","255.53"
"08/01/2021","21:03:55.432","255.64"
"08/01/2021","21:04:02.136","255.74"
"08/01/2021","21:04:08.835","255.85"
"08/01/2021","21:04:22.230","256.06"
"08/01/2021","21:04:28.928","256.16"
"08/01/2021","21:04:42.326","256.37"
"08/01/2021","21:04:49.025","256.48"
"08/01/2021","21:04:55.728","256.59"
"08/01/2021","21:05:02.438","256.69"
"08/01/2021","21:05:09.126","256.79"
"08/01/2021","21:05:15.822","256.9"
"08/01/2021","21:05:22.523","257"
"08/01/2021","21:05:29.224","257.11"
"08/01/2021","21:05:42.624","257.32"
"08/01/2021","21:05:49.320","257.43"
"08/01/2021","21:06:02.724","257.64"
"08/01/2021","21:06:09.430","257.75"
"08/01/2021","21:06:16.121","257.85"
"08/01/2021","21:06:22.820","257.96"
"08/01/2021","21:06:29.518","258.06"
"08/01/2021","21:06:36.220","258.16"
"08/01/2021","21:06:42.922","258.28"
"08/01/2021","21:06:49.620","258.38"
"08/01/2021","21:06:56.318","258.5"
"08/01/2021","21:07:03.015","258.6"
"08/01/2021","21:07:16.430","258.82"
"08/01/2021","21:07:23.116","258.92"
"08/01/2021","21:07:29.814","259.03"
"08/01/2021","21:07:36.513","259.14"
"08/01/2021","21:07:43.218","259.25"
"08/01/2021","21:07:49.918","259.36"
"08/01/2021","21:07:56.615","259.47"
"08/01/2021","21:08:03.315","259.58"
"08/01/2021","21:08:10.011","259.69"
"08/01/2021","21:08:16.717","259.79"
"08/01/2021","21:08:23.418","259.91"
"08/01/2021","21:08:30.109","260.02"
"08/01/2021","21:08:36.812","260.12"
"08/01/2021","21:08:43.508","260.24"
"08/01/2021","21:08:50.209","260.35"
"08/01/2021","21:08:56.910","260.47"
"08/01/2021","21:09:03.605","260.58"
"08/01/2021","21:09:10.310","260.68"
"08/01/2021","21:09:17.005","260.79"
"08/01/2021","21:09:30.407","261"
"08/01/2021","21:09:37.103","261.1"
"08/01/2021","21:09:50.501","261.31"
"08/01/2021","21:09:57.201","261.42"
"08/01/2021","21:10:10.602","261.63"
"08/01/2021","21:10:17.315","261.73"
"08/01/2021","21:10:30.699","261.93"
"08/01/2021","21:10:37.405","262.04"
"08/01/2021","21:10:44.100","262.15"
"08/01/2021","21:10:50.801","262.25"
"08/01/2021","21:10:57.497","262.36"
"08/01/2021","21:11:10.896","262.57"
"08/01/2021","21:11:17.597","262.68"
"08/01/2021","21:11:30.992","262.89"
"08/01/2021","21:11:37.696","262.99"
"08/01/2021","21:11:44.393","263.1"
"08/01/2021","21:11:51.098","263.21"
"08/01/2021","21:11:57.796","263.31"
"08/01/2021","21:12:04.492","263.43"
"08/01/2021","21:12:17.889","263.63"
"08/01/2021","21:12:24.592","263.74"
"08/01/2021","21:12:31.308","263.85"
"08/01/2021","21:12:37.988","263.96"
"08/01/2021","21:12:44.687","264.07"
"08/01/2021","21:12:51.386","264.17"
"08/01/2021","21:12:58.091","264.29"
"08/01/2021","21:13:11.484","264.5"
"08/01/2021","21:13:18.185","264.61"
"08/01/2021","21:13:31.584","264.82"
"08/01/2021","21:13:38.294","264.93"
"08/01/2021","21:13:44.982","265.04"
"08/01/2021","21:13:51.684","265.15"
"08/01/2021","21:13:58.381","265.26"
"08/01/2021","21:14:05.080","265.37"
"08/01/2021","21:14:11.781","265.48"
"08/01/2021","21:14:25.183","265.69"
"08/01/2021","21:14:31.880","265.8"
"08/01/2021","21:14:38.576","265.91"
"08/01/2021","21:14:45.276","266.02"
"08/01/2021","21:14:51.975","266.13"
"08/01/2021","21:14:58.679","266.25"
"08/01/2021","21:15:05.378","266.35"
"08/01/2021","21:15:12.074","266.47"
"08/01/2021","21:15:25.472","266.68"
"08/01/2021","21:15:32.175","266.79"
"08/01/2021","21:15:38.873","266.9"
"08/01/2021","21:15:45.573","267.01"
"08/01/2021","21:15:52.271","267.12"
"08/01/2021","21:15:58.971","267.23"
"08/01/2021","21:16:05.673","267.35"
"08/01/2021","21:16:12.372","267.46"
"08/01/2021","21:16:19.071","267.56"
"08/01/2021","21:16:25.770","267.68"
"08/01/2021","21:16:39.175","267.9"
"08/01/2021","21:16:45.871","268.01"
"08/01/2021","21:16:52.570","268.11"
"08/01/2021","21:16:59.267","268.23"
"08/01/2021","21:17:05.966","268.34"
"08/01/2021","21:17:12.669","268.45"
"08/01/2021","21:17:19.367","268.56"
"08/01/2021","21:17:26.069","268.67"
"08/01/2021","21:17:32.766","268.78"
"08/01/2021","21:17:39.463","268.89"
"08/01/2021","21:17:46.173","269.01"
"08/01/2021","21:17:52.863","269.12"
"08/01/2021","21:17:59.566","269.23"
"08/01/2021","21:18:06.263","269.34"
"08/01/2021","21:18:12.960","269.45"
"08/01/2021","21:18:19.664","269.56"
"08/01/2021","21:18:26.358","269.67"
"08/01/2021","21:18:33.062","269.78"
"08/01/2021","21:18:39.759","269.9"
"08/01/2021","21:18:46.457","270.01"
"08/01/2021","21:18:53.174","270.12"
