"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]","3663 (1063996) [Titan Krios G2]"
"08/17/2021","21:47:42.543","3638.589",""
"08/17/2021","21:48:18.707","2259.761",""
"08/17/2021","21:48:29.857","3638.589",""
"08/17/2021","21:48:46.017","80742.017",""
"08/17/2021","21:51:15.599","3638.589",""
"08/17/2021","21:51:29.378","80742.017",""
"08/17/2021","21:54:08.377","3638.589",""
"08/17/2021","21:54:27.468","80742.017",""
"08/17/2021","21:55:57.694","3638.589",""
"08/17/2021","21:56:10.315","80742.017",""
"08/17/2021","21:58:19.099","2259.761",""
"08/17/2021","21:58:35.088","3638.589",""
"08/17/2021","21:58:51.930","80742.017",""
"08/17/2021","22:00:31.142","2259.761",""
"08/17/2021","22:01:21.871","3638.589",""
"08/17/2021","22:01:58.310","2259.761",""
"08/17/2021","22:02:13.227","3638.589",""
"08/17/2021","22:02:25.713","80742.017",""
"08/17/2021","22:05:06.636","3638.589",""
"08/17/2021","22:05:20.433","80742.017",""
"08/17/2021","22:07:52.602","3638.589",""
"08/17/2021","22:08:06.138","80742.017",""
"08/17/2021","22:10:44.108","3638.589",""
"08/17/2021","22:13:14.917","80742.017",""
"08/17/2021","22:14:45.116","3638.589",""
"08/17/2021","22:14:57.489","80742.017",""
"08/17/2021","22:16:38.137","2259.761",""
"08/17/2021","22:17:28.729","3638.589",""
"08/17/2021","22:18:05.138","2259.761",""
"08/17/2021","22:18:19.855","3638.589",""
"08/17/2021","22:18:32.486","80742.017",""
"08/17/2021","22:21:01.186","3638.589",""
"08/17/2021","22:21:15.184","80742.017",""
"08/17/2021","22:24:03.661","3638.589",""
"08/17/2021","22:24:17.213","80742.017",""
"08/17/2021","22:26:36.198","3638.589",""
"08/17/2021","22:26:50.049","80742.017",""
"08/17/2021","22:28:29.345","2259.761",""
"08/17/2021","22:29:21.703","3638.589",""
"08/17/2021","22:30:01.557","2259.761",""
"08/17/2021","22:30:12.771","3638.589",""
"08/17/2021","22:30:34.699","80742.017",""
"08/17/2021","22:32:04.270","3638.589",""
"08/17/2021","22:32:16.915","80742.017",""
"08/17/2021","22:34:41.482","2259.761",""
"08/17/2021","22:34:57.572","3638.589",""
"08/17/2021","22:35:10.917","80742.017",""
"08/17/2021","22:38:19.290","3638.589",""
"08/17/2021","22:38:33.015","80742.017",""
"08/17/2021","22:41:41.863","3638.589",""
"08/17/2021","22:41:55.732","80742.017",""
"08/17/2021","22:44:48.140","2259.761",""
"08/17/2021","22:45:29.487","3638.589",""
"08/17/2021","22:46:09.253","2259.761",""
"08/17/2021","22:46:20.547","3638.589",""
"08/17/2021","22:46:42.662","80742.017",""
"08/17/2021","22:48:12.362","3638.589",""
"08/17/2021","22:48:24.915","80742.017",""
"08/17/2021","22:51:04.910","2259.761",""
"08/17/2021","22:51:20.596","3638.589",""
"08/17/2021","22:51:51.876","80742.017",""
"08/17/2021","22:55:23.054","3638.589",""
"08/17/2021","22:55:36.800","80742.017",""
"08/17/2021","22:57:39.228","3638.589",""
"08/17/2021","22:57:53.267","80742.017",""
"08/17/2021","23:00:35.069","2259.761",""
"08/17/2021","23:01:22.362","3638.589",""
"08/17/2021","23:01:58.345","2259.761",""
"08/17/2021","23:02:13.882","3638.589",""
"08/17/2021","23:02:32.316","80742.017",""
"08/17/2021","23:04:01.939","3638.589",""
"08/17/2021","23:04:14.801","80742.017",""
"08/17/2021","23:07:11.779","2259.761",""
"08/17/2021","23:07:27.682","3638.589",""
"08/17/2021","23:07:41.022","80742.017",""
"08/17/2021","23:10:49.835","3638.589",""
"08/17/2021","23:11:03.498","80742.017",""
"08/17/2021","23:13:22.227","3638.589",""
"08/17/2021","23:13:36.140","80742.017",""
"08/17/2021","23:16:25.774","2259.761",""
"08/17/2021","23:17:16.461","3638.589",""
"08/17/2021","23:17:49.896","2259.761",""
"08/17/2021","23:18:04.796","3638.589",""
"08/17/2021","23:18:23.204","80742.017",""
"08/17/2021","23:19:53.371","3638.589",""
"08/17/2021","23:20:06.148","80742.017",""
"08/17/2021","23:22:39.422","2259.761",""
"08/17/2021","23:22:51.655","3638.589",""
"08/17/2021","23:23:08.566","80742.017",""
"08/17/2021","23:25:37.629","3638.589",""
"08/17/2021","23:25:51.210","80742.017",""
"08/17/2021","23:28:31.053","3638.589",""
"08/17/2021","23:28:44.970","80742.017",""
"08/17/2021","23:31:38.757","2259.761",""
"08/17/2021","23:32:22.185","3638.589",""
"08/17/2021","23:33:01.819","2259.761",""
"08/17/2021","23:33:16.777","3638.589",""
"08/17/2021","23:33:29.686","80742.017",""
"08/17/2021","23:35:36.239","3638.589",""
"08/17/2021","23:35:47.025","80742.017",""
"08/17/2021","23:38:04.078","2259.761",""
"08/17/2021","23:38:19.925","3638.589",""
"08/17/2021","23:38:33.437","80742.017",""
"08/17/2021","23:41:51.782","3638.589",""
"08/17/2021","23:42:19.102","80742.017",""
"08/17/2021","23:44:38.823","3638.589",""
"08/17/2021","23:44:53.312","80742.017",""
"08/17/2021","23:47:06.580","2259.761",""
"08/17/2021","23:47:50.700","3638.589",""
"08/17/2021","23:48:26.835","2259.761",""
"08/17/2021","23:48:46.159","3638.589",""
"08/17/2021","23:48:59.243","80742.017",""
"08/17/2021","23:51:05.539","3638.589",""
"08/17/2021","23:51:16.372","80742.017",""
"08/17/2021","23:53:54.164","2259.761",""
"08/17/2021","23:54:10.342","3638.589",""
"08/17/2021","23:54:23.874","80742.017",""
"08/17/2021","23:56:53.961","3638.589",""
"08/17/2021","23:57:08.365","80742.017",""
"08/17/2021","23:59:29.291","3638.589",""
"08/17/2021","23:59:43.220","80742.017",""
"08/18/2021","00:01:45.616","2259.761",""
"08/18/2021","00:02:32.606","3638.589",""
"08/18/2021","00:03:02.472","2259.761",""
"08/18/2021","00:03:17.212","3638.589",""
"08/18/2021","00:03:33.380","80742.017",""
"08/18/2021","00:06:11.906","3638.589",""
"08/18/2021","00:06:31.449","80742.017",""
"08/18/2021","00:08:01.763","3638.589",""
"08/18/2021","00:08:14.332","80742.017",""
"08/18/2021","00:10:56.575","2259.761",""
"08/18/2021","00:11:11.964","3638.589",""
"08/18/2021","00:11:25.011","80742.017",""
"08/18/2021","00:13:33.307","3638.589",""
"08/18/2021","00:13:47.390","80742.017",""
"08/18/2021","00:15:59.702","2259.761",""
"08/18/2021","00:16:40.344","3638.589",""
"08/18/2021","00:17:20.182","2259.761",""
"08/18/2021","00:17:34.998","3638.589",""
"08/18/2021","00:17:47.569","80742.017",""
"08/18/2021","00:19:46.495","3638.589",""
"08/18/2021","00:20:00.353","80742.017",""
"08/18/2021","00:22:41.240","3638.589",""
"08/18/2021","00:23:00.702","80742.017",""
"08/18/2021","00:24:30.136","3638.589",""
"08/18/2021","00:24:42.727","80742.017",""
"08/18/2021","00:26:54.720","2259.761",""
"08/18/2021","00:27:10.740","3638.589",""
"08/18/2021","00:27:24.097","80742.017",""
"08/18/2021","00:30:07.006","2259.761",""
"08/18/2021","00:30:50.381","3638.589",""
"08/18/2021","00:31:26.364","2259.761",""
"08/18/2021","00:31:41.081","3638.589",""
"08/18/2021","00:31:57.277","80742.017",""
"08/18/2021","00:33:56.017","3638.589",""
"08/18/2021","00:34:09.851","80742.017",""
"08/18/2021","00:36:47.861","3638.589",""
"08/18/2021","00:37:01.438","80742.017",""
"08/18/2021","00:39:09.762","3638.589",""
"08/18/2021","00:39:29.267","80742.017",""
"08/18/2021","00:40:58.969","3638.589",""
"08/18/2021","00:41:11.519","80742.017",""
"08/18/2021","00:43:50.104","2259.761",""
"08/18/2021","00:44:43.268","3638.589",""
"08/18/2021","00:45:19.336","2259.761",""
"08/18/2021","00:45:34.246","3638.589",""
"08/18/2021","00:45:47.108","80742.017",""
"08/18/2021","00:49:04.566","3638.589",""
"08/18/2021","00:49:18.382","80742.017",""
"08/18/2021","00:52:06.635","3638.589",""
"08/18/2021","00:52:20.232","80742.017",""
"08/18/2021","00:54:44.070","3638.589",""
"08/18/2021","00:55:03.500","80742.017",""
"08/18/2021","00:56:34.916","3638.589",""
"08/18/2021","00:56:47.578","80742.017",""
"08/18/2021","00:59:10.017","2259.761",""
"08/18/2021","00:59:57.304","3638.589",""
"08/18/2021","01:00:33.565","2259.761",""
"08/18/2021","01:00:48.381","3638.589",""
"08/18/2021","01:01:14.372","80742.017",""
"08/18/2021","01:03:52.217","3638.589",""
"08/18/2021","01:04:05.963","80742.017",""
"08/18/2021","01:07:14.161","3638.589",""
"08/18/2021","01:07:27.776","80742.017",""
"08/18/2021","01:09:57.004","3638.589",""
"08/18/2021","01:10:11.073","80742.017",""
"08/18/2021","01:12:19.801","3638.589",""
"08/18/2021","01:12:30.643","80742.017",""
"08/18/2021","01:14:36.509","2259.761",""
"08/18/2021","01:15:23.726","3638.589",""
"08/18/2021","01:15:59.980","2259.761",""
"08/18/2021","01:16:14.797","3638.589",""
"08/18/2021","01:16:27.425","80742.017",""
"08/18/2021","01:19:05.537","3638.589",""
"08/18/2021","01:19:19.233","80742.017",""
"08/18/2021","01:22:28.184","3638.589",""
"08/18/2021","01:22:41.859","80742.017",""
"08/18/2021","01:25:10.224","3638.589",""
"08/18/2021","01:25:24.125","80742.017",""
"08/18/2021","01:27:57.912","2259.761",""
"08/18/2021","01:28:45.164","3638.589",""
"08/18/2021","01:29:18.549","2259.761",""
"08/18/2021","01:29:33.464","3638.589",""
"08/18/2021","01:29:51.636","80742.017",""
"08/18/2021","01:31:22.174","3638.589",""
"08/18/2021","01:31:34.676","80742.017",""
"08/18/2021","01:33:44.083","2259.761",""
"08/18/2021","01:34:03.605","3638.589",""
"08/18/2021","01:34:16.974","80742.017",""
"08/18/2021","01:36:45.368","3638.589",""
"08/18/2021","01:36:58.968","80742.017",""
"08/18/2021","01:40:26.080","3638.589",""
"08/18/2021","01:40:40.079","80742.017",""
"08/18/2021","01:43:19.038","2259.761",""
"08/18/2021","01:44:09.799","3638.589",""
"08/18/2021","01:44:39.651","2259.761",""
"08/18/2021","01:44:54.435","3638.589",""
"08/18/2021","01:45:11.728","80742.017",""
"08/18/2021","01:47:18.729","3638.589",""
"08/18/2021","01:47:29.435","80742.017",""
"08/18/2021","01:49:12.154","2259.761",""
"08/18/2021","01:49:27.861","3638.589",""
"08/18/2021","01:49:44.613","80742.017",""
"08/18/2021","01:52:36.206","3638.589",""
"08/18/2021","01:52:49.829","80742.017",""
"08/18/2021","01:56:18.335","3638.589",""
"08/18/2021","01:56:32.336","80742.017",""
"08/18/2021","01:58:11.556","2259.761",""
"08/18/2021","01:59:02.593","3638.589",""
"08/18/2021","01:59:35.161","2259.761",""
"08/18/2021","01:59:53.660","3638.589",""
"08/18/2021","02:00:06.238","80742.017",""
"08/18/2021","02:01:54.787","3638.589",""
"08/18/2021","02:02:14.150","80742.017",""
"08/18/2021","02:03:45.359","3638.589",""
"08/18/2021","02:03:58.283","80742.017",""
"08/18/2021","02:06:51.421","2259.761",""
"08/18/2021","02:07:06.923","3638.589",""
"08/18/2021","02:07:19.931","80742.017",""
"08/18/2021","02:10:38.201","3638.589",""
"08/18/2021","02:10:55.090","2259.761",""
"08/18/2021","02:11:41.432","3638.589",""
"08/18/2021","02:12:17.449","2259.761",""
"08/18/2021","02:12:28.108","3638.589",""
"08/18/2021","02:12:44.322","80742.017",""
"08/18/2021","02:14:53.052","3638.589",""
"08/18/2021","02:15:20.888","80742.017",""
"08/18/2021","02:17:29.256","3638.589",""
"08/18/2021","02:17:49.547","80742.017",""
"08/18/2021","02:19:20.827","3638.589",""
"08/18/2021","02:19:33.383","80742.017",""
"08/18/2021","02:21:56.811","2259.761",""
"08/18/2021","02:22:09.242","3638.589",""
"08/18/2021","02:22:26.134","80742.017",""
"08/18/2021","02:24:09.034","2259.761",""
"08/18/2021","02:24:53.500","3638.589",""
"08/18/2021","02:25:26.106","2259.761",""
"08/18/2021","02:25:44.587","3638.589",""
"08/18/2021","02:25:57.270","80742.017",""
"08/18/2021","02:27:56.173","3638.589",""
"08/18/2021","02:28:10.042","80742.017",""
"08/18/2021","02:30:58.740","3638.589",""
"08/18/2021","02:31:12.358","80742.017",""
"08/18/2021","02:34:41.073","3638.589",""
"08/18/2021","02:35:00.651","80742.017",""
"08/18/2021","02:36:31.126","3638.589",""
"08/18/2021","02:36:43.823","80742.017",""
"08/18/2021","02:38:23.425","2259.761",""
"08/18/2021","02:39:14.287","3638.589",""
"08/18/2021","02:39:47.836","2259.761",""
"08/18/2021","02:40:02.809","3638.589",""
"08/18/2021","02:40:15.450","80742.017",""
"08/18/2021","02:42:44.107","3638.589",""
"08/18/2021","02:42:57.902","80742.017",""
"08/18/2021","02:45:46.264","3638.589",""
"08/18/2021","02:45:59.923","80742.017",""
"08/18/2021","02:49:18.708","3638.589",""
"08/18/2021","02:49:32.655","80742.017",""
"08/18/2021","02:51:55.422","2259.761",""
"08/18/2021","02:52:39.813","3638.589",""
"08/18/2021","02:53:12.336","2259.761",""
"08/18/2021","02:53:27.105","3638.589",""
"08/18/2021","02:53:49.020","80742.017",""
"08/18/2021","02:55:20.318","3638.589",""
"08/18/2021","02:55:32.983","80742.017",""
"08/18/2021","02:58:16.392","2259.761",""
"08/18/2021","02:58:32.460","3638.589",""
"08/18/2021","02:58:45.708","80742.017",""
"08/18/2021","03:01:14.699","3638.589",""
"08/18/2021","03:01:28.276","80742.017",""
"08/18/2021","03:04:17.593","3638.589",""
"08/18/2021","03:04:31.508","80742.017",""
"08/18/2021","03:06:14.471","2259.761",""
"08/18/2021","03:06:57.949","3638.589",""
"08/18/2021","03:07:34.056","2259.761",""
"08/18/2021","03:07:52.526","3638.589",""
"08/18/2021","03:08:05.149","80742.017",""
"08/18/2021","03:10:43.776","3638.589",""
"08/18/2021","03:18:12.972","80742.017",""
"08/18/2021","03:19:43.621","3638.589",""
"08/18/2021","03:19:56.556","80742.017",""
"08/18/2021","03:22:30.439","2259.761",""
"08/18/2021","03:22:42.317","3638.589",""
"08/18/2021","03:22:58.947","80742.017",""
"08/18/2021","03:25:54.637","3638.589",""
"08/18/2021","03:26:08.539","80742.017",""
"08/18/2021","03:27:57.054","2259.761",""
"08/18/2021","03:28:41.545","3638.589",""
"08/18/2021","03:29:21.253","2259.761",""
"08/18/2021","03:29:36.047","3638.589",""
"08/18/2021","03:29:48.649","80742.017",""
"08/18/2021","03:32:36.351","3638.589",""
"08/18/2021","03:32:50.195","80742.017",""
"08/18/2021","03:35:27.722","3638.589",""
"08/18/2021","03:35:46.725","80742.017",""
"08/18/2021","03:37:17.136","3638.589",""
"08/18/2021","03:37:29.804","80742.017",""
"08/18/2021","03:40:27.167","2259.761",""
"08/18/2021","03:40:46.681","3638.589",""
"08/18/2021","03:40:59.960","80742.017",""
"08/18/2021","03:42:52.453","2259.761",""
"08/18/2021","03:43:39.952","3638.589",""
"08/18/2021","03:44:09.973","2259.761",""
"08/18/2021","03:44:28.389","3638.589",""
"08/18/2021","03:44:40.843","80742.017",""
"08/18/2021","03:47:18.870","3638.589",""
"08/18/2021","03:47:32.621","80742.017",""
"08/18/2021","03:49:50.353","3638.589",""
"08/18/2021","03:50:17.842","80742.017",""
"08/18/2021","03:52:55.414","3638.589",""
"08/18/2021","03:53:15.017","80742.017",""
"08/18/2021","03:54:45.746","3638.589",""
"08/18/2021","03:54:58.137","80742.017",""
"08/18/2021","03:57:00.851","2259.761",""
"08/18/2021","03:57:50.638","3638.589",""
"08/18/2021","03:58:24.124","2259.761",""
"08/18/2021","03:58:39.093","3638.589",""
"08/18/2021","03:58:51.705","80742.017",""
"08/18/2021","04:01:50.307","3638.589",""
"08/18/2021","04:02:03.999","80742.017",""
"08/18/2021","04:04:42.935","3638.589",""
"08/18/2021","04:04:56.524","80742.017",""
"08/18/2021","04:07:05.085","3638.589",""
"08/18/2021","04:07:19.061","80742.017",""
"08/18/2021","04:10:00.774","2259.761",""
"08/18/2021","04:10:47.797","3638.589",""
"08/18/2021","04:11:20.311","2259.761",""
"08/18/2021","04:11:38.865","3638.589",""
"08/18/2021","04:11:56.887","80742.017",""
"08/18/2021","04:13:28.755","3638.589",""
"08/18/2021","04:13:41.633","80742.017",""
"08/18/2021","04:16:30.843","2259.761",""
"08/18/2021","04:16:50.397","3638.589",""
"08/18/2021","04:19:15.053","80742.017",""
"08/18/2021","04:20:22.625","","Open (2)"
"08/18/2021","04:21:54.076","3638.589",""
"08/18/2021","04:22:07.634","80742.017",""
"08/18/2021","04:24:26.371","3638.589",""
"08/18/2021","04:24:40.269","80742.017",""
"08/18/2021","04:26:59.208","2259.761",""
"08/18/2021","04:27:46.281","3638.589",""
"08/18/2021","04:28:19.748","2259.761",""
"08/18/2021","04:28:38.289","3638.589",""
"08/18/2021","04:28:56.553","80742.017",""
"08/18/2021","04:30:27.965","3638.589",""
"08/18/2021","04:30:40.656","80742.017",""
"08/18/2021","04:33:22.814","2259.761",""
"08/18/2021","04:33:38.703","3638.589",""
"08/18/2021","04:33:51.820","80742.017",""
"08/18/2021","04:36:21.416","3638.589",""
"08/18/2021","04:36:35.110","80742.017",""
"08/18/2021","04:38:54.968","3638.589",""
"08/18/2021","04:39:09.233","80742.017",""
"08/18/2021","04:41:31.571","2259.761",""
"08/18/2021","04:42:20.971","3638.589",""
"08/18/2021","04:42:53.472","2259.761",""
"08/18/2021","04:43:11.282","3638.589",""
"08/18/2021","04:43:23.935","80742.017",""
"08/18/2021","04:46:11.870","3638.589",""
"08/18/2021","04:46:31.198","80742.017",""
"08/18/2021","04:48:02.662","3638.589",""
"08/18/2021","04:48:15.363","80742.017",""
"08/18/2021","04:50:48.090","2259.761",""
"08/18/2021","04:51:03.634","3638.589",""
"08/18/2021","04:51:29.159","80742.017",""
"08/18/2021","04:53:18.274","2259.761",""
"08/18/2021","04:54:09.154","3638.589",""
"08/18/2021","04:54:41.627","2259.761",""
"08/18/2021","04:55:00.072","3638.589",""
"08/18/2021","04:55:12.751","80742.017",""
"08/18/2021","04:58:31.651","3638.589",""
"08/18/2021","04:58:59.003","80742.017",""
"08/18/2021","05:01:47.848","3638.589",""
"08/18/2021","05:02:19.554","80742.017",""
"08/18/2021","05:03:51.366","3638.589",""
"08/18/2021","05:04:03.948","80742.017",""
"08/18/2021","05:06:12.803","2259.761",""
"08/18/2021","05:07:03.269","3638.589",""
"08/18/2021","05:07:36.977","2259.761",""
"08/18/2021","05:07:47.615","3638.589",""
"08/18/2021","05:08:03.861","80742.017",""
"08/18/2021","05:11:02.286","3638.589",""
"08/18/2021","05:11:16.070","80742.017",""
"08/18/2021","05:14:05.301","3638.589",""
"08/18/2021","05:14:31.396","80742.017",""
"08/18/2021","05:16:44.342","2259.761",""
"08/18/2021","05:17:28.128","3638.589",""
"08/18/2021","05:18:04.624","2259.761",""
"08/18/2021","05:18:18.989","3638.589",""
"08/18/2021","05:18:37.099","80742.017",""
"08/18/2021","05:20:08.213","3638.589",""
"08/18/2021","05:20:20.727","80742.017",""
"08/18/2021","05:23:13.734","2259.761",""
"08/18/2021","05:23:25.931","3638.589",""
"08/18/2021","05:23:42.749","80742.017",""
"08/18/2021","05:26:40.425","3638.589",""
"08/18/2021","05:27:06.530","80742.017",""
"08/18/2021","05:29:19.381","2259.761",""
"08/18/2021","05:30:02.919","3638.589",""
"08/18/2021","05:30:42.936","2259.761",""
"08/18/2021","05:30:57.744","3638.589",""
"08/18/2021","05:31:10.360","80742.017",""
"08/18/2021","05:33:58.663","3638.589",""
"08/18/2021","05:34:17.982","80742.017",""
"08/18/2021","05:35:48.436","3638.589",""
"08/18/2021","05:36:00.972","80742.017",""
"08/18/2021","05:38:52.636","2259.761",""
"08/18/2021","05:39:08.136","3638.589",""
"08/18/2021","05:39:33.505","80742.017",""
"08/18/2021","05:42:02.670","2259.761",""
"08/18/2021","05:42:52.873","3638.589",""
"08/18/2021","05:43:25.910","2259.761",""
"08/18/2021","05:43:40.735","3638.589",""
"08/18/2021","05:43:57.168","80742.017",""
"08/18/2021","05:46:45.990","3638.589",""
"08/18/2021","05:47:00.238","80742.017",""
"08/18/2021","05:49:38.484","3638.589",""
"08/18/2021","05:50:10.119","80742.017",""
"08/18/2021","05:51:41.270","3638.589",""
"08/18/2021","05:51:53.903","80742.017",""
"08/18/2021","05:54:32.145","2259.761",""
"08/18/2021","05:55:24.745","3638.589",""
"08/18/2021","05:56:00.837","2259.761",""
"08/18/2021","05:56:15.267","3638.589",""
"08/18/2021","05:56:27.787","80742.017",""
"08/18/2021","05:58:07.080","3638.589",""
"08/18/2021","05:58:20.833","80742.017",""
"08/18/2021","06:00:59.003","3638.589",""
"08/18/2021","06:01:12.704","80742.017",""
"08/18/2021","06:03:51.051","3638.589",""
"08/18/2021","06:04:04.909","80742.017",""
"08/18/2021","06:06:37.497","2259.761",""
"08/18/2021","06:07:24.708","3638.589",""
"08/18/2021","06:07:57.543","2259.761",""
"08/18/2021","06:08:16.065","3638.589",""
"08/18/2021","06:08:34.003","80742.017",""
"08/18/2021","06:10:05.997","3638.589",""
"08/18/2021","06:10:18.459","80742.017",""
"08/18/2021","06:11:58.060","2259.761",""
"08/18/2021","06:12:13.889","3638.589",""
"08/18/2021","06:12:44.228","80742.017",""
"08/18/2021","06:15:43.369","3638.589",""
"08/18/2021","06:15:56.928","80742.017",""
"08/18/2021","06:18:45.766","3638.589",""
"08/18/2021","06:18:59.669","80742.017",""
"08/18/2021","06:22:02.146","2259.761",""
"08/18/2021","06:22:46.670","3638.589",""
"08/18/2021","06:23:20.305","2259.761",""
"08/18/2021","06:23:35.137","3638.589",""
"08/18/2021","06:23:47.805","80742.017",""
"08/18/2021","06:25:55.576","3638.589",""
"08/18/2021","06:26:06.356","80742.017",""
"08/18/2021","06:28:13.138","2259.761",""
"08/18/2021","06:28:28.871","3638.589",""
"08/18/2021","06:28:42.108","80742.017",""
"08/18/2021","06:31:50.163","3638.589",""
"08/18/2021","06:32:03.803","80742.017",""
"08/18/2021","06:34:42.076","3638.589",""
"08/18/2021","06:34:56.048","80742.017",""
"08/18/2021","06:37:39.274","2259.761",""
"08/18/2021","06:38:23.134","3638.589",""
"08/18/2021","06:38:59.890","2259.761",""
"08/18/2021","06:39:14.243","3638.589",""
"08/18/2021","06:39:26.884","80742.017",""
"08/18/2021","06:41:34.896","3638.589",""
"08/18/2021","06:41:45.801","80742.017",""
"08/18/2021","06:44:02.236","2259.761",""
"08/18/2021","06:44:14.437","3638.589",""
"08/18/2021","06:44:31.275","80742.017",""
"08/18/2021","06:47:49.327","3638.589",""
"08/18/2021","06:48:02.913","80742.017",""
"08/18/2021","06:50:52.985","3638.589",""
"08/18/2021","06:51:06.836","80742.017",""
"08/18/2021","06:53:49.375","2259.761",""
"08/18/2021","06:54:36.565","3638.589",""
"08/18/2021","06:55:10.061","2259.761",""
"08/18/2021","06:55:24.939","3638.589",""
"08/18/2021","06:55:43.002","80742.017",""
"08/18/2021","06:57:15.685","3638.589",""
"08/18/2021","06:57:28.267","80742.017",""
"08/18/2021","06:59:57.591","2259.761",""
"08/18/2021","07:00:17.178","3638.589",""
"08/18/2021","07:00:30.517","80742.017",""
"08/18/2021","07:03:29.694","3638.589",""
"08/18/2021","07:03:43.360","80742.017",""
"08/18/2021","07:06:31.818","3638.589",""
"08/18/2021","07:06:45.550","80742.017",""
"08/18/2021","07:09:27.507","2259.761",""
"08/18/2021","07:10:14.759","3638.589",""
"08/18/2021","07:10:48.296","2259.761",""
"08/18/2021","07:11:03.197","3638.589",""
"08/18/2021","07:11:21.295","80742.017",""
"08/18/2021","07:12:53.635","3638.589",""
"08/18/2021","07:13:06.315","80742.017",""
"08/18/2021","07:16:08.576","2259.761",""
"08/18/2021","07:16:24.449","3638.589",""
"08/18/2021","07:16:37.686","80742.017",""
"08/18/2021","07:19:16.074","3638.589",""
"08/18/2021","07:19:29.623","80742.017",""
"08/18/2021","07:21:58.349","3638.589",""
"08/18/2021","07:22:12.347","80742.017",""
"08/18/2021","07:25:24.958","2259.761",""
"08/18/2021","07:26:12.955","3638.589",""
"08/18/2021","07:26:49.267","2259.761",""
"08/18/2021","07:27:03.968","3638.589",""
"08/18/2021","07:27:25.982","80742.017",""
"08/18/2021","07:28:55.276","3638.589",""
"08/18/2021","07:29:07.791","80742.017",""
"08/18/2021","07:30:57.350","2259.761",""
"08/18/2021","07:31:16.758","3638.589",""
"08/18/2021","07:31:29.973","80742.017",""
"08/18/2021","07:33:08.608","3638.589",""
"08/18/2021","07:33:22.293","80742.017",""
"08/18/2021","07:35:31.024","3638.589",""
"08/18/2021","07:35:44.943","80742.017",""
"08/18/2021","07:37:47.543","2259.761",""
"08/18/2021","07:38:30.462","3638.589",""
"08/18/2021","07:39:10.277","2259.761",""
"08/18/2021","07:39:24.594","3638.589",""
"08/18/2021","07:39:37.192","80742.017",""
"08/18/2021","07:41:26.421","3638.589",""
"08/18/2021","07:41:40.080","80742.017",""
"08/18/2021","07:43:28.981","3638.589",""
"08/18/2021","07:44:01.767","80742.017",""
"08/18/2021","07:45:31.294","3638.589",""
"08/18/2021","07:45:43.912","80742.017",""
"08/18/2021","07:47:56.213","2259.761",""
"08/18/2021","07:48:12.204","3638.589",""
"08/18/2021","07:48:25.542","80742.017",""
"08/18/2021","07:50:18.349","2259.761",""
"08/18/2021","07:51:06.303","3638.589",""
"08/18/2021","07:51:39.322","2259.761",""
"08/18/2021","07:51:57.839","3638.589",""
"08/18/2021","07:52:10.405","80742.017",""
"08/18/2021","07:54:08.745","3638.589",""
"08/18/2021","07:54:22.538","80742.017",""
"08/18/2021","07:56:01.133","3638.589",""
"08/18/2021","07:56:14.730","80742.017",""
"08/18/2021","07:58:33.618","3638.589",""
"08/18/2021","07:58:47.722","80742.017",""
"08/18/2021","08:00:30.451","2259.761",""
"08/18/2021","08:01:17.201","3638.589",""
"08/18/2021","08:01:49.558","2259.761",""
"08/18/2021","08:02:04.642","3638.589",""
"08/18/2021","08:02:23.053","80742.017",""
"08/18/2021","08:03:52.304","3638.589",""
"08/18/2021","08:04:04.813","80742.017",""
"08/18/2021","08:05:44.118","2259.761",""
"08/18/2021","08:06:03.576","3638.589",""
"08/18/2021","08:06:16.881","80742.017",""
"08/18/2021","08:07:56.071","3638.589",""
"08/18/2021","08:08:09.416","80742.017",""
"08/18/2021","08:09:57.768","3638.589",""
"08/18/2021","08:10:11.690","80742.017",""
"08/18/2021","08:12:24.311","2259.761",""
"08/18/2021","08:13:11.801","3638.589",""
"08/18/2021","08:13:48.143","2259.761",""
"08/18/2021","08:14:03.010","3638.589",""
"08/18/2021","08:14:15.754","80742.017",""
"08/18/2021","08:16:05.057","3638.589",""
"08/18/2021","08:16:18.926","80742.017",""
"08/18/2021","08:17:58.033","3638.589",""
"08/18/2021","08:18:17.385","80742.017",""
"08/18/2021","08:19:46.888","3638.589",""
"08/18/2021","08:20:03.317","80742.017",""
"08/18/2021","08:21:56.082","2259.761",""
"08/18/2021","08:22:12.011","3638.589",""
"08/18/2021","08:22:25.284","80742.017",""
"08/18/2021","08:24:14.254","2259.761",""
"08/18/2021","08:25:00.686","3638.589",""
"08/18/2021","08:25:40.737","2259.761",""
"08/18/2021","08:25:52.183","3638.589",""
"08/18/2021","08:26:04.743","80742.017",""
"08/18/2021","08:27:43.987","3638.589",""
"08/18/2021","08:27:57.884","80742.017",""
"08/18/2021","08:29:36.616","3638.589",""
"08/18/2021","08:29:50.107","80742.017",""
"08/18/2021","08:31:29.001","3638.589",""
"08/18/2021","08:31:42.900","80742.017",""
"08/18/2021","08:33:41.915","2259.761",""
"08/18/2021","08:34:29.252","3638.589",""
"08/18/2021","08:35:08.870","2259.761",""
"08/18/2021","08:35:20.027","3638.589",""
"08/18/2021","08:35:41.985","80742.017",""
