"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","9953149 (1139918) [Glacios]"
"07/15/2021","17:43:21.109","Close (1)"
"07/15/2021","18:43:21.110","Close (1)"
"07/15/2021","19:43:21.111","Close (1)"
"07/15/2021","20:43:21.112","Close (1)"
"07/15/2021","21:43:21.113","Close (1)"
"07/15/2021","22:43:21.114","Close (1)"
"07/15/2021","23:43:21.115","Close (1)"
"07/16/2021","00:43:21.115","Close (1)"
"07/16/2021","01:43:21.116","Close (1)"
"07/16/2021","02:43:21.117","Close (1)"
"07/16/2021","03:43:21.118","Close (1)"
"07/16/2021","04:43:21.119","Close (1)"
"07/16/2021","05:43:21.120","Close (1)"
"07/16/2021","06:43:21.121","Close (1)"
"07/16/2021","07:43:21.122","Close (1)"
"07/16/2021","08:43:21.123","Close (1)"
"07/16/2021","08:52:00.774","Unknown (0)"
"07/16/2021","08:52:01.294","Open (2)"
"07/16/2021","09:42:19.999","Unknown (0)"
"07/16/2021","09:42:20.788","Close (1)"
"07/16/2021","09:44:08.171","Unknown (0)"
"07/16/2021","09:44:08.796","Open (2)"
"07/16/2021","10:11:16.703","Unknown (0)"
"07/16/2021","10:11:17.791","Close (1)"
"07/16/2021","10:50:33.432","Unknown (0)"
"07/16/2021","11:50:33.433","Unknown (0)"
"07/16/2021","12:50:33.434","Unknown (0)"
"07/16/2021","13:50:33.435","Unknown (0)"
"07/16/2021","14:50:33.436","Unknown (0)"
"07/16/2021","15:50:33.437","Unknown (0)"
"07/16/2021","16:50:33.438","Unknown (0)"
"07/16/2021","17:50:33.439","Unknown (0)"
"07/16/2021","18:50:33.439","Unknown (0)"
"07/16/2021","19:50:33.440","Unknown (0)"
"07/16/2021","20:50:33.441","Unknown (0)"
"07/16/2021","21:50:33.442","Unknown (0)"
"07/16/2021","22:50:33.443","Unknown (0)"
"07/16/2021","22:52:10.451","Close (1)"
"07/16/2021","23:52:10.452","Close (1)"
"07/17/2021","00:52:10.452","Close (1)"
"07/17/2021","01:52:10.453","Close (1)"
"07/17/2021","02:52:10.454","Close (1)"
"07/17/2021","03:52:10.455","Close (1)"
"07/17/2021","04:52:10.456","Close (1)"
"07/17/2021","05:52:10.457","Close (1)"
"07/17/2021","06:52:10.458","Close (1)"
"07/17/2021","07:52:10.459","Close (1)"
"07/17/2021","08:52:10.460","Close (1)"
"07/17/2021","09:52:10.461","Close (1)"
"07/17/2021","10:52:10.462","Close (1)"
"07/17/2021","11:52:10.462","Close (1)"
"07/17/2021","12:52:10.463","Close (1)"
"07/17/2021","13:52:10.464","Close (1)"
"07/17/2021","14:52:10.465","Close (1)"
"07/17/2021","15:52:10.466","Close (1)"
"07/17/2021","16:52:10.467","Close (1)"
"07/17/2021","17:52:10.468","Close (1)"
"07/17/2021","18:52:10.469","Close (1)"
"07/17/2021","19:52:10.470","Close (1)"
"07/17/2021","20:52:10.471","Close (1)"
"07/17/2021","21:52:10.472","Close (1)"
"07/17/2021","22:52:10.472","Close (1)"
"07/17/2021","23:52:10.473","Close (1)"
"07/18/2021","00:52:10.474","Close (1)"
"07/18/2021","01:52:10.475","Close (1)"
"07/18/2021","02:52:10.476","Close (1)"
"07/18/2021","03:52:10.477","Close (1)"
"07/18/2021","04:52:10.478","Close (1)"
"07/18/2021","05:52:10.479","Close (1)"
"07/18/2021","06:52:10.480","Close (1)"
"07/18/2021","07:52:10.481","Close (1)"
"07/18/2021","08:52:10.482","Close (1)"
"07/18/2021","09:52:10.482","Close (1)"
"07/18/2021","10:52:10.483","Close (1)"
"07/18/2021","11:52:10.484","Close (1)"
"07/18/2021","12:52:10.485","Close (1)"
"07/18/2021","13:52:10.486","Close (1)"
"07/18/2021","14:52:10.487","Close (1)"
"07/18/2021","15:52:10.488","Close (1)"
"07/18/2021","16:52:10.489","Close (1)"
"07/18/2021","17:52:10.490","Close (1)"
"07/18/2021","18:52:10.491","Close (1)"
"07/18/2021","19:52:10.492","Close (1)"
"07/18/2021","20:52:10.492","Close (1)"
"07/18/2021","21:52:10.493","Close (1)"
"07/18/2021","22:52:10.494","Close (1)"
"07/18/2021","23:52:10.495","Close (1)"
"07/19/2021","00:52:10.496","Close (1)"
"07/19/2021","01:52:10.497","Close (1)"
"07/19/2021","02:52:10.498","Close (1)"
"07/19/2021","03:52:10.499","Close (1)"
"07/19/2021","04:52:10.500","Close (1)"
"07/19/2021","05:52:10.501","Close (1)"
"07/19/2021","06:52:10.502","Close (1)"
"07/19/2021","07:52:10.502","Close (1)"
"07/19/2021","08:52:10.503","Close (1)"
"07/19/2021","09:52:10.504","Close (1)"
"07/19/2021","10:52:10.505","Close (1)"
"07/19/2021","11:02:43.614","Unknown (0)"
"07/19/2021","11:02:43.860","Open (2)"
"07/19/2021","11:29:26.985","Unknown (0)"
"07/19/2021","11:29:27.870","Close (1)"
"07/19/2021","11:35:13.373","Unknown (0)"
"07/19/2021","11:35:13.863","Open (2)"
"07/19/2021","11:59:57.117","Unknown (0)"
"07/19/2021","11:59:57.860","Close (1)"
"07/19/2021","12:07:28.946","Unknown (0)"
"07/19/2021","12:07:29.366","Open (2)"
"07/19/2021","13:05:34.593","Unknown (0)"
"07/19/2021","13:05:35.367","Close (1)"
"07/19/2021","13:12:10.318","Unknown (0)"
"07/19/2021","13:12:10.871","Open (2)"
"07/19/2021","14:06:09.464","Unknown (0)"
"07/19/2021","14:06:10.374","Close (1)"
"07/19/2021","14:11:34.652","Unknown (0)"
"07/19/2021","14:11:34.879","Open (2)"
"07/19/2021","15:11:34.880","Open (2)"
"07/19/2021","15:14:09.138","Unknown (0)"
"07/19/2021","15:14:09.882","Close (1)"
"07/19/2021","15:23:31.834","Unknown (0)"
"07/19/2021","15:23:32.386","Open (2)"
"07/19/2021","16:21:12.270","Unknown (0)"
"07/19/2021","16:21:13.391","Close (1)"
"07/19/2021","17:16:52.266","Unknown (0)"
"07/19/2021","17:16:52.900","Open (2)"
"07/19/2021","18:16:52.901","Open (2)"
"07/19/2021","19:16:52.902","Open (2)"
"07/19/2021","20:16:52.903","Open (2)"
"07/19/2021","21:16:52.904","Open (2)"
"07/19/2021","22:16:52.905","Open (2)"
"07/19/2021","23:16:52.906","Open (2)"
"07/20/2021","00:16:52.907","Open (2)"
"07/20/2021","01:16:52.908","Open (2)"
"07/20/2021","02:16:52.909","Open (2)"
"07/20/2021","03:16:52.909","Open (2)"
"07/20/2021","04:16:52.910","Open (2)"
"07/20/2021","05:16:52.911","Open (2)"
"07/20/2021","06:16:52.912","Open (2)"
"07/20/2021","07:16:52.913","Open (2)"
"07/20/2021","08:16:52.914","Open (2)"
"07/20/2021","09:03:19.989","Unknown (0)"
"07/20/2021","09:03:20.995","Close (1)"
"07/20/2021","09:13:58.087","Unknown (0)"
"07/20/2021","09:13:58.502","Open (2)"
"07/20/2021","09:22:57.067","Unknown (0)"
"07/20/2021","09:22:57.998","Close (1)"
"07/20/2021","09:24:55.279","Unknown (0)"
"07/20/2021","09:24:55.504","Open (2)"
"07/20/2021","09:36:44.601","Unknown (0)"
"07/20/2021","09:36:45.499","Close (1)"
"07/20/2021","09:42:34.884","Unknown (0)"
"07/20/2021","09:42:35.502","Open (2)"
"07/20/2021","09:54:55.325","Unknown (0)"
"07/20/2021","09:54:56.511","Close (1)"
"07/20/2021","10:48:10.590","Unknown (0)"
"07/20/2021","10:48:11.011","Open (2)"
"07/20/2021","11:28:33.566","Unknown (0)"
"07/20/2021","11:28:34.511","Close (1)"
"07/20/2021","11:33:30.256","Unknown (0)"
"07/20/2021","11:33:30.517","Open (2)"
"07/20/2021","12:18:00.472","Unknown (0)"
"07/20/2021","12:18:01.516","Close (1)"
"07/20/2021","12:30:46.970","Unknown (0)"
"07/20/2021","12:30:47.520","Open (2)"
"07/20/2021","13:30:47.521","Open (2)"
"07/20/2021","13:37:10.452","Unknown (0)"
"07/20/2021","13:37:11.523","Close (1)"
"07/20/2021","14:37:11.524","Close (1)"
"07/20/2021","15:31:28.104","Unknown (0)"
"07/20/2021","15:31:28.540","Open (2)"
"07/20/2021","16:12:39.270","Unknown (0)"
"07/20/2021","16:12:40.045","Close (1)"
"07/20/2021","16:17:40.817","Unknown (0)"
"07/20/2021","16:17:41.045","Open (2)"
"07/20/2021","17:17:41.046","Open (2)"
"07/20/2021","18:17:41.047","Open (2)"
"07/20/2021","19:17:41.048","Open (2)"
"07/20/2021","20:17:41.049","Open (2)"
"07/20/2021","21:17:41.050","Open (2)"
"07/20/2021","22:17:41.050","Open (2)"
"07/20/2021","23:17:41.051","Open (2)"
"07/21/2021","00:17:41.052","Open (2)"
"07/21/2021","01:17:41.053","Open (2)"
"07/21/2021","02:17:41.054","Open (2)"
"07/21/2021","03:17:41.055","Open (2)"
"07/21/2021","04:17:41.056","Open (2)"
"07/21/2021","05:17:41.057","Open (2)"
"07/21/2021","06:17:41.058","Open (2)"
"07/21/2021","07:17:41.059","Open (2)"
"07/21/2021","08:17:41.060","Open (2)"
"07/21/2021","09:17:41.060","Open (2)"
"07/21/2021","10:05:29.435","Unknown (0)"
"07/21/2021","10:05:30.651","Close (1)"
"07/21/2021","11:05:30.652","Close (1)"
"07/21/2021","12:05:30.652","Close (1)"
"07/21/2021","13:05:30.653","Close (1)"
"07/21/2021","13:54:52.473","Unknown (0)"
"07/21/2021","13:54:53.177","Open (2)"
"07/21/2021","14:04:07.742","Unknown (0)"
"07/21/2021","14:04:08.675","Close (1)"
"07/21/2021","14:04:25.046","Unknown (0)"
"07/21/2021","14:04:25.678","Open (2)"
"07/21/2021","14:44:32.324","Unknown (0)"
"07/21/2021","14:44:33.177","Close (1)"
"07/21/2021","14:47:56.319","Unknown (0)"
"07/21/2021","14:47:56.683","Open (2)"
"07/21/2021","15:47:39.425","Unknown (0)"
"07/21/2021","15:47:40.183","Close (1)"
"07/21/2021","15:58:01.256","Unknown (0)"
"07/21/2021","15:58:01.689","Open (2)"
"07/21/2021","16:19:00.083","Unknown (0)"
"07/21/2021","16:19:01.186","Close (1)"
"07/21/2021","17:19:01.187","Close (1)"
"07/21/2021","18:19:01.188","Close (1)"
"07/21/2021","19:19:01.189","Close (1)"
"07/21/2021","19:30:37.127","Unknown (0)"
"07/21/2021","19:30:37.712","Open (2)"
"07/21/2021","20:30:37.713","Open (2)"
"07/21/2021","21:30:37.714","Open (2)"
"07/21/2021","21:38:10.984","Unknown (0)"
"07/21/2021","21:38:11.725","Close (1)"
"07/21/2021","21:45:17.324","Unknown (0)"
"07/21/2021","21:45:17.731","Open (2)"
"07/21/2021","22:45:17.732","Open (2)"
"07/21/2021","23:05:59.876","Unknown (0)"
"07/21/2021","23:06:00.737","Close (1)"
"07/21/2021","23:14:44.664","Unknown (0)"
"07/21/2021","23:14:45.242","Open (2)"
"07/21/2021","23:39:16.166","Unknown (0)"
"07/21/2021","23:39:17.244","Close (1)"
"07/22/2021","00:39:17.245","Close (1)"
"07/22/2021","01:39:17.246","Close (1)"
"07/22/2021","02:39:17.247","Close (1)"
"07/22/2021","03:39:17.248","Close (1)"
"07/22/2021","04:39:17.249","Close (1)"
"07/22/2021","05:39:17.250","Close (1)"
"07/22/2021","06:39:17.251","Close (1)"
"07/22/2021","07:39:17.252","Close (1)"
"07/22/2021","08:39:17.253","Close (1)"
"07/22/2021","09:39:17.253","Close (1)"
"07/22/2021","10:30:22.601","Unknown (0)"
"07/22/2021","10:30:22.844","Open (2)"
"07/22/2021","11:03:09.083","Unknown (0)"
"07/22/2021","11:03:09.841","Close (1)"
"07/22/2021","11:17:52.943","Unknown (0)"
"07/22/2021","11:17:53.360","Open (2)"
"07/22/2021","11:41:07.721","Unknown (0)"
"07/22/2021","11:41:08.846","Close (1)"
"07/22/2021","12:41:08.847","Close (1)"
"07/22/2021","13:41:08.847","Close (1)"
"07/22/2021","14:28:32.935","Unknown (0)"
"07/22/2021","14:28:33.379","Open (2)"
"07/22/2021","14:48:22.425","Unknown (0)"
"07/22/2021","14:48:23.371","Close (1)"
"07/22/2021","14:51:46.520","Unknown (0)"
"07/22/2021","14:51:46.885","Open (2)"
"07/22/2021","15:37:16.400","Unknown (0)"
"07/22/2021","15:37:17.378","Close (1)"
"07/22/2021","15:42:23.227","Unknown (0)"
"07/22/2021","15:42:23.883","Open (2)"
"07/22/2021","16:20:49.353","Unknown (0)"
"07/22/2021","16:20:50.385","Close (1)"
"07/22/2021","16:25:52.637","Unknown (0)"
"07/22/2021","16:25:52.900","Open (2)"
"07/22/2021","16:48:48.456","Unknown (0)"
"07/22/2021","16:48:49.390","Close (1)"
"07/22/2021","17:48:49.390","Close (1)"
"07/22/2021","18:48:49.391","Close (1)"
"07/22/2021","19:48:49.392","Close (1)"
"07/22/2021","20:48:49.393","Close (1)"
"07/22/2021","21:48:49.394","Close (1)"
"07/22/2021","22:48:49.395","Close (1)"
"07/22/2021","23:48:49.396","Close (1)"
"07/23/2021","00:48:49.397","Close (1)"
"07/23/2021","01:48:49.398","Close (1)"
"07/23/2021","02:48:49.399","Close (1)"
"07/23/2021","03:48:49.399","Close (1)"
"07/23/2021","04:48:49.400","Close (1)"
"07/23/2021","05:48:49.401","Close (1)"
"07/23/2021","06:48:49.402","Close (1)"
"07/23/2021","07:48:49.403","Close (1)"
"07/23/2021","08:48:49.404","Close (1)"
"07/23/2021","09:48:49.405","Close (1)"
"07/23/2021","10:41:11.679","Unknown (0)"
"07/23/2021","10:41:12.085","Open (2)"
"07/23/2021","10:47:13.615","Unknown (0)"
"07/23/2021","10:47:14.578","Close (1)"
"07/23/2021","10:54:15.285","Unknown (0)"
"07/23/2021","10:54:15.585","Open (2)"
"07/23/2021","11:36:55.674","Unknown (0)"
"07/23/2021","11:36:56.584","Close (1)"
"07/23/2021","11:48:56.219","Unknown (0)"
"07/23/2021","11:48:56.591","Open (2)"
"07/23/2021","11:59:19.215","Unknown (0)"
"07/23/2021","11:59:20.086","Close (1)"
"07/23/2021","12:30:03.758","Unknown (0)"
"07/23/2021","12:30:04.096","Open (2)"
"07/23/2021","12:30:05.809","Unknown (0)"
"07/23/2021","12:30:06.590","Close (1)"
"07/23/2021","12:41:02.222","Unknown (0)"
"07/23/2021","12:41:02.597","Open (2)"
"07/23/2021","13:41:02.598","Open (2)"
"07/23/2021","13:45:00.319","Unknown (0)"
"07/23/2021","13:45:01.103","Close (1)"
"07/23/2021","13:50:50.524","Unknown (0)"
"07/23/2021","13:50:51.107","Open (2)"
"07/23/2021","14:50:51.107","Open (2)"
"07/23/2021","15:09:07.087","Unknown (0)"
"07/23/2021","15:09:08.112","Close (1)"
"07/23/2021","15:17:00.715","Unknown (0)"
"07/23/2021","15:17:01.119","Open (2)"
"07/23/2021","16:13:26.063","Unknown (0)"
"07/23/2021","16:13:27.120","Close (1)"
"07/23/2021","16:17:59.706","Unknown (0)"
"07/23/2021","16:18:00.126","Open (2)"
"07/23/2021","17:11:52.326","Unknown (0)"
"07/23/2021","17:11:53.126","Close (1)"
"07/23/2021","18:11:53.127","Close (1)"
"07/23/2021","19:11:53.128","Close (1)"
"07/23/2021","20:11:53.129","Close (1)"
"07/23/2021","21:11:53.130","Close (1)"
"07/23/2021","22:11:53.131","Close (1)"
"07/23/2021","23:11:53.132","Close (1)"
"07/24/2021","00:11:53.133","Close (1)"
"07/24/2021","01:11:53.134","Close (1)"
"07/24/2021","02:11:53.135","Close (1)"
"07/24/2021","03:11:53.136","Close (1)"
"07/24/2021","04:11:53.136","Close (1)"
"07/24/2021","05:11:53.137","Close (1)"
"07/24/2021","06:11:53.138","Close (1)"
"07/24/2021","07:11:53.139","Close (1)"
"07/24/2021","08:11:53.140","Close (1)"
"07/24/2021","09:11:53.141","Close (1)"
"07/24/2021","10:11:53.142","Close (1)"
"07/24/2021","11:11:53.143","Close (1)"
"07/24/2021","12:11:53.144","Close (1)"
"07/24/2021","13:11:53.145","Close (1)"
"07/24/2021","14:11:53.146","Close (1)"
"07/24/2021","15:11:53.146","Close (1)"
"07/24/2021","16:11:53.147","Close (1)"
"07/24/2021","17:11:53.148","Close (1)"
"07/24/2021","18:11:53.149","Close (1)"
"07/24/2021","19:11:53.150","Close (1)"
"07/24/2021","20:11:53.151","Close (1)"
"07/24/2021","21:11:53.152","Close (1)"
"07/24/2021","22:11:53.153","Close (1)"
"07/24/2021","23:11:53.154","Close (1)"
"07/25/2021","00:11:53.155","Close (1)"
"07/25/2021","01:11:53.156","Close (1)"
"07/25/2021","02:11:53.156","Close (1)"
"07/25/2021","03:11:53.157","Close (1)"
"07/25/2021","04:11:53.158","Close (1)"
"07/25/2021","05:11:53.159","Close (1)"
"07/25/2021","06:11:53.160","Close (1)"
"07/25/2021","07:11:53.161","Close (1)"
"07/25/2021","08:11:53.162","Close (1)"
"07/25/2021","09:11:53.163","Close (1)"
"07/25/2021","10:11:53.164","Close (1)"
"07/25/2021","11:11:53.165","Close (1)"
"07/25/2021","12:11:53.166","Close (1)"
"07/25/2021","13:11:53.166","Close (1)"
"07/25/2021","14:11:53.167","Close (1)"
"07/25/2021","15:11:53.168","Close (1)"
"07/25/2021","16:11:53.169","Close (1)"
"07/25/2021","17:11:53.170","Close (1)"
"07/25/2021","18:11:53.171","Close (1)"
"07/25/2021","19:11:53.172","Close (1)"
"07/25/2021","20:11:53.173","Close (1)"
"07/25/2021","21:11:53.174","Close (1)"
"07/25/2021","22:11:53.175","Close (1)"
"07/25/2021","23:11:53.175","Close (1)"
"07/26/2021","00:11:53.176","Close (1)"
"07/26/2021","01:11:53.177","Close (1)"
"07/26/2021","02:11:53.178","Close (1)"
"07/26/2021","03:11:53.179","Close (1)"
"07/26/2021","04:11:53.180","Close (1)"
"07/26/2021","05:11:53.181","Close (1)"
"07/26/2021","06:11:53.182","Close (1)"
"07/26/2021","07:11:53.183","Close (1)"
"07/26/2021","08:11:53.184","Close (1)"
"07/26/2021","09:11:53.185","Close (1)"
"07/26/2021","09:14:11.937","Unknown (0)"
"07/26/2021","09:14:12.536","Open (2)"
"07/26/2021","09:21:07.205","Unknown (0)"
"07/26/2021","09:21:08.042","Close (1)"
"07/26/2021","10:01:30.692","Unknown (0)"
"07/26/2021","10:01:31.043","Open (2)"
"07/26/2021","10:08:39.580","Unknown (0)"
"07/26/2021","10:08:40.538","Close (1)"
"07/26/2021","10:14:43.648","Unknown (0)"
"07/26/2021","10:14:44.044","Open (2)"
"07/26/2021","10:34:48.455","Unknown (0)"
"07/26/2021","10:34:49.541","Close (1)"
"07/26/2021","10:40:06.346","Unknown (0)"
"07/26/2021","10:40:07.044","Open (2)"
"07/26/2021","11:11:06.988","Unknown (0)"
"07/26/2021","11:11:08.045","Close (1)"
"07/26/2021","11:16:38.601","Unknown (0)"
"07/26/2021","11:16:39.051","Open (2)"
"07/26/2021","11:51:29.062","Unknown (0)"
"07/26/2021","11:51:30.048","Close (1)"
"07/26/2021","11:56:00.660","Unknown (0)"
"07/26/2021","11:56:01.055","Open (2)"
"07/26/2021","12:35:08.680","Unknown (0)"
"07/26/2021","12:35:09.553","Close (1)"
"07/26/2021","12:41:21.724","Unknown (0)"
"07/26/2021","12:41:22.061","Open (2)"
"07/26/2021","13:16:34.082","Unknown (0)"
"07/26/2021","13:16:35.057","Close (1)"
"07/26/2021","13:22:29.403","Unknown (0)"
"07/26/2021","13:22:30.062","Open (2)"
"07/26/2021","14:14:33.202","Unknown (0)"
"07/26/2021","14:14:34.063","Close (1)"
"07/26/2021","14:19:22.841","Unknown (0)"
"07/26/2021","14:19:23.070","Open (2)"
"07/26/2021","15:12:09.559","Unknown (0)"
"07/26/2021","15:12:10.570","Close (1)"
"07/26/2021","15:22:01.377","Unknown (0)"
"07/26/2021","15:22:02.074","Open (2)"
"07/26/2021","15:33:41.191","Unknown (0)"
"07/26/2021","15:33:42.072","Close (1)"
"07/26/2021","15:40:56.019","Unknown (0)"
"07/26/2021","15:40:56.576","Open (2)"
"07/26/2021","16:31:46.349","Unknown (0)"
"07/26/2021","16:31:47.578","Close (1)"
"07/26/2021","16:41:45.544","Unknown (0)"
"07/26/2021","16:41:46.082","Open (2)"
"07/26/2021","17:41:46.083","Open (2)"
"07/26/2021","18:41:46.084","Open (2)"
"07/26/2021","19:41:46.085","Open (2)"
"07/26/2021","20:41:46.086","Open (2)"
"07/26/2021","21:41:46.087","Open (2)"
"07/26/2021","22:41:46.088","Open (2)"
"07/26/2021","23:41:46.089","Open (2)"
"07/27/2021","00:41:46.090","Open (2)"
"07/27/2021","01:41:46.091","Open (2)"
"07/27/2021","02:41:46.092","Open (2)"
"07/27/2021","03:41:46.092","Open (2)"
"07/27/2021","04:41:46.093","Open (2)"
"07/27/2021","05:41:46.094","Open (2)"
"07/27/2021","06:41:46.095","Open (2)"
"07/27/2021","07:41:46.096","Open (2)"
"07/27/2021","08:41:46.097","Open (2)"
"07/27/2021","09:06:53.418","Unknown (0)"
"07/27/2021","09:06:54.192","Close (1)"
"07/27/2021","09:14:46.929","Unknown (0)"
"07/27/2021","09:14:47.188","Open (2)"
"07/27/2021","09:32:53.451","Unknown (0)"
"07/27/2021","09:32:54.182","Close (1)"
"07/27/2021","09:34:47.329","Unknown (0)"
"07/27/2021","09:34:47.689","Open (2)"
"07/27/2021","09:49:45.482","Unknown (0)"
"07/27/2021","09:49:46.684","Close (1)"
"07/27/2021","10:25:03.602","Unknown (0)"
"07/27/2021","10:25:04.222","Open (2)"
"07/27/2021","11:06:20.661","Unknown (0)"
"07/27/2021","11:06:21.691","Close (1)"
"07/27/2021","11:11:51.489","Unknown (0)"
"07/27/2021","11:11:51.698","Open (2)"
"07/27/2021","12:11:51.699","Open (2)"
"07/27/2021","12:17:32.586","Unknown (0)"
"07/27/2021","12:17:33.699","Close (1)"
"07/27/2021","12:22:36.325","Unknown (0)"
"07/27/2021","12:22:36.705","Open (2)"
"07/27/2021","12:55:14.723","Unknown (0)"
"07/27/2021","12:55:15.703","Close (1)"
"07/27/2021","13:05:22.240","Unknown (0)"
"07/27/2021","13:05:22.710","Open (2)"
"07/27/2021","13:55:22.832","Unknown (0)"
"07/27/2021","13:55:23.709","Close (1)"
"07/27/2021","14:03:30.495","Unknown (0)"
"07/27/2021","14:03:30.715","Open (2)"
"07/27/2021","15:03:30.716","Open (2)"
"07/27/2021","15:04:52.598","Unknown (0)"
"07/27/2021","15:04:53.717","Close (1)"
"07/27/2021","15:30:59.724","Unknown (0)"
"07/27/2021","15:31:00.225","Open (2)"
"07/27/2021","16:15:49.411","Unknown (0)"
"07/27/2021","16:15:50.225","Close (1)"
"07/27/2021","16:20:36.155","Unknown (0)"
"07/27/2021","16:20:36.729","Open (2)"
"07/27/2021","16:33:28.334","Unknown (0)"
"07/27/2021","16:33:29.227","Close (1)"
"07/27/2021","16:42:15.345","Unknown (0)"
"07/27/2021","16:42:15.734","Open (2)"
"07/27/2021","17:15:19.090","Unknown (0)"
"07/27/2021","17:15:20.232","Close (1)"
"07/27/2021","18:15:20.233","Close (1)"
"07/27/2021","19:15:20.234","Close (1)"
"07/27/2021","20:15:20.235","Close (1)"
"07/27/2021","21:15:20.236","Close (1)"
"07/27/2021","22:15:20.237","Close (1)"
"07/27/2021","23:15:20.238","Close (1)"
"07/28/2021","00:15:20.239","Close (1)"
"07/28/2021","01:15:20.240","Close (1)"
"07/28/2021","02:15:20.241","Close (1)"
"07/28/2021","03:15:20.242","Close (1)"
"07/28/2021","04:15:20.242","Close (1)"
"07/28/2021","05:15:20.243","Close (1)"
"07/28/2021","06:15:20.244","Close (1)"
"07/28/2021","07:15:20.245","Close (1)"
"07/28/2021","08:15:20.246","Close (1)"
"07/28/2021","09:15:20.247","Close (1)"
"07/28/2021","10:15:20.248","Close (1)"
"07/28/2021","10:24:46.308","Unknown (0)"
"07/28/2021","10:24:46.842","Open (2)"
"07/28/2021","10:27:10.348","Unknown (0)"
"07/28/2021","10:27:11.340","Close (1)"
"07/28/2021","10:52:04.460","Unknown (0)"
"07/28/2021","10:52:04.848","Open (2)"
"07/28/2021","11:24:26.366","Unknown (0)"
"07/28/2021","11:24:27.345","Close (1)"
"07/28/2021","11:29:37.348","Unknown (0)"
"07/28/2021","11:29:37.851","Open (2)"
"07/28/2021","12:21:45.762","Unknown (0)"
"07/28/2021","12:21:46.851","Close (1)"
"07/28/2021","13:21:46.852","Close (1)"
"07/28/2021","13:27:49.107","Unknown (0)"
"07/28/2021","13:27:49.363","Open (2)"
"07/28/2021","14:27:49.364","Open (2)"
"07/28/2021","15:27:49.365","Open (2)"
"07/28/2021","15:54:39.623","Unknown (0)"
"07/28/2021","15:54:40.372","Close (1)"
"07/28/2021","15:56:37.916","Unknown (0)"
"07/28/2021","15:56:38.378","Open (2)"
"07/28/2021","16:43:58.676","Unknown (0)"
"07/28/2021","16:43:59.889","Close (1)"
"07/28/2021","17:43:59.890","Close (1)"
"07/28/2021","18:43:59.891","Close (1)"
"07/28/2021","19:43:59.891","Close (1)"
"07/28/2021","20:43:59.892","Close (1)"
"07/28/2021","21:43:59.893","Close (1)"
"07/28/2021","22:43:59.894","Close (1)"
"07/28/2021","23:43:59.895","Close (1)"
"07/29/2021","00:43:59.896","Close (1)"
"07/29/2021","01:43:59.897","Close (1)"
"07/29/2021","02:43:59.898","Close (1)"
"07/29/2021","02:59:33.953","Unknown (0)"
"07/29/2021","03:59:33.954","Unknown (0)"
"07/29/2021","04:59:33.955","Unknown (0)"
"07/29/2021","05:59:33.956","Unknown (0)"
"07/29/2021","06:59:33.957","Unknown (0)"
"07/29/2021","07:59:33.958","Unknown (0)"
"07/29/2021","08:59:33.959","Unknown (0)"
"07/29/2021","09:59:33.960","Unknown (0)"
"07/29/2021","10:59:33.961","Unknown (0)"
"07/29/2021","11:59:33.961","Unknown (0)"
"07/29/2021","12:59:33.962","Unknown (0)"
"07/29/2021","13:59:33.963","Unknown (0)"
"07/29/2021","14:03:05.541","Close (1)"
"07/29/2021","15:03:05.542","Close (1)"
"07/29/2021","15:57:47.349","Unknown (0)"
"07/29/2021","16:04:58.851","Close (1)"
"07/29/2021","16:05:31.222","Unknown (0)"
"07/29/2021","16:05:31.526","Open (2)"
"07/29/2021","17:05:31.527","Open (2)"
"07/29/2021","18:05:31.528","Open (2)"
"07/29/2021","19:05:31.529","Open (2)"
"07/29/2021","20:05:31.530","Open (2)"
"07/29/2021","20:13:13.252","Unknown (0)"
"07/29/2021","20:13:14.047","Close (1)"
"07/29/2021","21:13:14.047","Close (1)"
"07/29/2021","22:13:14.048","Close (1)"
"07/29/2021","23:13:14.049","Close (1)"
"07/30/2021","00:13:14.050","Close (1)"
"07/30/2021","01:13:14.051","Close (1)"
"07/30/2021","02:13:14.052","Close (1)"
"07/30/2021","03:13:14.053","Close (1)"
"07/30/2021","04:13:14.054","Close (1)"
"07/30/2021","05:13:14.055","Close (1)"
"07/30/2021","06:13:14.056","Close (1)"
"07/30/2021","07:13:14.057","Close (1)"
"07/30/2021","08:13:14.057","Close (1)"
"07/30/2021","09:13:14.058","Close (1)"
"07/30/2021","10:13:14.059","Close (1)"
"07/30/2021","10:38:42.911","Unknown (0)"
"07/30/2021","11:15:15.020","Close (1)"
"07/30/2021","11:19:10.775","Unknown (0)"
"07/30/2021","11:19:11.151","Open (2)"
"07/30/2021","11:41:25.551","Unknown (0)"
"07/30/2021","11:41:26.647","Close (1)"
"07/30/2021","11:47:43.114","Unknown (0)"
"07/30/2021","11:47:43.651","Open (2)"
"07/30/2021","12:13:12.561","Unknown (0)"
"07/30/2021","12:13:13.650","Close (1)"
"07/30/2021","12:18:38.477","Unknown (0)"
"07/30/2021","12:18:39.154","Open (2)"
"07/30/2021","13:18:39.155","Open (2)"
"07/30/2021","13:44:40.072","Unknown (0)"
"07/30/2021","13:44:41.160","Close (1)"
"07/30/2021","13:45:07.782","Unknown (0)"
