"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]","3846 (1137337) [Titan Krios G3i (3.1)]"
"08/10/2021","05:24:53.329","80742.017",""
"08/10/2021","05:29:57.381","938.645",""
"08/10/2021","05:30:49.642","2259.761",""
"08/10/2021","05:31:26.667","938.645",""
"08/10/2021","05:31:43.805","2259.761",""
"08/10/2021","05:32:07.139","80742.017",""
"08/10/2021","05:36:18.198","2259.761",""
"08/10/2021","05:36:43.573","80742.017",""
"08/10/2021","05:41:33.484","938.645",""
"08/10/2021","05:42:24.556","2259.761",""
"08/10/2021","05:42:58.947","938.645",""
"08/10/2021","05:43:16.033","2259.761",""
"08/10/2021","05:43:39.463","80742.017",""
"08/10/2021","05:47:16.032","2259.761",""
"08/10/2021","05:47:37.472","80742.017",""
"08/10/2021","05:51:31.468","938.645",""
"08/10/2021","05:52:22.445","2259.761",""
"08/10/2021","05:52:59.428","938.645",""
"08/10/2021","05:53:16.667","2259.761",""
"08/10/2021","05:53:39.755","80742.017",""
"08/10/2021","05:55:15.012","2259.761",""
"08/10/2021","05:55:34.736","80742.017",""
"08/10/2021","05:57:34.278","938.645",""
"08/10/2021","05:57:53.457","2259.761",""
"08/10/2021","05:58:17.193","80742.017",""
"08/10/2021","06:01:38.888","938.645",""
"08/10/2021","06:02:33.603","2259.761",""
"08/10/2021","06:03:10.475","938.645",""
"08/10/2021","06:03:27.356","2259.761",""
"08/10/2021","06:03:47.237","80742.017",""
"08/10/2021","06:08:21.010","2259.761",""
"08/10/2021","06:08:49.767","80742.017",""
"08/10/2021","06:14:26.694","938.645",""
"08/10/2021","06:15:17.391","2259.761",""
"08/10/2021","06:15:54.718","938.645",""
"08/10/2021","06:16:11.907","2259.761",""
"08/10/2021","06:16:35.334","80742.017",""
"08/10/2021","06:21:50.625","2259.761",""
"08/10/2021","06:22:12.413","80742.017",""
"08/10/2021","06:27:28.107","938.645",""
"08/10/2021","06:28:19.941","2259.761",""
"08/10/2021","06:28:56.993","938.645",""
"08/10/2021","06:29:08.522","","Open (2)"
"08/10/2021","06:29:14.254","2259.761",""
"08/10/2021","06:29:37.346","80742.017",""
"08/10/2021","06:34:24.627","2259.761",""
"08/10/2021","06:34:49.795","80742.017",""
"08/10/2021","06:39:40.804","938.645",""
"08/10/2021","06:40:32.480","2259.761",""
"08/10/2021","06:41:09.356","938.645",""
"08/10/2021","06:41:26.307","2259.761",""
"08/10/2021","06:41:49.625","80742.017",""
"08/10/2021","06:44:49.763","2259.761",""
"08/10/2021","06:45:18.035","80742.017",""
"08/10/2021","06:47:28.835","938.645",""
"08/10/2021","06:48:23.697","2259.761",""
"08/10/2021","06:49:01.685","938.645",""
"08/10/2021","06:49:19.251","2259.761",""
"08/10/2021","06:49:41.958","80742.017",""
"08/10/2021","06:56:02.756","2259.761",""
"08/10/2021","06:56:31.107","80742.017",""
"08/10/2021","06:57:43.303","2259.761",""
"08/10/2021","06:58:03.122","80742.017",""
"08/10/2021","06:59:59.130","938.645",""
"08/10/2021","07:00:52.480","2259.761",""
"08/10/2021","07:01:29.993","938.645",""
"08/10/2021","07:01:47.408","2259.761",""
"08/10/2021","07:02:10.568","80742.017",""
"08/10/2021","07:04:50.957","2259.761",""
"08/10/2021","07:05:13.059","80742.017",""
"08/10/2021","07:07:29.819","938.645",""
"08/10/2021","07:08:21.560","2259.761",""
"08/10/2021","07:08:58.994","938.645",""
"08/10/2021","07:09:16.625","2259.761",""
"08/10/2021","07:09:36.662","80742.017",""
"08/10/2021","07:11:22.908","2259.761",""
"08/10/2021","07:11:47.811","80742.017",""
"08/10/2021","07:15:07.026","938.645",""
"08/10/2021","07:15:58.783","2259.761",""
"08/10/2021","07:16:36.066","938.645",""
"08/10/2021","07:16:53.129","2259.761",""
"08/10/2021","07:17:16.429","80742.017",""
"08/10/2021","07:22:30.545","2259.761",""
"08/10/2021","07:22:55.540","80742.017",""
"08/10/2021","07:28:10.878","938.645",""
"08/10/2021","07:29:02.648","2259.761",""
"08/10/2021","07:29:40.024","938.645",""
"08/10/2021","07:29:57.250","2259.761",""
"08/10/2021","07:30:20.580","80742.017",""
"08/10/2021","07:34:56.357","2259.761",""
"08/10/2021","07:35:21.358","80742.017",""
"08/10/2021","07:39:11.956","938.645",""
"08/10/2021","07:40:05.224","2259.761",""
"08/10/2021","07:40:39.651","938.645",""
"08/10/2021","07:40:56.431","2259.761",""
"08/10/2021","07:41:19.664","80742.017",""
"08/10/2021","07:43:43.303","2259.761",""
"08/10/2021","07:44:08.436","80742.017",""
"08/10/2021","07:46:43.489","938.645",""
"08/10/2021","07:47:39.761","2259.761",""
"08/10/2021","07:48:17.025","938.645",""
"08/10/2021","07:48:34.213","2259.761",""
"08/10/2021","07:48:57.618","80742.017",""
"08/10/2021","07:52:43.511","2259.761",""
"08/10/2021","07:53:08.863","80742.017",""
"08/10/2021","07:57:53.901","938.645",""
"08/10/2021","07:58:50.534","2259.761",""
"08/10/2021","07:59:27.706","938.645",""
"08/10/2021","07:59:45.037","2259.761",""
"08/10/2021","08:00:09.349","80742.017",""
"08/10/2021","08:01:29.598","2259.761",""
"08/10/2021","08:01:49.469","80742.017",""
"08/10/2021","08:07:33.001","938.645",""
"08/10/2021","08:07:51.848","2259.761",""
"08/10/2021","08:08:14.866","80742.017",""
"08/10/2021","08:14:45.788","938.645",""
"08/10/2021","08:15:39.031","2259.761",""
"08/10/2021","08:16:16.072","938.645",""
"08/10/2021","08:16:34.131","2259.761",""
"08/10/2021","08:16:57.743","80742.017",""
"08/10/2021","08:22:47.882","2259.761",""
"08/10/2021","08:23:09.601","80742.017",""
"08/10/2021","08:27:52.236","938.645",""
"08/10/2021","08:28:47.887","2259.761",""
"08/10/2021","08:29:25.030","938.645",""
"08/10/2021","08:29:42.747","2259.761",""
"08/10/2021","08:30:06.064","80742.017",""
"08/10/2021","08:35:48.071","2259.761",""
"08/10/2021","08:36:13.143","80742.017",""
"08/10/2021","08:40:53.653","938.645",""
"08/10/2021","08:41:46.720","2259.761",""
"08/10/2021","08:42:23.775","938.645",""
"08/10/2021","08:42:41.011","2259.761",""
"08/10/2021","08:43:04.089","80742.017",""
"08/10/2021","08:49:07.656","2259.761",""
"08/10/2021","08:49:36.186","80742.017",""
"08/10/2021","08:54:48.408","938.645",""
"08/10/2021","08:55:45.869","2259.761",""
"08/10/2021","08:56:23.707","938.645",""
"08/10/2021","08:56:41.003","2259.761",""
"08/10/2021","08:57:00.817","80742.017",""
"08/10/2021","09:00:56.855","2259.761",""
"08/10/2021","09:01:22.973","80742.017",""
"08/10/2021","09:02:35.505","2259.761",""
"08/10/2021","09:02:58.709","80742.017",""
"08/10/2021","09:06:18.426","938.645",""
"08/10/2021","09:07:12.609","2259.761",""
"08/10/2021","09:07:50.165","938.645",""
"08/10/2021","09:08:07.491","2259.761",""
"08/10/2021","09:08:31.128","80742.017",""
"08/10/2021","09:13:27.593","2259.761",""
"08/10/2021","09:13:53.100","80742.017",""
"08/10/2021","09:17:46.377","938.645",""
"08/10/2021","09:18:39.828","2259.761",""
"08/10/2021","09:19:17.080","938.645",""
"08/10/2021","09:19:33.923","2259.761",""
"08/10/2021","09:19:57.253","80742.017",""
"08/10/2021","09:22:41.266","2259.761",""
"08/10/2021","09:23:09.618","80742.017",""
"08/10/2021","09:26:04.330","938.645",""
"08/10/2021","09:26:57.863","2259.761",""
"08/10/2021","09:29:44.815","938.645",""
"08/10/2021","09:33:32.134","2259.761",""
"08/10/2021","09:33:55.148","80742.017",""
"08/10/2021","09:37:50.203","2259.761",""
"08/10/2021","09:38:15.101","80742.017",""
"08/10/2021","09:40:57.876","938.645",""
"08/10/2021","09:41:53.820","2259.761",""
"08/10/2021","09:42:28.747","938.645",""
"08/10/2021","09:42:46.093","2259.761",""
"08/10/2021","09:43:05.903","80742.017",""
"08/10/2021","09:46:39.665","2259.761",""
"08/10/2021","09:47:04.650","80742.017",""
"08/10/2021","09:50:58.022","938.645",""
"08/10/2021","09:51:50.512","2259.761",""
"08/10/2021","09:52:27.972","938.645",""
"08/10/2021","09:52:44.979","2259.761",""
"08/10/2021","09:53:08.487","80742.017",""
"08/10/2021","09:56:51.794","2259.761",""
"08/10/2021","09:57:16.690","80742.017",""
"08/10/2021","10:02:48.322","938.645",""
"08/10/2021","10:03:38.885","2259.761",""
"08/10/2021","10:04:48.856","80742.017",""
"08/10/2021","10:05:05.761","-1",""
"08/10/2021","10:05:12.727","80742.017",""
"08/10/2021","10:05:34.176","938.645",""
"08/10/2021","10:05:53.131","2259.761",""
"08/10/2021","10:06:20.342","80742.017",""
"08/10/2021","10:07:42.007","2259.761",""
"08/10/2021","10:08:02.016","80742.017",""
"08/10/2021","10:13:02.919","938.645",""
"08/10/2021","10:13:22.303","2259.761",""
"08/10/2021","10:13:42.285","80742.017",""
"08/10/2021","10:18:19.814","938.645",""
"08/10/2021","10:19:15.141","2259.761",""
"08/10/2021","10:19:52.431","938.645",""
"08/10/2021","10:20:09.745","2259.761",""
"08/10/2021","10:20:32.480","80742.017",""
"08/10/2021","10:24:25.341","2259.761",""
"08/10/2021","10:24:46.660","80742.017",""
"08/10/2021","10:28:58.807","938.645",""
"08/10/2021","10:29:50.604","2259.761",""
"08/10/2021","10:30:28.236","938.645",""
"08/10/2021","10:30:45.456","2259.761",""
"08/10/2021","10:31:05.338","80742.017",""
"08/10/2021","10:34:04.069","2259.761",""
"08/10/2021","10:34:29.184","80742.017",""
"08/10/2021","10:38:51.561","938.645",""
"08/10/2021","10:39:43.832","2259.761",""
"08/10/2021","10:40:18.500","938.645",""
"08/10/2021","10:40:35.820","2259.761",""
"08/10/2021","10:40:59.215","80742.017",""
"08/10/2021","10:42:13.313","2259.761",""
"08/10/2021","10:42:41.294","80742.017",""
"08/10/2021","10:44:45.943","938.645",""
"08/10/2021","10:45:38.580","2259.761",""
"08/10/2021","10:46:15.784","938.645",""
"08/10/2021","10:46:32.970","2259.761",""
"08/10/2021","10:46:55.287","80742.017",""
"08/10/2021","10:50:43.444","938.645",""
"08/10/2021","10:57:19.098","2259.761",""
"08/10/2021","10:57:38.741","80742.017",""
"08/10/2021","11:01:57.920","938.645",""
"08/10/2021","11:02:50.810","2259.761",""
"08/10/2021","11:03:25.004","938.645",""
"08/10/2021","11:03:42.526","2259.761",""
"08/10/2021","11:04:05.797","80742.017",""
"08/10/2021","11:06:49.890","2259.761",""
"08/10/2021","11:07:19.750","80742.017",""
"08/10/2021","11:08:35.490","2259.761",""
"08/10/2021","11:08:55.113","80742.017",""
"08/10/2021","11:12:53.179","938.645",""
"08/10/2021","11:13:46.426","2259.761",""
"08/10/2021","11:14:23.598","938.645",""
"08/10/2021","11:14:40.880","2259.761",""
"08/10/2021","11:15:04.064","80742.017",""
"08/10/2021","11:17:53.694","2259.761",""
"08/10/2021","11:18:18.468","80742.017",""
"08/10/2021","11:22:00.721","938.645",""
"08/10/2021","11:22:51.425","2259.761",""
"08/10/2021","11:23:28.673","938.645",""
"08/10/2021","11:23:46.103","2259.761",""
"08/10/2021","11:24:09.005","80742.017",""
"08/10/2021","11:29:45.295","2259.761",""
"08/10/2021","11:30:09.669","80742.017",""
"08/10/2021","11:32:30.557","938.645",""
"08/10/2021","11:33:26.564","2259.761",""
"08/10/2021","11:34:03.687","938.645",""
"08/10/2021","11:34:21.442","2259.761",""
"08/10/2021","11:34:44.180","80742.017",""
"08/10/2021","11:37:46.204","2259.761",""
"08/10/2021","11:38:10.576","80742.017",""
"08/10/2021","11:40:10.856","938.645",""
"08/10/2021","11:41:01.960","2259.761",""
"08/10/2021","11:41:39.190","938.645",""
"08/10/2021","11:41:56.375","2259.761",""
"08/10/2021","11:42:19.323","80742.017",""
"08/10/2021","11:43:45.190","2259.761",""
"08/10/2021","11:44:09.400","80742.017",""
"08/10/2021","11:46:01.989","938.645",""
"08/10/2021","11:46:58.699","2259.761",""
"08/10/2021","11:47:35.634","938.645",""
"08/10/2021","11:47:52.975","2259.761",""
"08/10/2021","11:48:15.850","80742.017",""
"08/10/2021","11:50:35.720","2259.761",""
"08/10/2021","11:51:03.608","80742.017",""
"08/10/2021","11:53:32.842","938.645",""
"08/10/2021","11:54:25.999","2259.761",""
"08/10/2021","11:55:03.104","938.645",""
"08/10/2021","11:55:20.152","2259.761",""
"08/10/2021","11:55:43.433","80742.017",""
"08/10/2021","12:02:14.533","2259.761",""
"08/10/2021","12:02:39.248","80742.017",""
"08/10/2021","12:06:06.632","938.645",""
"08/10/2021","12:06:59.496","2259.761",""
"08/10/2021","12:07:33.765","938.645",""
"08/10/2021","12:07:50.642","2259.761",""
"08/10/2021","12:08:19.421","80742.017",""
"08/10/2021","12:09:30.388","2259.761",""
"08/10/2021","12:09:47.026","80742.017",""
"08/10/2021","12:12:44.891","938.645",""
"08/10/2021","12:13:07.045","2259.761",""
"08/10/2021","12:13:30.212","80742.017",""
"08/10/2021","12:16:46.250","938.645",""
"08/10/2021","12:17:42.002","2259.761",""
"08/10/2021","12:18:19.363","938.645",""
"08/10/2021","12:18:36.789","2259.761",""
"08/10/2021","12:18:59.798","80742.017",""
"08/10/2021","12:22:20.273","2259.761",""
"08/10/2021","12:22:45.060","80742.017",""
"08/10/2021","12:25:55.509","938.645",""
"08/10/2021","12:26:49.986","2259.761",""
"08/10/2021","12:27:26.978","938.645",""
"08/10/2021","12:27:44.222","2259.761",""
"08/10/2021","12:35:30.820","80742.017",""
"08/10/2021","12:38:15.898","2259.761",""
"08/10/2021","12:38:41.569","80742.017",""
"08/10/2021","12:42:31.888","938.645",""
"08/10/2021","12:43:22.781","2259.761",""
"08/10/2021","12:43:59.792","938.645",""
"08/10/2021","12:44:16.849","2259.761",""
"08/10/2021","12:44:39.783","80742.017",""
"08/10/2021","12:47:41.435","2259.761",""
"08/10/2021","12:48:10.146","80742.017",""
"08/10/2021","12:51:36.308","938.645",""
"08/10/2021","12:52:29.407","2259.761",""
"08/10/2021","12:53:06.680","938.645",""
"08/10/2021","12:53:25.180","2259.761",""
"08/10/2021","12:53:50.342","80742.017",""
"08/10/2021","12:56:35.211","2259.761",""
"08/10/2021","12:57:03.342","80742.017",""
"08/10/2021","13:00:20.860","938.645",""
"08/10/2021","13:01:13.406","2259.761",""
"08/10/2021","13:01:50.239","938.645",""
"08/10/2021","13:02:07.754","2259.761",""
"08/10/2021","13:02:27.256","80742.017",""
"08/10/2021","13:04:33.363","2259.761",""
"08/10/2021","13:04:58.155","80742.017",""
"08/10/2021","13:07:22.134","938.645",""
"08/10/2021","13:08:14.351","2259.761",""
"08/10/2021","13:08:51.726","938.645",""
"08/10/2021","13:09:09.449","2259.761",""
"08/10/2021","13:09:38.360","80742.017",""
"08/10/2021","13:10:47.352","2259.761",""
"08/10/2021","13:11:10.532","80742.017",""
"08/10/2021","13:15:09.121","938.645",""
"08/10/2021","13:38:50.863","2259.761",""
"08/10/2021","13:39:10.332","80742.017",""
"08/10/2021","13:41:54.914","938.645",""
"08/10/2021","13:42:50.163","2259.761",""
"08/10/2021","13:43:27.086","938.645",""
"08/10/2021","13:43:44.137","2259.761",""
"08/10/2021","13:44:03.691","80742.017",""
"08/10/2021","13:46:05.856","2259.761",""
"08/10/2021","13:46:26.920","80742.017",""
"08/10/2021","13:48:35.727","938.645",""
"08/10/2021","13:49:27.576","2259.761",""
"08/10/2021","13:50:04.354","938.645",""
"08/10/2021","13:50:22.415","2259.761",""
"08/10/2021","13:50:42.240","80742.017",""
"08/10/2021","13:53:10.388","2259.761",""
"08/10/2021","13:53:31.756","80742.017",""
"08/10/2021","13:56:28.535","938.645",""
"08/10/2021","13:57:20.534","2259.761",""
"08/10/2021","13:57:58.134","938.645",""
"08/10/2021","13:58:14.633","2259.761",""
"08/10/2021","13:58:37.600","80742.017",""
"08/10/2021","14:00:40.828","2259.761",""
"08/10/2021","14:01:08.817","80742.017",""
"08/10/2021","14:03:38.288","938.645",""
"08/10/2021","14:04:29.108","2259.761",""
"08/10/2021","14:05:06.512","938.645",""
"08/10/2021","14:05:23.461","2259.761",""
"08/10/2021","14:05:46.401","80742.017",""
"08/10/2021","14:06:56.076","2259.761",""
"08/10/2021","14:07:17.234","80742.017",""
"08/10/2021","14:08:23.462","938.645",""
"08/10/2021","14:09:18.294","2259.761",""
"08/10/2021","14:09:56.131","938.645",""
"08/10/2021","14:10:12.964","2259.761",""
"08/10/2021","14:10:37.989","80742.017",""
"08/10/2021","14:11:51.483","2259.761",""
"08/10/2021","14:12:11.352","80742.017",""
"08/10/2021","14:13:16.055","938.645",""
"08/10/2021","14:13:35.040","2259.761",""
"08/10/2021","14:13:57.997","80742.017",""
"08/10/2021","14:15:05.579","938.645",""
"08/10/2021","14:15:57.546","2259.761",""
"08/10/2021","14:16:35.258","938.645",""
"08/10/2021","14:16:52.649","2259.761",""
"08/10/2021","14:17:11.650","80742.017",""
"08/10/2021","14:18:49.720","2259.761",""
"08/10/2021","14:19:15.004","80742.017",""
"08/10/2021","14:21:35.095","938.645",""
"08/10/2021","14:22:28.689","2259.761",""
"08/10/2021","14:23:03.054","938.645",""
"08/10/2021","14:23:20.005","2259.761",""
"08/10/2021","14:23:39.734","80742.017",""
"08/10/2021","14:27:19.909","2259.761",""
"08/10/2021","14:27:44.711","80742.017",""
"08/10/2021","14:30:41.965","938.645",""
"08/10/2021","14:31:36.218","2259.761",""
"08/10/2021","14:32:10.549","938.645",""
"08/10/2021","14:32:27.113","2259.761",""
"08/10/2021","14:32:50.134","80742.017",""
"08/10/2021","14:34:07.771","2259.761",""
"08/10/2021","14:34:32.236","80742.017",""
"08/10/2021","14:35:46.772","938.645",""
"08/10/2021","14:36:39.615","2259.761",""
"08/10/2021","14:37:17.130","938.645",""
"08/10/2021","14:37:34.775","2259.761",""
"08/10/2021","14:37:54.272","80742.017",""
"08/10/2021","14:39:32.058","2259.761",""
"08/10/2021","14:39:53.307","80742.017",""
"08/10/2021","14:42:12.500","938.645",""
"08/10/2021","14:43:09.087","2259.761",""
"08/10/2021","14:43:47.166","938.645",""
"08/10/2021","14:44:04.102","2259.761",""
"08/10/2021","14:44:27.376","80742.017",""
"08/10/2021","14:48:51.580","2259.761",""
"08/10/2021","14:49:16.501","80742.017",""
"08/10/2021","14:55:20.283","938.645",""
"08/10/2021","14:56:11.329","2259.761",""
"08/10/2021","14:56:44.683","938.645",""
"08/10/2021","14:57:01.674","2259.761",""
"08/10/2021","14:57:24.667","80742.017",""
"08/10/2021","14:58:33.857","2259.761",""
"08/10/2021","14:58:58.410","80742.017",""
"08/10/2021","15:00:25.115","938.645",""
"08/10/2021","15:01:20.435","2259.761",""
"08/10/2021","15:01:54.393","938.645",""
"08/10/2021","15:02:11.902","2259.761",""
"08/10/2021","15:02:31.926","80742.017",""
"08/10/2021","15:05:22.628","2259.761",""
"08/10/2021","15:05:44.480","80742.017",""
"08/10/2021","15:07:50.886","938.645",""
"08/10/2021","15:08:43.655","2259.761",""
"08/10/2021","15:09:17.557","938.645",""
"08/10/2021","15:09:35.453","2259.761",""
"08/10/2021","15:09:58.668","80742.017",""
"08/10/2021","15:11:16.305","2259.761",""
"08/10/2021","15:11:42.076","80742.017",""
"08/10/2021","15:12:54.985","2259.761",""
"08/10/2021","15:13:14.697","80742.017",""
"08/10/2021","15:14:11.933","938.645",""
"08/10/2021","15:15:04.485","2259.761",""
"08/10/2021","15:15:41.280","938.645",""
"08/10/2021","15:15:58.706","2259.761",""
"08/10/2021","15:16:21.455","80742.017",""
"08/10/2021","15:18:19.908","2259.761",""
"08/10/2021","15:18:40.984","80742.017",""
"08/10/2021","15:19:58.016","938.645",""
"08/10/2021","15:20:48.885","2259.761",""
"08/10/2021","15:21:22.497","938.645",""
"08/10/2021","15:21:39.947","2259.761",""
"08/10/2021","15:22:02.078","80742.017",""
"08/10/2021","15:25:32.681","938.645",""
"08/10/2021","15:35:24.234","2259.761",""
"08/10/2021","15:35:47.487","80742.017",""
"08/10/2021","15:38:20.056","938.645",""
"08/10/2021","15:39:16.182","2259.761",""
"08/10/2021","15:39:47.020","938.645",""
"08/10/2021","15:40:04.636","2259.761",""
"08/10/2021","15:40:27.262","80742.017",""
"08/10/2021","15:41:36.966","2259.761",""
"08/10/2021","15:42:01.488","80742.017",""
"08/10/2021","15:43:52.490","938.645",""
"08/10/2021","15:44:50.052","2259.761",""
"08/10/2021","15:45:27.100","938.645",""
"08/10/2021","15:45:44.533","2259.761",""
"08/10/2021","15:46:07.079","80742.017",""
"08/10/2021","15:48:45.102","2259.761",""
"08/10/2021","15:49:13.034","80742.017",""
"08/10/2021","15:52:02.903","938.645",""
"08/10/2021","15:52:58.485","2259.761",""
"08/10/2021","15:53:35.647","938.645",""
"08/10/2021","15:53:52.983","2259.761",""
"08/10/2021","15:54:15.540","80742.017",""
"08/10/2021","15:56:13.662","2259.761",""
"08/10/2021","15:56:35.036","80742.017",""
"08/10/2021","15:59:35.510","938.645",""
"08/10/2021","16:00:33.215","2259.761",""
"08/10/2021","16:01:06.840","938.645",""
"08/10/2021","16:01:24.850","2259.761",""
"08/10/2021","16:01:47.808","80742.017",""
"08/10/2021","16:02:45.503","2259.761",""
"08/10/2021","16:03:13.484","80742.017",""
"08/10/2021","16:04:35.515","938.645",""
"08/10/2021","16:05:27.637","2259.761",""
"08/10/2021","16:06:04.499","938.645",""
"08/10/2021","16:06:22.072","2259.761",""
"08/10/2021","16:06:44.520","80742.017",""
"08/10/2021","16:07:29.293","2259.761",""
"08/10/2021","16:07:53.970","80742.017",""
"08/10/2021","16:09:12.589","938.645",""
"08/10/2021","16:10:07.811","2259.761",""
"08/10/2021","16:10:44.775","938.645",""
"08/10/2021","16:11:02.079","2259.761",""
"08/10/2021","16:11:24.981","80742.017",""
"08/10/2021","16:12:14.569","2259.761",""
"08/10/2021","16:12:44.177","80742.017",""
"08/10/2021","16:13:58.426","2259.761",""
"08/10/2021","16:14:18.260","80742.017",""
"08/10/2021","16:15:29.079","938.645",""
"08/10/2021","16:16:25.142","2259.761",""
"08/10/2021","16:16:58.839","938.645",""
"08/10/2021","16:17:15.210","2259.761",""
"08/10/2021","16:17:38.289","80742.017",""
"08/10/2021","16:20:17.432","2259.761",""
"08/10/2021","16:20:38.592","80742.017",""
"08/10/2021","16:23:41.774","938.645",""
"08/10/2021","16:24:32.375","2259.761",""
"08/10/2021","16:25:05.809","938.645",""
"08/10/2021","16:25:23.103","2259.761",""
"08/10/2021","16:25:42.773","80742.017",""
"08/10/2021","16:29:11.579","2259.761",""
"08/10/2021","16:29:39.868","80742.017",""
"08/10/2021","16:32:56.398","938.645",""
"08/10/2021","16:33:47.769","2259.761",""
"08/10/2021","16:34:25.237","938.645",""
"08/10/2021","16:34:42.065","2259.761",""
"08/10/2021","16:35:01.844","80742.017",""
"08/10/2021","16:39:26.009","2259.761",""
"08/10/2021","16:39:50.954","80742.017",""
"08/10/2021","16:44:01.453","938.645",""
"08/10/2021","16:44:53.200","2259.761",""
"08/10/2021","16:45:27.237","938.645",""
"08/10/2021","16:45:44.964","2259.761",""
"08/10/2021","16:46:04.216","80742.017",""
"08/10/2021","16:49:52.000","2259.761",""
"08/10/2021","16:50:16.473","80742.017",""
"08/10/2021","16:53:16.867","938.645",""
"08/10/2021","16:54:10.066","2259.761",""
"08/10/2021","16:54:44.174","938.645",""
"08/10/2021","16:55:01.465","2259.761",""
"08/10/2021","16:55:24.637","80742.017",""
"08/10/2021","16:58:17.214","2259.761",""
"08/10/2021","16:58:41.832","80742.017",""
"08/10/2021","17:03:00.129","938.645",""
"08/10/2021","17:04:04.625","2259.761",""
"08/10/2021","17:04:41.217","938.645",""
"08/10/2021","17:04:58.380","2259.761",""
"08/10/2021","17:05:21.596","80742.017",""
"08/10/2021","17:11:10.850","2259.761",""
"08/10/2021","17:11:35.899","80742.017",""
"08/10/2021","17:18:08.471","938.645",""
"08/10/2021","17:19:01.641","2259.761",""
"08/10/2021","17:19:37.990","938.645",""
"08/10/2021","17:19:55.064","2259.761",""
"08/10/2021","17:20:21.084","80742.017",""
"08/10/2021","17:21:36.776","2259.761",""
"08/10/2021","17:21:56.627","80742.017",""
"08/10/2021","17:25:41.527","938.645",""
"08/10/2021","17:26:00.364","2259.761",""
"08/10/2021","17:26:23.309","80742.017",""
"08/10/2021","17:29:17.574","938.645",""
"08/10/2021","17:30:11.290","2259.761",""
"08/10/2021","17:30:47.589","938.645",""
"08/10/2021","17:31:04.472","2259.761",""
"08/10/2021","17:31:24.410","80742.017",""
"08/10/2021","17:38:30.823","2259.761",""
"08/10/2021","17:38:55.863","80742.017",""
"08/10/2021","17:44:54.477","938.645",""
"08/10/2021","17:45:47.147","2259.761",""
"08/10/2021","17:46:24.222","938.645",""
"08/10/2021","17:46:41.393","2259.761",""
"08/10/2021","17:47:00.568","80742.017",""
"08/10/2021","17:54:08.136","938.645",""
"08/10/2021","17:55:01.635","2259.761",""
"08/10/2021","17:55:38.069","938.645",""
"08/10/2021","17:55:55.240","2259.761",""
"08/10/2021","17:56:15.364","80742.017",""
"08/10/2021","18:01:09.118","2259.761",""
"08/10/2021","18:01:30.765","80742.017",""
"08/10/2021","18:07:59.940","938.645",""
"08/10/2021","18:08:52.634","2259.761",""
"08/10/2021","18:09:29.121","938.645",""
"08/10/2021","18:09:45.711","2259.761",""
"08/10/2021","18:10:09.032","80742.017",""
"08/10/2021","18:15:35.742","2259.761",""
"08/10/2021","18:16:00.360","80742.017",""
"08/10/2021","18:21:11.897","938.645",""
"08/10/2021","18:22:06.093","2259.761",""
"08/10/2021","18:22:42.521","938.645",""
"08/10/2021","18:22:59.222","2259.761",""
"08/10/2021","18:23:20.769","80742.017",""
"08/10/2021","18:24:38.025","2259.761",""
"08/10/2021","18:24:54.295","80742.017",""
"08/10/2021","18:26:37.894","938.645",""
"08/10/2021","18:27:32.261","2259.761",""
"08/10/2021","18:28:08.716","938.645",""
"08/10/2021","18:28:26.262","2259.761",""
"08/10/2021","18:28:45.270","80742.017",""
"08/10/2021","18:29:08.523","","Open (2)"
"08/10/2021","18:33:19.867","2259.761",""
"08/10/2021","18:33:49.087","938.645",""
"08/10/2021","18:34:43.894","2259.761",""
"08/10/2021","18:35:20.935","938.645",""
"08/10/2021","18:35:38.012","2259.761",""
"08/10/2021","18:36:01.606","80742.017",""
"08/10/2021","18:41:58.358","2259.761",""
"08/10/2021","18:42:23.520","80742.017",""
"08/10/2021","18:48:28.587","938.645",""
"08/10/2021","18:49:21.270","2259.761",""
"08/10/2021","18:49:57.609","938.645",""
"08/10/2021","18:50:14.704","2259.761",""
"08/10/2021","18:50:37.820","80742.017",""
"08/10/2021","18:56:27.865","2259.761",""
"08/10/2021","18:56:49.310","80742.017",""
"08/10/2021","19:01:34.685","938.645",""
"08/10/2021","19:02:28.679","2259.761",""
"08/10/2021","19:03:04.849","938.645",""
"08/10/2021","19:03:22.945","2259.761",""
"08/10/2021","19:03:46.829","80742.017",""
"08/10/2021","19:08:03.570","938.645",""
"08/10/2021","19:08:56.973","2259.761",""
"08/10/2021","19:09:33.360","938.645",""
"08/10/2021","19:09:50.252","2259.761",""
"08/10/2021","19:10:13.560","80742.017",""
"08/10/2021","19:15:26.192","2259.761",""
"08/10/2021","19:15:54.822","80742.017",""
"08/10/2021","19:20:24.928","938.645",""
"08/10/2021","19:21:20.784","2259.761",""
"08/10/2021","19:21:57.665","938.645",""
"08/10/2021","19:22:14.892","2259.761",""
"08/10/2021","19:22:34.548","80742.017",""
"08/10/2021","19:29:16.855","2259.761",""
"08/10/2021","19:29:44.232","80742.017",""
"08/10/2021","19:31:00.315","2259.761",""
"08/10/2021","19:31:16.656","80742.017",""
"08/10/2021","19:32:52.046","938.645",""
