"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","9953149 (1139918) [Glacios]"
"07/09/2021","15:21:42.499","283.56"
"07/09/2021","15:21:49.196","283.67"
"07/09/2021","15:22:02.595","283.89"
"07/09/2021","15:22:09.295","284"
"07/09/2021","15:22:15.994","284.11"
"07/09/2021","15:22:22.693","284.22"
"07/09/2021","15:22:29.394","284.33"
"07/09/2021","15:22:36.092","284.45"
"07/09/2021","15:22:42.792","284.55"
"07/09/2021","15:22:49.493","284.66"
"07/09/2021","15:22:56.190","284.77"
"07/09/2021","15:23:02.890","284.88"
"07/09/2021","15:23:09.590","284.99"
"07/09/2021","15:23:16.292","285.1"
"07/09/2021","15:23:22.989","285.22"
"07/09/2021","15:23:29.687","285.33"
"07/09/2021","15:23:36.392","285.44"
"07/09/2021","15:23:43.088","285.55"
"07/09/2021","15:23:56.485","285.76"
"07/09/2021","15:24:03.184","285.87"
"07/09/2021","15:24:09.884","285.98"
"07/09/2021","15:24:16.583","286.1"
"07/09/2021","15:24:23.282","286.21"
"07/09/2021","15:24:29.982","286.32"
"07/09/2021","15:24:36.681","286.43"
"07/09/2021","15:24:43.392","286.54"
"07/09/2021","15:24:50.081","286.65"
"07/09/2021","15:24:56.779","286.76"
"07/09/2021","15:25:03.479","286.86"
"07/09/2021","15:25:10.179","286.98"
"07/09/2021","15:25:16.877","287.09"
"07/09/2021","15:25:23.577","287.21"
"07/09/2021","15:25:30.276","287.32"
"07/09/2021","15:25:36.975","287.42"
"07/09/2021","15:25:43.672","287.54"
"07/09/2021","15:25:57.075","287.76"
"07/09/2021","15:26:03.774","287.86"
"07/09/2021","15:26:10.473","287.97"
"07/09/2021","15:26:17.173","288.09"
"07/09/2021","15:26:23.872","288.2"
"07/09/2021","15:26:30.573","288.32"
"07/09/2021","15:26:37.272","288.42"
"07/09/2021","15:26:43.971","288.53"
"07/09/2021","15:26:50.670","288.64"
"07/09/2021","15:26:57.376","288.75"
"07/09/2021","15:27:04.071","288.86"
"07/09/2021","15:27:10.771","288.97"
"07/09/2021","15:27:17.470","289.08"
"07/09/2021","15:27:24.170","289.2"
"07/09/2021","15:27:30.868","289.31"
"07/09/2021","15:27:37.573","289.42"
"07/09/2021","15:27:44.269","289.53"
"07/09/2021","15:27:50.967","289.63"
"07/09/2021","15:27:57.669","289.74"
"07/09/2021","15:28:04.368","289.85"
"07/09/2021","15:28:11.065","289.96"
"07/09/2021","15:28:17.765","290.08"
"07/09/2021","15:28:24.464","290.19"
"07/09/2021","15:28:31.165","290.31"
"07/09/2021","15:28:37.864","290.41"
"07/09/2021","15:28:44.564","290.52"
"07/09/2021","15:28:51.270","290.63"
"07/09/2021","15:28:57.964","290.74"
"07/09/2021","15:29:04.668","290.86"
"07/09/2021","15:29:18.062","291.08"
"07/09/2021","15:29:24.761","291.2"
"07/09/2021","15:29:31.461","291.3"
"07/09/2021","15:29:38.160","291.42"
"07/09/2021","15:29:51.562","291.63"
"07/09/2021","15:29:58.271","291.74"
"07/09/2021","15:30:04.959","291.85"
"07/09/2021","15:30:11.660","291.97"
"07/09/2021","15:30:18.358","292.08"
"07/09/2021","15:30:25.057","292.19"
"07/09/2021","15:30:31.758","292.31"
"07/09/2021","15:30:38.456","292.41"
"07/09/2021","15:30:45.155","292.52"
"07/09/2021","15:30:51.854","292.63"
"07/09/2021","15:30:58.554","292.74"
"07/09/2021","15:31:05.262","292.85"
"07/09/2021","15:31:11.952","292.96"
"07/09/2021","15:31:18.652","293.08"
"07/09/2021","15:31:25.350","293.19"
"07/09/2021","15:31:32.051","293.3"
"07/09/2021","15:31:38.750","293.41"
"07/09/2021","15:31:45.449","293.52"
"07/09/2021","15:31:52.149","293.63"
"07/09/2021","15:31:58.847","293.74"
"07/09/2021","15:32:12.255","293.96"
"07/09/2021","15:32:18.947","294.07"
"07/09/2021","15:32:25.647","294.18"
"07/09/2021","15:32:32.346","294.3"
"07/09/2021","15:32:45.745","294.52"
"07/09/2021","15:32:52.444","294.62"
"07/09/2021","15:32:59.148","294.73"
"07/09/2021","15:33:05.837","294.84"
"07/09/2021","15:33:12.541","294.95"
"07/09/2021","15:33:19.243","295.07"
"07/09/2021","15:33:25.944","295.18"
"07/09/2021","15:33:32.642","295.29"
"07/09/2021","15:33:39.342","295.4"
"07/09/2021","15:33:46.041","295.5"
"07/09/2021","15:33:52.742","295.61"
"07/09/2021","15:33:59.441","295.72"
"07/09/2021","15:34:06.140","295.83"
"07/09/2021","15:34:12.839","295.95"
"07/09/2021","15:34:19.538","296.06"
"07/09/2021","15:34:26.239","296.17"
"07/09/2021","15:34:32.938","296.28"
"07/09/2021","15:34:39.639","296.38"
"07/09/2021","15:34:46.337","296.49"
"07/09/2021","15:34:59.737","296.68"
"07/09/2021","15:35:13.133","296.84"
"07/09/2021","15:35:26.532","296.98"
"07/09/2021","15:35:39.931","297.09"
"07/09/2021","15:36:00.030","297.22"
"07/09/2021","15:38:03.957","297.11"
"07/09/2021","15:38:30.757","296.99"
"07/09/2021","15:38:50.855","296.88"
"07/09/2021","15:39:10.953","296.78"
"07/09/2021","15:39:31.051","296.66"
"07/09/2021","15:39:51.151","296.55"
"07/09/2021","15:40:11.256","296.43"
"07/09/2021","15:40:31.346","296.31"
"07/09/2021","15:40:51.444","296.19"
"07/09/2021","15:41:11.543","296.08"
"07/09/2021","15:41:31.641","295.96"
"07/09/2021","15:41:51.738","295.85"
"07/09/2021","15:42:11.836","295.73"
"07/09/2021","15:42:31.934","295.62"
"07/09/2021","15:42:52.033","295.51"
"07/09/2021","15:43:12.130","295.4"
"07/09/2021","15:43:32.228","295.29"
"07/09/2021","15:43:52.326","295.19"
"07/09/2021","15:44:12.424","295.08"
"07/09/2021","15:44:39.222","294.95"
"07/09/2021","15:45:06.019","294.81"
"07/09/2021","15:45:26.121","294.71"
"07/09/2021","15:45:52.915","294.59"
"07/09/2021","15:46:19.713","294.47"
"07/09/2021","15:46:39.811","294.37"
"07/09/2021","15:47:06.608","294.26"
"07/09/2021","15:47:33.406","294.14"
"07/09/2021","15:48:00.200","294.03"
"07/09/2021","15:48:27.002","293.92"
"07/09/2021","15:48:53.800","293.81"
"07/09/2021","15:49:20.597","293.7"
"07/09/2021","15:49:54.097","293.58"
"07/09/2021","15:50:27.593","293.45"
"07/09/2021","15:51:01.090","293.33"
"07/09/2021","15:51:34.587","293.22"
"07/09/2021","15:52:08.083","293.1"
"07/09/2021","15:52:41.580","292.99"
"07/09/2021","15:53:15.078","292.89"
"07/09/2021","15:53:48.578","292.78"
"07/09/2021","15:54:28.775","292.66"
"07/09/2021","15:55:08.970","292.55"
"07/09/2021","15:55:42.467","292.45"
"07/09/2021","15:56:22.663","292.34"
"07/09/2021","15:57:09.559","292.22"
"07/09/2021","15:57:49.755","292.12"
"07/09/2021","15:58:29.951","292.02"
"07/09/2021","15:59:16.846","291.91"
"07/09/2021","16:00:03.742","291.81"
"07/09/2021","16:00:50.638","291.71"
"07/09/2021","16:01:44.232","291.6"
"07/09/2021","16:02:31.128","291.5"
"07/09/2021","16:03:24.723","291.4"
"07/09/2021","16:04:25.018","291.29"
"07/09/2021","16:05:25.312","291.18"
"07/09/2021","16:06:32.306","291.08"
"07/09/2021","16:07:39.301","290.97"
"07/09/2021","16:08:46.296","290.87"
"07/09/2021","16:09:59.989","290.77"
"07/09/2021","16:11:23.743","290.66"
"07/09/2021","16:12:47.473","290.56"
"07/09/2021","16:14:17.925","290.46"
"07/09/2021","16:16:05.116","290.35"
"07/09/2021","16:17:48.945","290.25"
"07/09/2021","16:19:46.195","290.15"
"07/09/2021","16:22:06.882","290.04"
"07/09/2021","16:24:34.270","289.94"
"07/09/2021","16:27:21.754","289.84"
"07/09/2021","16:31:02.841","289.73"
"07/09/2021","16:35:14.054","289.63"
"07/09/2021","16:40:42.330","289.53"
"07/09/2021","16:50:48.636","289.42"
"07/09/2021","17:39:53.012","289.53"
"07/09/2021","17:53:16.939","289.63"
"07/09/2021","18:05:30.536","289.73"
"07/09/2021","18:18:10.909","289.84"
"07/09/2021","18:29:14.152","289.94"
"07/09/2021","18:40:20.757","290.04"
"07/09/2021","18:52:17.591","290.15"
"07/09/2021","19:03:07.433","290.25"
"07/09/2021","19:13:57.273","290.35"
"07/09/2021","19:25:50.752","290.46"
"07/09/2021","19:36:53.993","290.56"
"07/09/2021","19:47:43.837","290.66"
"07/09/2021","20:00:00.774","290.77"
"07/09/2021","20:11:14.072","290.87"
"07/09/2021","20:22:27.354","290.97"
"07/09/2021","20:35:04.389","291.08"
"07/09/2021","20:46:37.785","291.18"
"07/09/2021","20:59:34.914","291.29"
"07/09/2021","21:12:48.785","291.4"
"07/09/2021","21:24:52.323","291.5"
"07/09/2021","21:37:19.309","291.6"
"07/09/2021","21:51:06.685","291.71"
"07/09/2021","22:03:47.063","291.81"
"07/09/2021","22:16:57.596","291.91"
"07/09/2021","22:31:41.913","292.02"
"07/09/2021","22:45:15.882","292.12"
"07/09/2021","22:59:16.666","292.22"
"07/09/2021","23:14:44.532","292.33"
"07/09/2021","23:29:32.198","292.43"
"07/09/2021","23:46:00.363","292.54"
"07/10/2021","00:02:48.613","292.65"
"07/10/2021","00:18:29.876","292.75"
"07/10/2021","00:34:58.047","292.85"
"07/10/2021","00:53:13.390","292.96"
"07/10/2021","01:10:28.450","293.06"
"07/10/2021","01:27:53.556","293.16"
"07/10/2021","01:47:39.358","293.27"
"07/10/2021","02:06:31.549","293.37"
"07/10/2021","02:26:00.595","293.47"
"07/10/2021","02:47:57.031","293.58"
"07/10/2021","03:08:36.414","293.68"
"07/10/2021","03:32:09.993","293.79"
"07/10/2021","03:57:07.305","293.9"
"07/10/2021","04:20:40.878","294"
"07/10/2021","04:44:57.999","294.1"
"07/10/2021","05:13:09.597","294.21"
"07/10/2021","05:39:40.706","294.31"
"07/10/2021","06:07:55.661","294.41"
"07/10/2021","06:40:38.585","294.52"
"07/10/2021","07:11:57.762","294.62"
"07/10/2021","07:44:37.339","294.72"
"07/10/2021","08:22:45.191","294.83"
"07/10/2021","08:58:35.697","294.93"
"07/10/2021","09:38:27.386","295.04"
"07/10/2021","10:16:01.736","295.15"
"07/10/2021","10:49:14.809","295.25"
"07/10/2021","11:20:47.383","295.35"
"07/10/2021","11:53:30.306","295.46"
"07/10/2021","12:23:02.300","295.56"
"07/10/2021","12:52:04.144","295.66"
"07/10/2021","13:23:36.717","295.77"
"07/10/2021","13:52:05.066","295.87"
"07/10/2021","14:20:53.512","295.97"
"07/10/2021","14:52:46.193","296.08"
"07/10/2021","15:22:04.789","296.18"
"07/10/2021","15:54:51.065","296.29"
"07/10/2021","16:28:24.244","296.4"
"07/10/2021","17:01:17.211","296.5"
"07/10/2021","17:37:54.619","296.6"
"07/10/2021","18:23:11.227","296.71"
"07/10/2021","19:05:23.603","296.81"
"07/10/2021","19:47:46.014","296.91"
"07/10/2021","20:35:06.558","297.02"
"07/10/2021","21:22:23.757","297.12"
"07/10/2021","22:17:36.602","297.22"
"07/10/2021","23:19:41.483","297.33"
"07/11/2021","00:13:20.543","297.43"
"07/11/2021","01:10:17.247","297.54"
"07/11/2021","02:18:03.779","297.65"
"07/11/2021","03:33:09.120","297.75"
"07/11/2021","04:44:53.490","297.85"
"07/11/2021","06:04:53.611","297.96"
"07/11/2021","07:50:58.043","298.06"
"07/11/2021","09:42:03.941","298.16"
"07/11/2021","11:15:09.154","0"
"07/11/2021","11:16:11.349","298.23"
"07/11/2021","11:39:30.895","298.23"
"07/14/2021","16:27:21.535","0"
"07/14/2021","16:28:57.582","299.47"
"07/14/2021","16:37:13.288","299.37"
"07/14/2021","17:18:38.771","299.27"
"07/14/2021","18:31:36.835","299.16"
"07/14/2021","19:30:50.876","299.06"
"07/14/2021","20:37:27.067","298.96"
"07/14/2021","23:05:57.274","298.85"
"07/15/2021","02:38:46.336","298.75"
"07/15/2021","14:34:56.298","298.85"
"07/15/2021","15:50:15.041","298.72"
"07/15/2021","15:50:28.437","298.6"
"07/15/2021","15:50:41.839","298.4"
"07/15/2021","15:50:48.546","298.27"
"07/15/2021","15:50:55.235","298.09"
"07/15/2021","15:51:01.936","297.88"
"07/15/2021","15:51:08.636","297.59"
"07/15/2021","15:51:15.336","297.25"
"07/15/2021","15:51:22.043","296.84"
"07/15/2021","15:51:28.732","296.29"
"07/15/2021","15:51:35.437","295.69"
"07/15/2021","15:51:42.133","295"
"07/15/2021","15:51:48.836","294.21"
"07/15/2021","15:51:55.539","293.42"
"07/15/2021","15:52:02.232","292.51"
"07/15/2021","15:52:08.933","291.55"
"07/15/2021","15:52:15.631","290.47"
"07/15/2021","15:52:22.331","289.15"
"07/15/2021","15:52:29.031","287.74"
"07/15/2021","15:52:35.730","285.99"
"07/15/2021","15:52:42.430","284.13"
"07/15/2021","15:52:49.128","282.03"
"07/15/2021","15:52:55.828","279.52"
"07/15/2021","15:53:02.527","276.95"
"07/15/2021","15:53:09.226","273.98"
"07/15/2021","15:53:15.926","271.04"
"07/15/2021","15:53:22.625","267.98"
"07/15/2021","15:53:29.325","264.55"
"07/15/2021","15:53:36.025","261.28"
"07/15/2021","15:53:42.729","257.63"
"07/15/2021","15:53:49.426","254.19"
"07/15/2021","15:53:56.125","250.7"
"07/15/2021","15:54:02.823","246.9"
"07/15/2021","15:54:09.522","243.35"
"07/15/2021","15:54:16.227","239.47"
"07/15/2021","15:54:22.926","235.88"
"07/15/2021","15:54:29.621","232.3"
"07/15/2021","15:54:36.321","228.46"
"07/15/2021","15:54:43.022","224.88"
"07/15/2021","15:54:49.724","221.34"
"07/15/2021","15:54:56.421","217.56"
"07/15/2021","15:55:03.122","214.09"
"07/15/2021","15:55:09.819","210.37"
"07/15/2021","15:55:16.518","206.96"
"07/15/2021","15:55:23.219","203.6"
"07/15/2021","15:55:29.917","200.05"
"07/15/2021","15:55:36.619","196.78"
"07/15/2021","15:55:43.320","193.31"
"07/15/2021","15:55:50.018","190.16"
"07/15/2021","15:55:56.717","187.06"
"07/15/2021","15:56:03.423","183.79"
"07/15/2021","15:56:10.121","180.78"
"07/15/2021","15:56:16.819","177.62"
"07/15/2021","15:56:23.517","174.76"
"07/15/2021","15:56:30.216","171.97"
"07/15/2021","15:56:36.916","169"
"07/15/2021","15:56:43.616","166.32"
"07/15/2021","15:56:50.317","163.51"
"07/15/2021","15:56:57.019","160.97"
"07/15/2021","15:57:03.715","158.48"
"07/15/2021","15:57:10.415","155.85"
"07/15/2021","15:57:17.114","153.49"
"07/15/2021","15:57:23.815","151.02"
"07/15/2021","15:57:30.516","148.79"
"07/15/2021","15:57:37.215","146.61"
"07/15/2021","15:57:43.913","144.32"
"07/15/2021","15:57:50.612","142.26"
"07/15/2021","15:57:57.315","140.12"
"07/15/2021","15:58:04.014","138.19"
"07/15/2021","15:58:10.710","136.31"
"07/15/2021","15:58:17.410","134.34"
"07/15/2021","15:58:24.109","132.58"
"07/15/2021","15:58:30.808","130.75"
"07/15/2021","15:58:37.508","129.1"
"07/15/2021","15:58:44.207","127.52"
"07/15/2021","15:58:50.906","125.85"
"07/15/2021","15:58:57.607","124.35"
"07/15/2021","15:59:04.308","122.8"
"07/15/2021","15:59:11.006","121.42"
"07/15/2021","15:59:17.709","120.08"
"07/15/2021","15:59:24.405","118.7"
"07/15/2021","15:59:31.105","117.46"
"07/15/2021","15:59:37.806","116.15"
"07/15/2021","15:59:44.503","114.99"
"07/15/2021","15:59:51.208","113.87"
"07/15/2021","15:59:57.905","112.71"
"07/15/2021","16:00:04.602","111.68"
"07/15/2021","16:00:11.304","110.61"
"07/15/2021","16:00:18.001","109.66"
"07/15/2021","16:00:24.708","108.75"
"07/15/2021","16:00:31.403","107.78"
"07/15/2021","16:00:38.101","106.92"
"07/15/2021","16:00:44.800","106.1"
"07/15/2021","16:00:51.499","105.24"
"07/15/2021","16:00:58.199","104.48"
"07/15/2021","16:01:04.898","103.7"
"07/15/2021","16:01:11.598","103"
"07/15/2021","16:01:18.298","102.33"
"07/15/2021","16:01:24.998","101.64"
"07/15/2021","16:01:31.698","101.03"
"07/15/2021","16:01:38.398","100.39"
"07/15/2021","16:01:45.099","99.81"
"07/15/2021","16:01:51.797","99.26"
"07/15/2021","16:01:58.496","98.68"
"07/15/2021","16:02:05.196","98.18"
"07/15/2021","16:02:11.896","97.65"
"07/15/2021","16:02:18.594","97.18"
"07/15/2021","16:02:25.295","96.74"
"07/15/2021","16:02:31.996","96.27"
"07/15/2021","16:02:38.693","95.86"
"07/15/2021","16:02:45.396","95.43"
"07/15/2021","16:02:52.091","95.05"
"07/15/2021","16:02:58.792","94.68"
"07/15/2021","16:03:05.496","94.3"
"07/15/2021","16:03:12.191","93.97"
"07/15/2021","16:03:18.894","93.61"
"07/15/2021","16:03:25.593","93.3"
"07/15/2021","16:03:32.290","92.99"
"07/15/2021","16:03:38.991","92.68"
"07/15/2021","16:03:45.689","92.39"
"07/15/2021","16:03:52.391","92.1"
"07/15/2021","16:03:59.088","91.84"
"07/15/2021","16:04:05.788","91.59"
"07/15/2021","16:04:12.487","91.32"
"07/15/2021","16:04:19.186","91.09"
"07/15/2021","16:04:25.889","90.84"
"07/15/2021","16:04:32.586","90.63"
"07/15/2021","16:04:39.285","90.41"
"07/15/2021","16:04:45.986","90.19"
"07/15/2021","16:04:52.685","90"
"07/15/2021","16:04:59.385","89.79"
"07/15/2021","16:05:06.085","89.61"
"07/15/2021","16:05:12.786","89.43"
"07/15/2021","16:05:19.484","89.25"
"07/15/2021","16:05:26.183","89.08"
"07/15/2021","16:05:32.887","88.91"
"07/15/2021","16:05:39.585","88.75"
"07/15/2021","16:05:46.287","88.6"
"07/15/2021","16:05:52.988","88.44"
"07/15/2021","16:05:59.686","88.3"
"07/15/2021","16:06:06.388","88.16"
"07/15/2021","16:06:13.086","88.02"
"07/15/2021","16:06:19.786","87.89"
"07/15/2021","16:06:26.485","87.75"
"07/15/2021","16:06:33.186","87.63"
"07/15/2021","16:06:39.885","87.51"
"07/15/2021","16:06:46.584","87.39"
"07/15/2021","16:06:53.287","87.27"
"07/15/2021","16:06:59.990","87.16"
"07/15/2021","16:07:06.686","87.05"
"07/15/2021","16:07:20.086","86.84"
"07/15/2021","16:07:26.785","86.74"
"07/15/2021","16:07:33.488","86.63"
"07/15/2021","16:07:46.888","86.44"
"07/15/2021","16:08:00.286","86.26"
"07/15/2021","16:08:13.684","86.08"
"07/15/2021","16:08:27.083","85.91"
"07/15/2021","16:08:40.483","85.75"
"07/15/2021","16:08:53.882","85.6"
"07/15/2021","16:09:07.287","85.45"
"07/15/2021","16:09:20.680","85.31"
"07/15/2021","16:09:34.079","85.17"
"07/15/2021","16:09:47.482","85.04"
"07/15/2021","16:10:00.877","84.92"
"07/15/2021","16:10:14.275","84.79"
"07/15/2021","16:10:27.676","84.68"
"07/15/2021","16:10:41.075","84.56"
"07/15/2021","16:10:54.475","84.46"
"07/15/2021","16:11:07.875","84.35"
"07/15/2021","16:11:27.969","84.19"
"07/15/2021","16:11:48.074","84.05"
"07/15/2021","16:12:08.166","83.91"
"07/15/2021","16:12:28.264","83.78"
"07/15/2021","16:12:48.365","83.65"
"07/15/2021","16:13:08.462","83.53"
"07/15/2021","16:13:28.562","83.41"
"07/15/2021","16:13:48.663","83.3"
"07/15/2021","16:14:08.761","83.19"
"07/15/2021","16:14:35.556","83.05"
"07/15/2021","16:15:02.354","82.92"
"07/15/2021","16:15:29.154","82.79"
"07/15/2021","16:15:55.960","82.67"
"07/15/2021","16:16:22.749","82.56"
"07/15/2021","16:16:49.545","82.45"
"07/15/2021","16:17:16.349","82.35"
"07/15/2021","16:17:49.844","82.22"
"07/15/2021","16:18:23.336","82.1"
"07/15/2021","16:18:56.835","81.98"
"07/15/2021","16:19:30.334","81.88"
"07/15/2021","16:20:03.832","81.77"
"07/15/2021","16:20:44.025","81.66"
"07/15/2021","16:21:30.924","81.54"
"07/15/2021","16:22:11.124","81.44"
"07/15/2021","16:22:58.019","81.33"
"07/15/2021","16:23:51.612","81.22"
"07/15/2021","16:24:45.208","81.11"
"07/15/2021","16:25:45.503","81"
"07/15/2021","16:26:49.169","80.89"
"07/15/2021","16:28:06.192","80.78"
"07/15/2021","16:29:26.590","80.67"
"07/15/2021","16:30:53.679","80.57"
"07/15/2021","16:32:40.876","80.46"
"07/15/2021","16:34:48.163","80.35"
"07/15/2021","16:37:25.615","80.24"
"07/15/2021","16:40:29.833","80.13"
"07/15/2021","16:44:41.072","80.02"
"07/15/2021","16:51:29.729","79.91"
"07/15/2021","17:01:15.936","79.8"
"07/15/2021","17:17:57.493","79.69"
"07/15/2021","22:43:33.060","79.8"
"07/15/2021","22:44:13.263","79.91"
"07/15/2021","22:45:13.554","80.01"
"07/15/2021","22:47:24.201","79.91"
"07/15/2021","22:53:56.109","79.8"
"07/16/2021","09:07:42.999","79.9"
"07/16/2021","09:08:29.903","80.01"
"07/16/2021","09:09:30.197","80.12"
"07/16/2021","09:11:50.872","80.02"
"07/16/2021","09:14:24.959","79.91"
"07/16/2021","10:51:20.072","80.02"
"07/16/2021","10:51:26.775","80.15"
"07/16/2021","10:51:33.471","80.33"
"07/16/2021","10:51:40.170","80.54"
"07/16/2021","10:51:46.869","80.82"
"07/16/2021","10:51:53.578","81.1"
"07/16/2021","10:52:00.268","81.41"
"07/16/2021","10:52:06.971","81.77"
"07/16/2021","10:52:13.667","82.12"
"07/16/2021","10:52:20.366","82.5"
"07/16/2021","10:52:27.066","82.87"
"07/16/2021","10:52:33.766","83.24"
"07/16/2021","10:52:40.484","83.64"
"07/16/2021","10:52:47.167","84"
"07/16/2021","10:52:53.868","84.4"
"07/16/2021","10:53:00.572","84.76"
"07/16/2021","10:53:07.275","85.12"
"07/16/2021","10:53:13.971","85.49"
"07/16/2021","10:53:20.662","85.83"
"07/16/2021","10:53:27.361","86.16"
"07/16/2021","10:53:34.061","86.52"
"07/16/2021","10:53:40.768","86.83"
"07/16/2021","10:53:47.470","87.15"
"07/16/2021","10:53:54.173","87.44"
"07/16/2021","10:54:00.858","87.72"
"07/16/2021","10:54:07.557","88.02"
"07/16/2021","10:54:14.259","88.28"
"07/16/2021","10:54:20.970","88.55"
"07/16/2021","10:54:27.656","88.79"
"07/16/2021","10:54:34.356","89.03"
"07/16/2021","10:54:41.054","89.27"
"07/16/2021","10:54:47.757","89.49"
"07/16/2021","10:54:54.454","89.72"
"07/16/2021","10:55:01.156","89.93"
"07/16/2021","10:55:07.856","90.12"
"07/16/2021","10:55:14.552","90.33"
"07/16/2021","10:55:21.257","90.51"
"07/16/2021","10:55:27.950","90.7"
"07/16/2021","10:55:34.649","90.87"
"07/16/2021","10:55:41.350","91.04"
"07/16/2021","10:55:48.048","91.21"
"07/16/2021","10:55:54.748","91.36"
"07/16/2021","10:56:01.447","91.52"
"07/16/2021","10:56:08.158","91.66"
"07/16/2021","10:56:14.847","91.8"
"07/16/2021","10:56:21.545","91.94"
"07/16/2021","10:56:28.246","92.07"
"07/16/2021","10:56:34.946","92.19"
"07/16/2021","10:56:41.653","92.31"
"07/16/2021","10:56:48.343","92.42"
"07/16/2021","10:56:55.042","92.54"
"07/16/2021","10:57:08.453","92.75"
"07/16/2021","10:57:21.844","92.94"
"07/16/2021","10:57:35.245","93.12"
"07/16/2021","10:57:48.639","93.29"
"07/16/2021","10:58:02.037","93.44"
"07/16/2021","10:58:15.443","93.58"
"07/16/2021","10:58:28.840","93.71"
"07/16/2021","10:58:42.250","93.83"
"07/16/2021","10:58:55.641","93.95"
"07/16/2021","10:59:15.730","94.1"
"07/16/2021","10:59:35.829","94.23"
"07/16/2021","10:59:55.935","94.35"
"07/16/2021","11:00:16.029","94.46"
"07/16/2021","11:00:36.124","94.56"
"07/16/2021","11:01:02.925","94.67"
"07/16/2021","11:01:36.423","94.78"
"07/16/2021","11:02:16.614","94.89"
"07/16/2021","11:03:10.215","95"
"07/16/2021","11:04:40.656","95.11"
"07/16/2021","11:09:48.825","95.22"
"07/16/2021","11:13:13.157","95.33"
"07/16/2021","11:17:07.636","95.43"
"07/16/2021","11:24:19.747","95.54"
"07/16/2021","11:30:41.615","95.65"
"07/16/2021","11:34:56.192","95.76"
"07/16/2021","11:37:13.528","95.87"
"07/16/2021","11:39:04.085","95.98"
"07/16/2021","11:40:44.559","96.09"
"07/16/2021","11:42:08.312","96.2"
"07/16/2021","11:43:28.695","96.31"
"07/16/2021","11:44:35.690","96.42"
"07/16/2021","11:45:35.983","96.54"
"07/16/2021","11:46:29.587","96.66"
"07/16/2021","11:47:16.475","96.77"
"07/16/2021","11:47:56.682","96.87"
"07/16/2021","11:48:43.566","96.99"
"07/16/2021","11:48:56.967","97.14"
"07/16/2021","11:49:03.665","97.29"
"07/16/2021","11:49:10.366","97.5"
"07/16/2021","11:49:17.064","97.75"
"07/16/2021","11:49:23.763","98.03"
"07/16/2021","11:49:30.468","98.36"
"07/16/2021","11:49:37.166","98.69"
"07/16/2021","11:49:43.863","99.08"
"07/16/2021","11:49:50.565","99.45"
"07/16/2021","11:49:57.263","99.85"
"07/16/2021","11:50:03.966","100.28"
"07/16/2021","11:50:10.661","100.7"
"07/16/2021","11:50:17.362","101.14"
"07/16/2021","11:50:24.059","101.57"
"07/16/2021","11:50:30.762","101.99"
"07/16/2021","11:50:37.458","102.46"
"07/16/2021","11:50:44.160","102.89"
"07/16/2021","11:50:50.860","103.33"
"07/16/2021","11:50:57.569","103.8"
"07/16/2021","11:51:04.282","104.25"
"07/16/2021","11:51:10.972","104.73"
"07/16/2021","11:51:17.656","105.18"
"07/16/2021","11:51:24.354","105.62"
"07/16/2021","11:51:31.062","106.1"
"07/16/2021","11:51:37.765","106.55"
"07/16/2021","11:51:44.452","107.03"
"07/16/2021","11:51:51.153","107.48"
"07/16/2021","11:51:57.853","107.92"
"07/16/2021","11:52:04.552","108.4"
"07/16/2021","11:52:11.252","108.85"
"07/16/2021","11:52:17.950","109.32"
"07/16/2021","11:52:24.652","109.75"
"07/16/2021","11:52:31.353","110.19"
"07/16/2021","11:52:38.050","110.65"
"07/16/2021","11:52:44.752","111.09"
"07/16/2021","11:52:51.451","111.55"
"07/16/2021","11:52:58.147","111.98"
"07/16/2021","11:53:04.848","112.41"
"07/16/2021","11:53:11.546","112.87"
"07/16/2021","11:53:18.247","113.29"
"07/16/2021","11:53:24.948","113.75"
"07/16/2021","11:53:31.644","114.17"
"07/16/2021","11:53:38.348","114.6"
"07/16/2021","11:53:45.045","115.05"
"07/16/2021","11:53:51.744","115.47"
"07/16/2021","11:53:58.449","115.92"
"07/16/2021","11:54:05.149","116.34"
"07/16/2021","11:54:11.843","116.76"
"07/16/2021","11:54:18.542","117.21"
"07/16/2021","11:54:25.241","117.63"
"07/16/2021","11:54:31.948","118.07"
"07/16/2021","11:54:38.645","118.48"
"07/16/2021","11:54:45.343","118.88"
"07/16/2021","11:54:52.039","119.32"
"07/16/2021","11:54:58.742","119.72"
"07/16/2021","11:55:05.443","120.15"
"07/16/2021","11:55:12.137","120.55"
"07/16/2021","11:55:18.836","120.95"
"07/16/2021","11:55:25.536","121.38"
"07/16/2021","11:55:32.235","121.78"
"07/16/2021","11:55:38.935","122.17"
"07/16/2021","11:55:45.635","122.6"
"07/16/2021","11:55:52.337","123"
"07/16/2021","11:55:59.034","123.42"
"07/16/2021","11:56:05.733","123.81"
"07/16/2021","11:56:12.445","124.21"
"07/16/2021","11:56:19.134","124.63"
"07/16/2021","11:56:25.835","125.02"
"07/16/2021","11:56:32.532","125.44"
"07/16/2021","11:56:39.241","125.83"
"07/16/2021","11:56:45.934","126.21"
"07/16/2021","11:56:52.634","126.63"
"07/16/2021","11:56:59.332","127.02"
"07/16/2021","11:57:06.032","127.44"
