"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]"
"07/17/2021","12:15:30.131","258.35"
"07/17/2021","12:15:43.537","258.53"
"07/17/2021","12:15:50.250","258.63"
"07/17/2021","12:16:03.629","258.8"
"07/17/2021","12:16:17.027","258.98"
"07/17/2021","12:16:30.432","259.17"
"07/17/2021","12:16:43.824","259.35"
"07/17/2021","12:16:57.223","259.54"
"07/17/2021","12:17:10.642","259.71"
"07/17/2021","12:17:17.331","259.81"
"07/17/2021","12:17:30.721","260"
"07/17/2021","12:17:44.124","260.18"
"07/17/2021","12:17:57.533","260.37"
"07/17/2021","12:18:04.219","260.47"
"07/17/2021","12:18:17.619","260.65"
"07/17/2021","12:18:24.319","260.76"
"07/17/2021","12:18:37.739","260.95"
"07/17/2021","12:18:51.117","261.14"
"07/17/2021","12:18:57.824","261.24"
"07/17/2021","12:19:11.216","261.43"
"07/17/2021","12:19:24.616","261.62"
"07/17/2021","12:19:31.315","261.72"
"07/17/2021","12:19:44.714","261.91"
"07/17/2021","12:19:58.131","262.1"
"07/17/2021","12:20:11.518","262.3"
"07/17/2021","12:20:24.911","262.5"
"07/17/2021","12:20:38.328","262.7"
"07/17/2021","12:20:51.709","262.9"
"07/17/2021","12:21:05.112","263.09"
"07/17/2021","12:21:11.807","263.19"
"07/17/2021","12:21:18.507","263.29"
"07/17/2021","12:21:31.920","263.49"
"07/17/2021","12:21:45.309","263.69"
"07/17/2021","12:21:52.005","263.79"
"07/17/2021","12:22:05.404","263.99"
"07/17/2021","12:22:18.821","264.19"
"07/17/2021","12:22:25.502","264.29"
"07/17/2021","12:22:32.201","264.4"
"07/17/2021","12:22:45.601","264.59"
"07/17/2021","12:22:52.299","264.7"
"07/17/2021","12:23:05.699","264.9"
"07/17/2021","12:23:12.407","265"
"07/17/2021","12:23:19.100","265.1"
"07/17/2021","12:23:32.516","265.3"
"07/17/2021","12:23:39.213","265.41"
"07/17/2021","12:23:52.601","265.61"
"07/17/2021","12:24:05.997","265.81"
"07/17/2021","12:24:12.708","265.92"
"07/17/2021","12:24:26.094","266.12"
"07/17/2021","12:24:32.794","266.23"
"07/17/2021","12:24:46.193","266.43"
"07/17/2021","12:24:59.611","266.63"
"07/17/2021","12:25:06.296","266.74"
"07/17/2021","12:25:19.696","266.95"
"07/17/2021","12:25:26.395","267.05"
"07/17/2021","12:25:39.798","267.26"
"07/17/2021","12:25:46.489","267.36"
"07/17/2021","12:25:53.188","267.47"
"07/17/2021","12:26:06.588","267.67"
"07/17/2021","12:26:13.287","267.78"
"07/17/2021","12:26:26.701","267.98"
"07/17/2021","12:26:33.387","268.09"
"07/17/2021","12:26:40.084","268.19"
"07/17/2021","12:26:46.785","268.3"
"07/17/2021","12:27:00.184","268.5"
"07/17/2021","12:27:06.883","268.61"
"07/17/2021","12:27:20.294","268.82"
"07/17/2021","12:27:26.981","268.92"
"07/17/2021","12:27:40.380","269.13"
"07/17/2021","12:27:47.079","269.23"
"07/17/2021","12:27:53.790","269.34"
"07/17/2021","12:28:00.495","269.44"
"07/17/2021","12:28:07.178","269.54"
"07/17/2021","12:28:13.879","269.65"
"07/17/2021","12:28:20.578","269.75"
"07/17/2021","12:28:27.277","269.87"
"07/17/2021","12:28:33.987","269.97"
"07/17/2021","12:28:47.391","270.18"
"07/17/2021","12:29:00.774","270.39"
"07/17/2021","12:29:07.473","270.49"
"07/17/2021","12:29:14.173","270.6"
"07/17/2021","12:29:20.873","270.71"
"07/17/2021","12:29:27.595","270.81"
"07/17/2021","12:29:34.279","270.92"
"07/17/2021","12:29:47.671","271.13"
"07/17/2021","12:29:54.371","271.24"
"07/17/2021","12:30:07.794","271.45"
"07/17/2021","12:30:14.483","271.55"
"07/17/2021","12:30:21.170","271.66"
"07/17/2021","12:30:27.867","271.77"
"07/17/2021","12:30:34.569","271.87"
"07/17/2021","12:30:41.268","271.98"
"07/17/2021","12:30:47.968","272.09"
"07/17/2021","12:30:54.684","272.19"
"07/17/2021","12:31:01.376","272.3"
"07/17/2021","12:31:14.768","272.51"
"07/17/2021","12:31:21.466","272.62"
"07/17/2021","12:31:28.165","272.72"
"07/17/2021","12:31:34.878","272.83"
"07/17/2021","12:31:41.579","272.94"
"07/17/2021","12:31:48.263","273.05"
"07/17/2021","12:32:01.671","273.25"
"07/17/2021","12:32:08.362","273.37"
"07/17/2021","12:32:15.075","273.47"
"07/17/2021","12:32:21.781","273.58"
"07/17/2021","12:32:28.464","273.69"
"07/17/2021","12:32:35.165","273.79"
"07/17/2021","12:32:41.860","273.9"
"07/17/2021","12:32:48.561","274.01"
"07/17/2021","12:32:55.263","274.12"
"07/17/2021","12:33:01.970","274.22"
"07/17/2021","12:33:08.663","274.33"
"07/17/2021","12:33:15.360","274.44"
"07/17/2021","12:33:22.059","274.54"
"07/17/2021","12:33:28.759","274.65"
"07/17/2021","12:33:35.457","274.76"
"07/17/2021","12:33:42.178","274.87"
"07/17/2021","12:33:48.874","274.98"
"07/17/2021","12:34:02.255","275.19"
"07/17/2021","12:34:08.954","275.3"
"07/17/2021","12:34:22.354","275.51"
"07/17/2021","12:34:29.054","275.62"
"07/17/2021","12:34:35.806","275.73"
"07/17/2021","12:34:42.470","275.84"
"07/17/2021","12:34:49.153","275.94"
"07/17/2021","12:34:55.852","276.05"
"07/17/2021","12:35:02.553","276.16"
"07/17/2021","12:35:15.951","276.37"
"07/17/2021","12:35:22.667","276.48"
"07/17/2021","12:35:29.355","276.59"
"07/17/2021","12:35:36.053","276.7"
"07/17/2021","12:35:42.748","276.8"
"07/17/2021","12:35:49.448","276.92"
"07/17/2021","12:36:02.865","277.13"
"07/17/2021","12:36:09.565","277.24"
"07/17/2021","12:36:22.947","277.46"
"07/17/2021","12:36:29.644","277.56"
"07/17/2021","12:36:36.346","277.68"
"07/17/2021","12:36:49.761","277.89"
"07/17/2021","12:36:56.457","278"
"07/17/2021","12:37:03.146","278.1"
"07/17/2021","12:37:09.839","278.22"
"07/17/2021","12:37:23.241","278.43"
"07/17/2021","12:37:29.941","278.54"
"07/17/2021","12:37:36.653","278.65"
"07/17/2021","12:37:43.344","278.76"
"07/17/2021","12:37:50.040","278.87"
"07/17/2021","12:37:56.739","278.97"
"07/17/2021","12:38:03.439","279.08"
"07/17/2021","12:38:10.138","279.18"
"07/17/2021","12:38:16.841","279.29"
"07/17/2021","12:38:23.560","279.4"
"07/17/2021","12:38:30.246","279.5"
"07/17/2021","12:38:36.936","279.61"
"07/17/2021","12:38:50.335","279.81"
"07/17/2021","12:38:57.035","279.91"
"07/17/2021","12:39:10.443","280.12"
"07/17/2021","12:39:17.152","280.22"
"07/17/2021","12:39:30.532","280.43"
"07/17/2021","12:39:43.930","280.63"
"07/17/2021","12:39:50.630","280.73"
"07/17/2021","12:39:57.329","280.84"
"07/17/2021","12:40:04.048","280.94"
"07/17/2021","12:40:10.729","281.04"
"07/17/2021","12:40:17.428","281.15"
"07/17/2021","12:40:24.127","281.25"
"07/17/2021","12:40:30.827","281.36"
"07/17/2021","12:40:44.247","281.56"
"07/17/2021","12:40:50.936","281.67"
"07/17/2021","12:41:04.325","281.88"
"07/17/2021","12:41:11.025","281.98"
"07/17/2021","12:41:17.725","282.09"
"07/17/2021","12:41:24.424","282.2"
"07/17/2021","12:41:31.140","282.3"
"07/17/2021","12:41:37.842","282.41"
"07/17/2021","12:41:51.222","282.61"
"07/17/2021","12:41:57.922","282.73"
"07/17/2021","12:42:11.321","282.94"
"07/17/2021","12:42:18.042","283.04"
"07/17/2021","12:42:24.718","283.15"
"07/17/2021","12:42:31.422","283.26"
"07/17/2021","12:42:38.118","283.36"
"07/17/2021","12:42:44.818","283.47"
"07/17/2021","12:42:51.517","283.58"
"07/17/2021","12:42:58.240","283.68"
"07/17/2021","12:43:04.935","283.79"
"07/17/2021","12:43:11.620","283.9"
"07/17/2021","12:43:18.315","284.01"
"07/17/2021","12:43:25.014","284.11"
"07/17/2021","12:43:31.716","284.22"
"07/17/2021","12:43:38.413","284.33"
"07/17/2021","12:43:45.117","284.43"
"07/17/2021","12:43:51.833","284.55"
"07/17/2021","12:44:05.211","284.75"
"07/17/2021","12:44:11.912","284.86"
"07/17/2021","12:44:18.610","284.97"
"07/17/2021","12:44:25.309","285.08"
"07/17/2021","12:44:32.009","285.19"
"07/17/2021","12:44:38.720","285.29"
"07/17/2021","12:44:45.410","285.4"
"07/17/2021","12:44:52.108","285.51"
"07/17/2021","12:44:58.808","285.62"
"07/17/2021","12:45:05.508","285.73"
"07/17/2021","12:45:18.923","285.94"
"07/17/2021","12:45:25.609","286.05"
"07/17/2021","12:45:32.305","286.16"
"07/17/2021","12:45:39.005","286.27"
"07/17/2021","12:45:45.705","286.37"
"07/17/2021","12:45:52.403","286.48"
"07/17/2021","12:45:59.124","286.59"
"07/17/2021","12:46:05.802","286.7"
"07/17/2021","12:46:12.502","286.8"
"07/17/2021","12:46:19.202","286.91"
"07/17/2021","12:46:25.902","287.02"
"07/17/2021","12:46:32.601","287.13"
"07/17/2021","12:46:39.321","287.24"
"07/17/2021","12:46:52.699","287.45"
"07/17/2021","12:46:59.399","287.56"
"07/17/2021","12:47:06.098","287.67"
"07/17/2021","12:47:12.798","287.78"
"07/17/2021","12:47:19.497","287.88"
"07/17/2021","12:47:26.213","287.99"
"07/17/2021","12:47:32.914","288.1"
"07/17/2021","12:47:39.595","288.21"
"07/17/2021","12:47:46.295","288.32"
"07/17/2021","12:47:52.994","288.42"
"07/17/2021","12:47:59.695","288.53"
"07/17/2021","12:48:06.397","288.64"
"07/17/2021","12:48:13.105","288.74"
"07/17/2021","12:48:19.800","288.86"
"07/17/2021","12:48:33.192","289.07"
"07/17/2021","12:48:39.893","289.18"
"07/17/2021","12:48:53.290","289.4"
"07/17/2021","12:49:00.008","289.5"
"07/17/2021","12:49:06.699","289.6"
"07/17/2021","12:49:13.389","289.72"
"07/17/2021","12:49:26.788","289.93"
"07/17/2021","12:49:33.490","290.04"
"07/17/2021","12:49:46.890","290.26"
"07/17/2021","12:49:53.585","290.36"
"07/17/2021","12:50:00.285","290.47"
"07/17/2021","12:50:06.985","290.58"
"07/17/2021","12:50:13.683","290.68"
"07/17/2021","12:50:20.400","290.79"
"07/17/2021","12:50:27.101","290.9"
"07/17/2021","12:50:33.781","291.01"
"07/17/2021","12:50:40.482","291.11"
"07/17/2021","12:50:47.189","291.22"
"07/17/2021","12:50:53.882","291.33"
"07/17/2021","12:51:00.584","291.43"
"07/17/2021","12:51:07.298","291.55"
"07/17/2021","12:51:20.679","291.75"
"07/17/2021","12:51:27.379","291.87"
"07/17/2021","12:51:34.079","291.97"
"07/17/2021","12:51:40.781","292.08"
"07/17/2021","12:51:47.477","292.19"
"07/17/2021","12:51:54.190","292.29"
"07/17/2021","12:52:00.876","292.4"
"07/17/2021","12:52:07.579","292.51"
"07/17/2021","12:52:14.275","292.62"
"07/17/2021","12:52:20.975","292.72"
"07/17/2021","12:52:27.677","292.83"
"07/17/2021","12:52:34.391","292.94"
"07/17/2021","12:52:41.087","293.05"
"07/17/2021","12:52:47.771","293.16"
"07/17/2021","12:53:01.171","293.36"
"07/17/2021","12:53:07.870","293.48"
"07/17/2021","12:53:21.285","293.69"
"07/17/2021","12:53:27.969","293.8"
"07/17/2021","12:53:41.371","294.02"
"07/17/2021","12:53:48.068","294.12"
"07/17/2021","12:53:54.783","294.23"
"07/17/2021","12:54:08.168","294.44"
"07/17/2021","12:54:14.872","294.55"
"07/17/2021","12:54:28.265","294.77"
"07/17/2021","12:54:34.965","294.87"
"07/17/2021","12:54:41.675","294.98"
"07/17/2021","12:54:48.373","295.09"
"07/17/2021","12:54:55.063","295.19"
"07/17/2021","12:55:01.767","295.3"
"07/17/2021","12:55:08.464","295.41"
"07/17/2021","12:55:21.886","295.62"
"07/17/2021","12:55:28.588","295.73"
"07/17/2021","12:55:35.267","295.84"
"07/17/2021","12:55:41.963","295.94"
"07/17/2021","12:55:48.661","296.05"
"07/17/2021","12:55:55.361","296.16"
"07/17/2021","12:56:08.771","296.37"
"07/17/2021","12:56:15.464","296.48"
"07/17/2021","12:56:28.859","296.69"
"07/17/2021","12:56:35.560","296.8"
"07/17/2021","12:56:42.258","296.91"
"07/17/2021","12:56:48.979","297.02"
"07/17/2021","12:56:55.667","297.12"
"07/17/2021","12:57:02.368","297.23"
"07/17/2021","12:57:09.056","297.34"
"07/17/2021","12:57:15.755","297.45"
"07/17/2021","12:57:22.458","297.55"
"07/17/2021","12:57:35.864","297.77"
"07/17/2021","12:57:42.564","297.87"
"07/17/2021","12:57:49.252","297.98"
"07/17/2021","12:57:55.952","298.09"
"07/17/2021","12:58:02.651","298.19"
"07/17/2021","12:58:09.358","298.3"
"07/17/2021","12:58:16.072","298.41"
"07/17/2021","12:58:22.753","298.52"
"07/17/2021","12:58:29.449","298.62"
"07/17/2021","12:58:36.149","298.73"
"07/17/2021","12:58:42.847","298.84"
"07/17/2021","12:58:49.555","298.94"
"07/17/2021","12:58:56.247","299.05"
"07/17/2021","12:59:09.666","299.26"
"07/17/2021","12:59:16.346","299.37"
"07/17/2021","12:59:23.046","299.47"
"07/17/2021","12:59:29.745","299.59"
"07/17/2021","12:59:36.444","299.69"
"07/17/2021","12:59:43.144","299.79"
"07/17/2021","12:59:49.857","299.9"
"07/17/2021","12:59:56.562","300"
"07/17/2021","13:00:03.251","300.11"
"07/17/2021","13:00:16.642","300.3"
"07/17/2021","13:00:30.041","300.48"
"07/17/2021","13:00:43.447","300.65"
"07/17/2021","13:00:56.846","300.8"
"07/17/2021","13:01:10.237","300.93"
"07/17/2021","13:01:23.658","301.04"
"07/17/2021","13:01:43.735","301.19"
"07/17/2021","13:02:03.845","301.29"
"07/17/2021","13:02:30.630","301.4"
"07/17/2021","13:05:14.771","301.29"
"07/17/2021","13:05:48.259","301.19"
"07/17/2021","13:06:15.056","301.09"
"07/17/2021","13:06:48.556","300.96"
"07/17/2021","13:07:15.352","300.85"
"07/17/2021","13:07:42.150","300.74"
"07/17/2021","13:08:08.947","300.63"
"07/17/2021","13:08:35.745","300.51"
"07/17/2021","13:09:02.555","300.4"
"07/17/2021","13:09:29.341","300.28"
"07/17/2021","13:09:56.139","300.17"
"07/17/2021","13:10:22.937","300.05"
"07/17/2021","13:10:49.736","299.94"
"07/17/2021","13:11:16.534","299.83"
"07/17/2021","13:11:43.349","299.72"
"07/17/2021","13:12:10.130","299.61"
"07/17/2021","13:12:36.934","299.51"
"07/17/2021","13:13:03.728","299.4"
"07/17/2021","13:13:37.224","299.28"
"07/17/2021","13:14:10.725","299.15"
"07/17/2021","13:14:44.238","299.03"
"07/17/2021","13:15:17.716","298.91"
"07/17/2021","13:15:51.213","298.8"
"07/17/2021","13:16:24.712","298.68"
"07/17/2021","13:16:58.228","298.58"
"07/17/2021","13:17:31.707","298.47"
"07/17/2021","13:18:05.205","298.37"
"07/17/2021","13:18:38.702","298.27"
"07/17/2021","13:19:18.899","298.15"
"07/17/2021","13:19:59.097","298.04"
"07/17/2021","13:20:39.294","297.93"
"07/17/2021","13:21:19.492","297.82"
"07/17/2021","13:22:06.388","297.71"
"07/17/2021","13:22:53.289","297.59"
"07/17/2021","13:23:40.186","297.48"
"07/17/2021","13:24:27.084","297.38"
"07/17/2021","13:25:13.979","297.28"
"07/17/2021","13:26:07.575","297.16"
"07/17/2021","13:27:01.190","297.06"
"07/17/2021","13:27:54.774","296.96"
"07/17/2021","13:28:55.064","296.85"
"07/17/2021","13:29:55.374","296.75"
"07/17/2021","13:30:55.657","296.65"
"07/17/2021","13:32:09.365","296.54"
"07/17/2021","13:33:16.351","296.44"
"07/17/2021","13:34:30.046","296.34"
"07/17/2021","13:35:57.140","296.23"
"07/17/2021","13:37:20.912","296.13"
"07/17/2021","13:38:51.327","296.03"
"07/17/2021","13:40:38.519","295.92"
"07/17/2021","13:42:29.072","295.82"
"07/17/2021","13:44:43.080","295.71"
"07/17/2021","13:47:07.092","295.6"
"07/17/2021","13:49:44.542","295.5"
"07/17/2021","13:52:38.728","295.4"
"07/17/2021","13:56:36.550","295.29"
"07/17/2021","14:01:01.207","295.19"
"07/17/2021","14:06:56.277","295.09"
"07/17/2021","14:18:16.260","294.98"
"07/17/2021","15:11:05.122","295.09"
"07/17/2021","15:26:22.975","295.19"
"07/17/2021","15:40:17.052","295.29"
"07/17/2021","15:54:41.299","295.4"
"07/17/2021","16:07:21.689","295.5"
"07/17/2021","16:19:52.033","295.6"
"07/17/2021","16:33:32.713","295.71"
"07/17/2021","16:45:46.302","295.81"
"07/17/2021","16:58:16.651","295.91"
"07/17/2021","17:12:07.388","296.02"
"07/17/2021","17:24:44.432","296.12"
"07/17/2021","17:37:41.575","296.22"
"07/17/2021","17:51:49.071","296.33"
"07/17/2021","18:04:46.214","296.43"
"07/17/2021","18:19:20.512","296.54"
"07/17/2021","18:34:04.827","296.65"
"07/17/2021","18:47:52.216","296.75"
"07/17/2021","19:01:42.970","296.85"
"07/17/2021","19:17:10.833","296.96"
"07/17/2021","19:31:48.473","297.06"
"07/17/2021","19:46:19.425","297.16"
"07/17/2021","20:02:50.941","297.27"
"07/17/2021","20:17:55.381","297.37"
"07/17/2021","20:33:36.645","297.47"
"07/17/2021","20:51:08.463","297.58"
"07/17/2021","21:07:23.255","297.68"
"07/17/2021","21:25:41.972","297.79"
"07/17/2021","21:44:34.184","297.9"
"07/17/2021","22:02:12.717","298"
"07/17/2021","22:20:21.378","298.1"
"07/17/2021","22:40:50.739","298.21"
"07/17/2021","22:59:49.660","298.31"
"07/17/2021","23:20:02.264","298.41"
"07/17/2021","23:42:32.231","298.52"
"07/18/2021","00:04:42.070","298.62"
"07/18/2021","00:26:58.606","298.72"
"07/18/2021","00:53:09.642","298.83"
"07/18/2021","01:17:40.181","298.93"
"07/18/2021","01:45:58.513","299.04"
"07/18/2021","02:15:53.982","299.15"
"07/18/2021","02:44:39.101","299.25"
"07/18/2021","03:14:47.971","299.35"
"07/18/2021","03:49:48.267","299.46"
"07/18/2021","04:23:08.070","299.56"
"07/18/2021","04:58:48.570","299.66"
"07/18/2021","05:40:34.185","299.77"
"07/18/2021","06:21:22.880","299.87"
"07/18/2021","07:04:45.649","299.97"
"07/18/2021","07:57:57.967","300.08"
"07/18/2021","08:49:09.704","300.18"
"07/18/2021","09:52:04.879","300.29"
"07/18/2021","11:01:45.369","300.4"
"07/18/2021","12:10:28.940","300.5"
"07/18/2021","13:24:20.640","300.6"
"07/18/2021","14:54:23.817","300.71"
"07/18/2021","16:25:27.274","300.81"
"07/18/2021","18:11:48.566","300.91"
"07/18/2021","20:41:46.000","301.02"
"07/19/2021","00:38:18.901","301.12"
"07/19/2021","06:47:57.610","301.22"
"07/19/2021","10:42:15.535","301.28"
"07/19/2021","10:51:07.708","0"
"07/19/2021","10:52:33.311","301.28"
"07/19/2021","11:34:18.911","301.14"
"07/19/2021","11:34:32.312","300.96"
"07/19/2021","11:34:39.011","300.82"
"07/19/2021","11:34:45.710","300.62"
"07/19/2021","11:34:52.428","300.38"
"07/19/2021","11:34:59.120","300.08"
"07/19/2021","11:35:05.816","299.7"
"07/19/2021","11:35:12.510","299.28"
"07/19/2021","11:35:19.209","298.75"
"07/19/2021","11:35:25.909","298.19"
"07/19/2021","11:35:32.610","297.56"
"07/19/2021","11:35:39.308","296.82"
"07/19/2021","11:35:46.007","296.06"
"07/19/2021","11:35:52.709","295.17"
"07/19/2021","11:35:59.407","294.28"
"07/19/2021","11:36:06.107","293.33"
"07/19/2021","11:36:12.806","292.22"
"07/19/2021","11:36:19.506","291.13"
"07/19/2021","11:36:26.223","289.88"
"07/19/2021","11:36:32.907","288.64"
"07/19/2021","11:36:39.606","287.34"
"07/19/2021","11:36:46.306","285.85"
"07/19/2021","11:36:53.006","284.4"
"07/19/2021","11:36:59.706","282.74"
"07/19/2021","11:37:06.406","281.11"
"07/19/2021","11:37:13.130","279.41"
"07/19/2021","11:37:19.810","277.46"
"07/19/2021","11:37:26.505","275.57"
"07/19/2021","11:37:33.206","273.44"
"07/19/2021","11:37:39.905","271.37"
"07/19/2021","11:37:46.605","269.22"
"07/19/2021","11:37:53.304","266.8"
"07/19/2021","11:38:00.021","264.47"
"07/19/2021","11:38:06.703","261.86"
"07/19/2021","11:38:13.404","259.3"
"07/19/2021","11:38:20.102","256.56"
"07/19/2021","11:38:26.804","253.34"
"07/19/2021","11:38:33.504","250.01"
"07/19/2021","11:38:40.212","245.99"
"07/19/2021","11:38:46.909","241.83"
"07/19/2021","11:38:53.603","237.29"
"07/19/2021","11:39:00.302","232.09"
"07/19/2021","11:39:07.002","226.99"
"07/19/2021","11:39:13.702","221.25"
"07/19/2021","11:39:20.427","215.84"
"07/19/2021","11:39:27.102","210.37"
"07/19/2021","11:39:33.803","204.49"
"07/19/2021","11:39:40.503","199.1"
"07/19/2021","11:39:47.202","193.36"
"07/19/2021","11:39:53.904","188.16"
"07/19/2021","11:40:00.620","183.13"
"07/19/2021","11:40:07.311","177.78"
"07/19/2021","11:40:14.001","172.98"
"07/19/2021","11:40:20.700","167.98"
"07/19/2021","11:40:27.406","163.51"
"07/19/2021","11:40:34.099","159.22"
"07/19/2021","11:40:40.800","154.75"
"07/19/2021","11:40:47.509","150.8"
"07/19/2021","11:40:54.198","146.71"
"07/19/2021","11:41:00.898","143.09"
"07/19/2021","11:41:07.598","139.61"
"07/19/2021","11:41:14.297","136.05"
"07/19/2021","11:41:20.996","132.89"
"07/19/2021","11:41:27.701","129.66"
"07/19/2021","11:41:34.407","126.81"
"07/19/2021","11:41:41.095","124.08"
"07/19/2021","11:41:47.795","121.31"
"07/19/2021","11:41:54.494","118.9"
"07/19/2021","11:42:01.200","116.42"
"07/19/2021","11:42:07.898","114.24"
"07/19/2021","11:42:14.608","112.2"
"07/19/2021","11:42:21.296","110.14"
"07/19/2021","11:42:27.993","108.35"
"07/19/2021","11:42:34.693","106.52"
"07/19/2021","11:42:41.392","104.94"
"07/19/2021","11:42:48.093","103.46"
"07/19/2021","11:42:54.802","101.98"
"07/19/2021","11:43:01.495","100.71"
"07/19/2021","11:43:08.192","99.41"
"07/19/2021","11:43:14.892","98.3"
"07/19/2021","11:43:21.592","97.26"
"07/19/2021","11:43:28.291","96.24"
"07/19/2021","11:43:34.996","95.36"
"07/19/2021","11:43:41.691","94.48"
"07/19/2021","11:43:48.390","93.73"
"07/19/2021","11:43:55.089","93.03"
"07/19/2021","11:44:01.791","92.33"
"07/19/2021","11:44:08.490","91.73"
"07/19/2021","11:44:15.208","91.14"
"07/19/2021","11:44:21.889","90.63"
"07/19/2021","11:44:28.588","90.17"
"07/19/2021","11:44:35.290","89.71"
"07/19/2021","11:44:41.990","89.32"
"07/19/2021","11:44:48.695","88.93"
"07/19/2021","11:44:55.407","88.6"
"07/19/2021","11:45:02.096","88.3"
"07/19/2021","11:45:08.791","87.99"
"07/19/2021","11:45:15.490","87.73"
"07/19/2021","11:45:22.193","87.48"
"07/19/2021","11:45:28.890","87.25"
"07/19/2021","11:45:35.609","87.05"
"07/19/2021","11:45:42.298","86.85"
"07/19/2021","11:45:48.987","86.67"
"07/19/2021","11:45:55.686","86.5"
"07/19/2021","11:46:02.391","86.34"
"07/19/2021","11:46:09.086","86.2"
"07/19/2021","11:46:15.785","86.07"
"07/19/2021","11:46:22.498","85.94"
"07/19/2021","11:46:29.193","85.82"
"07/19/2021","11:46:42.596","85.62"
"07/19/2021","11:46:49.283","85.52"
"07/19/2021","11:47:02.683","85.34"
"07/19/2021","11:47:16.082","85.2"
"07/19/2021","11:47:29.481","85.06"
"07/19/2021","11:47:42.880","84.94"
"07/19/2021","11:47:56.295","84.83"
"07/19/2021","11:48:16.378","84.68"
"07/19/2021","11:48:36.493","84.55"
"07/19/2021","11:48:56.575","84.43"
"07/19/2021","11:49:16.674","84.32"
"07/19/2021","11:49:43.471","84.2"
"07/19/2021","11:50:10.290","84.08"
"07/19/2021","11:50:37.069","83.97"
"07/19/2021","11:51:10.566","83.84"
"07/19/2021","11:51:44.064","83.72"
"07/19/2021","11:52:17.582","83.61"
"07/19/2021","11:52:57.760","83.48"
"07/19/2021","11:53:37.959","83.36"
"07/19/2021","11:54:18.154","83.25"
"07/19/2021","11:55:05.050","83.14"
"07/19/2021","11:55:51.954","83.03"
"07/19/2021","11:56:38.848","82.92"
"07/19/2021","11:57:32.465","82.82"
"07/19/2021","11:58:26.042","82.71"
"07/19/2021","11:59:29.699","82.6"
"07/19/2021","12:00:36.693","82.49"
"07/19/2021","12:01:47.030","82.38"
"07/19/2021","12:03:04.086","82.27"
"07/19/2021","12:04:31.179","82.16"
"07/19/2021","12:06:08.315","82.05"
"07/19/2021","12:07:58.866","81.94"
"07/19/2021","12:09:59.459","81.83"
"07/19/2021","12:12:23.500","81.72"
"07/19/2021","12:15:10.998","81.61"
"07/19/2021","12:18:28.642","81.5"
"07/19/2021","12:22:33.181","81.39"
"07/19/2021","12:27:41.343","81.28"
"07/19/2021","12:34:19.970","81.17"
"07/19/2021","12:42:39.078","81.07"
"07/19/2021","12:55:53.009","80.96"
"07/19/2021","13:18:06.190","80.85"
"07/19/2021","14:52:20.615","80.74"
"07/19/2021","18:42:41.824","80.84"
"07/19/2021","18:47:26.549","80.95"
"07/19/2021","18:55:42.318","81.06"
"07/20/2021","06:55:42.319","81.1"
"07/20/2021","12:13:38.049","80.99"
"07/21/2021","00:13:38.050","81.04"
"07/21/2021","05:30:06.682","80.94"
"07/21/2021","05:59:18.620","81.04"
"07/21/2021","13:54:55.393","80.94"
"07/21/2021","15:09:40.734","81.04"
"07/21/2021","21:50:15.362","80.94"
"07/21/2021","22:15:09.359","81.04"
"07/22/2021","06:32:42.573","80.94"
"07/22/2021","06:47:03.451","81.04"
"07/22/2021","14:29:56.470","80.94"
"07/22/2021","14:43:43.861","81.04"
"07/22/2021","22:24:36.263","80.94"
"07/22/2021","22:35:09.361","81.04"
"07/23/2021","10:35:09.362","81.09"
"07/23/2021","14:06:00.147","80.99"
"07/23/2021","14:41:23.899","81.09"
"07/23/2021","22:43:02.427","80.99"
"07/23/2021","23:20:33.490","81.09"
"07/24/2021","07:24:39.380","80.99"
"07/24/2021","07:50:23.621","81.09"
"07/24/2021","09:57:18.891","0"
"07/24/2021","09:58:53.985","81.11"
"07/24/2021","15:13:50.023","81"
"07/25/2021","03:13:50.024","81.05"
"07/25/2021","06:56:41.032","80.94"
"07/25/2021","07:16:26.853","81.04"
"07/25/2021","14:38:37.096","80.94"
"07/25/2021","15:21:53.193","81.04"
"07/25/2021","22:26:24.855","80.94"
"07/26/2021","09:17:53.390","81.04"
"07/26/2021","14:32:49.491","80.94"
"07/26/2021","15:02:11.459","81.04"
"07/26/2021","19:18:50.378","81.21"
"07/26/2021","19:19:03.770","81.44"
"07/26/2021","19:19:10.469","81.58"
"07/26/2021","19:19:17.190","81.76"
"07/26/2021","19:19:23.870","81.94"
"07/26/2021","19:19:30.569","82.14"
"07/26/2021","19:19:37.270","82.36"
"07/26/2021","19:19:43.969","82.57"
"07/26/2021","19:19:50.676","82.81"
"07/26/2021","19:19:57.386","83.03"
"07/26/2021","19:20:04.081","83.25"
"07/26/2021","19:20:10.777","83.49"
"07/26/2021","19:20:17.466","83.71"
"07/26/2021","19:20:24.167","83.94"
"07/26/2021","19:20:30.866","84.15"
"07/26/2021","19:20:37.564","84.35"
"07/26/2021","19:20:44.279","84.57"
"07/26/2021","19:20:50.964","84.76"
"07/26/2021","19:20:57.663","84.96"
"07/26/2021","19:21:04.363","85.14"
"07/26/2021","19:21:11.062","85.31"
"07/26/2021","19:21:17.762","85.47"
"07/26/2021","19:21:24.492","85.63"
