"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3889 (1156255) [Krios G4]","3889 (1156255) [Krios G4]"
"08/11/2021","04:39:19.274","2845.928",""
"08/11/2021","04:39:59.530","1678.57",""
"08/11/2021","04:40:12.714","2845.928",""
"08/11/2021","04:40:30.319","96315.789",""
"08/11/2021","04:59:58.563","2845.928",""
"08/11/2021","05:00:19.723","96315.789",""
"08/11/2021","05:20:12.942","2845.928",""
"08/11/2021","05:20:30.550","96315.789",""
"08/11/2021","05:35:26.423","2845.928",""
"08/11/2021","05:45:39.766","96315.789",""
"08/11/2021","06:05:15.028","1678.57",""
"08/11/2021","06:06:19.901","2845.928",""
"08/11/2021","06:06:56.889","1678.57",""
"08/11/2021","06:07:10.128","2845.928",""
"08/11/2021","06:07:27.807","96315.789",""
"08/11/2021","06:26:28.395","2845.928",""
"08/11/2021","06:26:49.120","96315.789",""
"08/11/2021","06:44:13.269","2845.928",""
"08/11/2021","06:44:30.868","96315.789",""
"08/11/2021","07:03:58.707","2845.928",""
"08/11/2021","07:04:19.652","96315.789",""
"08/11/2021","07:23:04.885","1678.57",""
"08/11/2021","07:24:10.180","2845.928",""
"08/11/2021","07:24:50.474","1678.57",""
"08/11/2021","07:25:03.129","2845.928",""
"08/11/2021","07:25:20.532","96315.789",""
"08/11/2021","07:44:21.270","2845.928",""
"08/11/2021","07:44:42.096","96315.789",""
"08/11/2021","08:03:19.626","2845.928",""
"08/11/2021","08:03:40.498","96315.789",""
"08/11/2021","08:23:10.903","2845.928",""
"08/11/2021","08:23:32.177","96315.789",""
"08/11/2021","08:42:17.071","1678.57",""
"08/11/2021","08:43:20.096","2845.928",""
"08/11/2021","08:44:00.286","1678.57",""
"08/11/2021","08:44:13.575","2845.928",""
"08/11/2021","08:44:31.085","96315.789",""
"08/11/2021","09:02:18.652","2845.928",""
"08/11/2021","09:02:36.028","96315.789",""
"08/11/2021","09:21:40.460","2845.928",""
"08/11/2021","09:22:01.239","96315.789",""
"08/11/2021","09:23:22.706","2845.928",""
"08/11/2021","09:23:43.721","96315.789",""
"08/11/2021","09:38:42.809","1678.57",""
"08/11/2021","09:39:46.873","2845.928",""
"08/11/2021","09:40:24.112","1678.57",""
"08/11/2021","09:40:37.557","2845.928",""
"08/11/2021","09:40:55.145","96315.789",""
"08/11/2021","10:00:44.893","2845.928",""
"08/11/2021","10:01:02.358","96315.789",""
"08/11/2021","10:20:31.866","2845.928",""
"08/11/2021","10:20:53.111","96315.789",""
"08/11/2021","10:21:49.963","","Open (2)"
"08/11/2021","10:39:33.852","2845.928",""
"08/11/2021","10:39:51.568","96315.789",""
"08/11/2021","10:59:23.544","1678.57",""
"08/11/2021","11:00:15.842","96315.789",""
"08/11/2021","11:02:32.321","64.396",""
"08/11/2021","11:09:14.931","196002.516",""
"08/11/2021","11:09:16.366","","Unknown (0)"
"08/11/2021","11:09:17.663","","Close (1)"
"08/11/2021","11:11:49.887","1678.57",""
"08/11/2021","11:12:01.602","","Unknown (0)"
"08/11/2021","11:12:02.161","","Open (2)"
"08/11/2021","11:13:22.693","2845.928",""
"08/11/2021","11:13:59.434","1678.57",""
"08/11/2021","11:14:12.580","2845.928",""
"08/11/2021","11:14:30.170","96315.789",""
"08/11/2021","11:18:50.121","64.396",""
"08/11/2021","11:20:29.407","96315.789",""
"08/11/2021","11:33:19.398","2845.928",""
"08/11/2021","11:33:36.811","96315.789",""
"08/11/2021","11:45:41.756","2845.928",""
"08/11/2021","11:46:02.992","96315.789",""
"08/11/2021","12:05:08.069","2845.928",""
"08/11/2021","12:05:25.363","96315.789",""
"08/11/2021","13:46:36.859","","Unknown (0)"
"08/11/2021","13:46:37.784","","Close (1)"
"08/11/2021","14:07:33.389","","Unknown (0)"
"08/11/2021","14:07:33.392","-1",""
"08/11/2021","14:07:55.092","96315.789",""
"08/11/2021","14:07:59.064","","Close (1)"
"08/11/2021","14:08:00.046","","Close (1)"
"08/11/2021","14:47:44.437","64.396",""
"08/11/2021","14:48:23.016","","Unknown (0)"
"08/11/2021","14:48:23.334","","Open (2)"
"08/11/2021","14:48:40.512","1678.57",""
"08/11/2021","14:50:46.702","2845.928",""
"08/11/2021","14:51:38.353","64.396",""
"08/11/2021","14:51:51.526","1678.57",""
"08/11/2021","14:52:17.611","64.396",""
"08/11/2021","14:52:41.229","1678.57",""
"08/11/2021","14:53:08.998","2845.928",""
"08/11/2021","14:53:22.888","96315.789",""
"08/11/2021","14:57:54.108","75338.953",""
"08/11/2021","14:57:58.302","58776.455",""
"08/11/2021","14:59:23.950","46974.741",""
"08/11/2021","14:59:29.304","36617.407",""
"08/11/2021","14:59:29.629","28920.994",""
"08/11/2021","14:59:45.784","36617.407",""
"08/11/2021","14:59:51.537","46974.741",""
"08/11/2021","14:59:57.134","58776.455",""
"08/11/2021","15:00:06.701","75338.953",""
"08/11/2021","15:00:18.026","96315.789",""
"08/11/2021","16:14:47.715","1678.57",""
"08/11/2021","16:15:20.412","2845.928",""
"08/11/2021","16:15:32.713","96315.789",""
"08/11/2021","16:16:07.851","2845.928",""
"08/11/2021","16:16:25.595","1678.57",""
"08/11/2021","16:16:49.092","","Unknown (0)"
"08/11/2021","16:16:49.911","","Close (1)"
"08/11/2021","16:22:02.851","64.396",""
"08/11/2021","16:22:08.104","","Unknown (0)"
"08/11/2021","16:22:08.418","","Open (2)"
"08/11/2021","16:22:17.293","1678.57",""
"08/11/2021","16:23:11.132","2845.928",""
"08/11/2021","16:24:07.892","64.396",""
"08/11/2021","16:30:01.369","","Unknown (0)"
"08/11/2021","16:30:02.422","","Close (1)"
"08/11/2021","16:30:13.904","196002.516",""
"08/11/2021","16:30:39.534","2845.928",""
"08/11/2021","18:18:41.617","","Unknown (0)"
"08/12/2021","04:30:39.535","2845.928",""
"08/12/2021","06:18:41.618","","Unknown (0)"
"08/12/2021","09:33:29.413","2845.928","Unknown (0)"
"08/12/2021","09:38:18.157","-1","Unknown (0)"
"08/12/2021","09:38:56.992","2845.928",""
"08/12/2021","09:46:48.619","2845.928","Unknown (0)"
"08/12/2021","09:47:23.603","-1","Unknown (0)"
"08/12/2021","09:48:02.298","2845.928",""
"08/12/2021","09:48:21.002","4964.732",""
"08/12/2021","09:55:54.957","","Close (1)"
"08/12/2021","10:41:30.755","","Unknown (0)"
"08/12/2021","10:41:30.937","","Open (2)"
"08/12/2021","10:41:40.796","3773.7",""
"08/12/2021","10:41:40.887","2845.928",""
"08/12/2021","10:44:36.896","2186.054",""
"08/12/2021","10:44:36.997","1159.214",""
"08/12/2021","10:44:37.178","1041.265",""
"08/12/2021","10:50:39.036","","Unknown (0)"
"08/12/2021","10:50:39.943","","Close (1)"
"08/12/2021","12:44:25.313","2845.928",""
"08/12/2021","12:44:25.396","64.396",""
"08/12/2021","12:45:13.243","2845.928",""
"08/12/2021","12:45:13.309","64.396",""
"08/12/2021","12:51:42.097","","Unknown (0)"
"08/12/2021","12:51:42.548","","Open (2)"
"08/12/2021","12:52:13.360","1678.57",""
"08/12/2021","12:53:00.543","2845.928",""
"08/12/2021","13:00:22.414","96315.789",""
"08/12/2021","13:06:13.957","-1",""
"08/12/2021","13:08:42.043","96315.789",""
"08/12/2021","13:18:15.778","","Unknown (0)"
"08/12/2021","13:18:17.067","","Close (1)"
"08/12/2021","13:25:08.529","657.216",""
"08/12/2021","13:25:24.778","","Unknown (0)"
"08/12/2021","13:25:25.077","","Open (2)"
"08/12/2021","13:25:36.148","1678.57",""
"08/12/2021","13:26:27.085","2845.928",""
"08/12/2021","13:27:06.373","657.216",""
"08/12/2021","13:27:19.791","2845.928",""
"08/12/2021","13:31:32.220","96315.789",""
"08/12/2021","13:32:00.932","-1",""
"08/12/2021","13:32:52.736","96315.789",""
"08/12/2021","13:34:28.369","2845.928",""
"08/12/2021","13:35:37.224","96315.789",""
"08/12/2021","13:43:20.123","2845.928",""
"08/12/2021","13:44:20.834","96315.789",""
"08/12/2021","13:49:49.799","657.216",""
"08/12/2021","13:50:54.285","1678.57",""
"08/12/2021","13:51:43.469","2845.928",""
"08/12/2021","13:52:22.342","657.216",""
"08/12/2021","13:52:35.290","2845.928",""
"08/12/2021","13:53:27.385","96315.789",""
"08/12/2021","13:55:50.488","2845.928",""
"08/12/2021","13:56:38.352","96315.789",""
"08/12/2021","13:59:04.223","657.216",""
"08/12/2021","14:00:35.168","1678.57",""
"08/12/2021","14:01:24.025","2845.928",""
"08/12/2021","14:02:04.333","657.216",""
"08/12/2021","14:02:16.087","2845.928",""
"08/12/2021","14:06:19.624","96315.789",""
"08/12/2021","14:18:40.237","657.216",""
"08/12/2021","14:20:40.221","1678.57",""
"08/12/2021","14:21:26.547","2845.928",""
"08/12/2021","14:22:02.531","657.216",""
"08/12/2021","14:22:15.126","2845.928",""
"08/12/2021","14:22:46.861","96315.789",""
"08/12/2021","14:30:29.874","2845.928",""
"08/12/2021","14:30:49.650","96315.789",""
"08/12/2021","15:35:40.900","657.216",""
"08/12/2021","15:37:55.424","1678.57",""
"08/12/2021","15:38:42.780","2845.928",""
"08/12/2021","15:39:19.159","657.216",""
"08/12/2021","15:39:31.033","2845.928",""
"08/12/2021","15:39:46.619","96315.789",""
"08/12/2021","15:46:43.251","2845.928",""
"08/12/2021","15:47:03.905","96315.789",""
"08/12/2021","15:54:00.323","2845.928",""
"08/12/2021","15:54:16.892","96315.789",""
"08/12/2021","16:55:19.976","657.216",""
"08/12/2021","16:56:43.097","1678.57",""
"08/12/2021","16:57:31.961","2845.928",""
"08/12/2021","16:58:11.525","657.216",""
"08/12/2021","16:58:25.033","2845.928",""
"08/12/2021","16:58:41.222","96315.789",""
"08/12/2021","17:05:59.884","2845.928",""
"08/12/2021","17:06:20.220","96315.789",""
"08/12/2021","17:13:56.254","","Unknown (0)"
"08/12/2021","17:13:57.269","","Close (1)"
"08/12/2021","17:38:31.282","","Unknown (0)"
"08/12/2021","17:38:31.792","","Open (2)"
"08/12/2021","18:08:27.926","657.216",""
"08/12/2021","18:09:41.269","1678.57",""
"08/12/2021","18:10:28.543","2845.928",""
"08/12/2021","18:14:55.310","64.396",""
"08/12/2021","18:21:41.535","196002.516",""
"08/12/2021","18:21:45.692","","Unknown (0)"
"08/12/2021","18:21:46.825","","Close (1)"
"08/12/2021","18:25:09.238","657.216",""
"08/12/2021","18:25:21.857","","Unknown (0)"
"08/12/2021","18:25:22.332","","Open (2)"
"08/12/2021","18:26:17.783","1678.57",""
"08/12/2021","18:27:04.252","2845.928",""
"08/12/2021","18:27:43.794","657.216",""
"08/12/2021","18:27:55.586","2845.928",""
"08/12/2021","18:31:08.018","96315.789",""
"08/12/2021","18:31:27.714","-1",""
"08/12/2021","18:32:51.780","96315.789",""
"08/12/2021","18:33:28.550","2845.928",""
"08/12/2021","18:34:31.133","657.216",""
"08/12/2021","18:34:45.924","1678.57",""
"08/12/2021","18:35:29.975","2845.928",""
"08/12/2021","18:36:09.503","657.216",""
"08/12/2021","18:36:21.784","2845.928",""
"08/12/2021","18:48:38.337","96315.789",""
"08/12/2021","18:55:12.289","2845.928",""
"08/12/2021","18:55:31.880","96315.789",""
"08/12/2021","19:03:32.410","2845.928",""
"08/12/2021","19:03:52.687","96315.789",""
"08/12/2021","19:10:24.423","2845.928",""
"08/12/2021","19:10:41.086","96315.789",""
"08/12/2021","19:16:29.724","2845.928",""
"08/12/2021","19:16:46.392","96315.789",""
"08/12/2021","19:22:55.641","657.216",""
"08/12/2021","19:23:18.617","1678.57",""
"08/12/2021","19:24:05.192","2845.928",""
"08/12/2021","19:24:45.156","657.216",""
"08/12/2021","19:24:57.864","2845.928",""
"08/12/2021","19:25:14.853","96315.789",""
"08/12/2021","19:32:10.600","2845.928",""
"08/12/2021","19:32:27.398","96315.789",""
"08/12/2021","19:39:45.160","657.216",""
"08/12/2021","19:40:09.118","1678.57",""
"08/12/2021","19:40:56.510","2845.928",""
"08/12/2021","19:41:36.084","657.216",""
"08/12/2021","19:41:48.136","2845.928",""
"08/12/2021","19:42:43.570","96315.789",""
"08/12/2021","19:48:53.157","2845.928",""
"08/12/2021","19:49:09.542","96315.789",""
"08/12/2021","19:55:43.244","657.216",""
"08/12/2021","19:56:14.639","1678.57",""
"08/12/2021","19:57:04.159","2845.928",""
"08/12/2021","19:57:43.590","657.216",""
"08/12/2021","19:57:56.159","2845.928",""
"08/12/2021","19:58:12.438","96315.789",""
"08/12/2021","20:03:58.218","2845.928",""
"08/12/2021","20:04:18.686","96315.789",""
"08/12/2021","20:11:36.699","2845.928",""
"08/12/2021","20:11:57.049","96315.789",""
"08/12/2021","20:18:51.307","2845.928",""
"08/12/2021","20:19:08.046","96315.789",""
"08/12/2021","20:26:27.053","2845.928",""
"08/12/2021","20:26:47.374","96315.789",""
"08/12/2021","20:34:08.200","657.216",""
"08/12/2021","20:34:33.143","1678.57",""
"08/12/2021","20:35:21.662","2845.928",""
"08/12/2021","20:36:01.090","657.216",""
"08/12/2021","20:36:14.191","2845.928",""
"08/12/2021","20:36:30.312","96315.789",""
"08/12/2021","20:44:12.258","2845.928",""
"08/12/2021","20:44:28.653","96315.789",""
"08/12/2021","20:52:34.710","2845.928",""
"08/12/2021","20:52:52.199","96315.789",""
"08/12/2021","21:00:11.336","2845.928",""
"08/12/2021","21:00:32.548","96315.789",""
"08/12/2021","21:07:50.960","2845.928",""
"08/12/2021","21:08:11.172","96315.789",""
"08/12/2021","21:15:06.465","2845.928",""
"08/12/2021","21:15:23.191","96315.789",""
"08/12/2021","21:22:19.039","2845.928",""
"08/12/2021","21:22:39.299","96315.789",""
"08/12/2021","21:29:34.145","657.216",""
"08/12/2021","21:30:10.118","1678.57",""
"08/12/2021","21:30:59.631","2845.928",""
"08/12/2021","21:31:38.228","657.216",""
"08/12/2021","21:31:50.730","2845.928",""
"08/12/2021","21:32:06.657","96315.789",""
"08/12/2021","21:39:48.665","2845.928",""
"08/12/2021","21:40:05.076","96315.789",""
"08/12/2021","21:47:23.846","2845.928",""
"08/12/2021","21:47:40.034","96315.789",""
"08/12/2021","21:53:29.960","2845.928",""
"08/12/2021","21:53:46.883","96315.789",""
"08/12/2021","21:55:25.816","657.216",""
"08/12/2021","21:55:55.259","1678.57",""
"08/12/2021","21:56:43.605","2845.928",""
"08/12/2021","21:57:19.574","657.216",""
"08/12/2021","21:57:31.979","2845.928",""
"08/12/2021","21:57:48.133","96315.789",""
"08/12/2021","22:03:37.003","2845.928",""
"08/12/2021","22:03:57.241","96315.789",""
"08/12/2021","22:04:36.538","","Unknown (0)"
"08/12/2021","22:04:37.516","","Close (1)"
"08/12/2021","22:09:53.519","64.396",""
"08/12/2021","22:09:59.756","","Unknown (0)"
"08/12/2021","22:10:00.022","","Open (2)"
"08/12/2021","22:10:27.779","1678.57",""
"08/12/2021","22:11:13.752","2845.928",""
"08/12/2021","22:12:11.436","64.396",""
"08/12/2021","22:18:37.231","196002.516",""
"08/12/2021","22:18:37.693","","Unknown (0)"
"08/12/2021","22:18:38.527","","Close (1)"
"08/12/2021","22:32:54.221","657.216",""
"08/12/2021","22:33:10.414","","Unknown (0)"
"08/12/2021","22:33:11.041","","Open (2)"
"08/12/2021","22:33:22.467","1678.57",""
"08/12/2021","22:34:09.306","2845.928",""
"08/12/2021","22:34:45.775","657.216",""
"08/12/2021","22:34:58.184","2845.928",""
"08/12/2021","22:35:15.074","96315.789",""
"08/12/2021","22:39:27.645","-1",""
"08/12/2021","22:40:48.275","96315.789",""
"08/12/2021","22:44:56.860","2845.928",""
"08/12/2021","22:45:13.856","96315.789",""
"08/12/2021","22:52:20.936","2845.928",""
"08/12/2021","22:52:37.447","96315.789",""
"08/12/2021","22:59:35.663","657.216",""
"08/12/2021","23:00:02.643","1678.57",""
"08/12/2021","23:00:50.643","2845.928",""
"08/12/2021","23:01:30.365","657.216",""
"08/12/2021","23:01:42.855","2845.928",""
"08/12/2021","23:01:59.533","96315.789",""
"08/12/2021","23:07:48.615","2845.928",""
"08/12/2021","23:08:09.341","96315.789",""
"08/12/2021","23:15:06.366","2845.928",""
"08/12/2021","23:15:26.232","96315.789",""
"08/12/2021","23:22:23.952","657.216",""
"08/12/2021","23:22:52.104","1678.57",""
"08/12/2021","23:23:38.668","2845.928",""
"08/12/2021","23:24:18.136","657.216",""
"08/12/2021","23:24:30.288","2845.928",""
"08/12/2021","23:24:46.210","96315.789",""
"08/12/2021","23:31:18.965","657.216",""
"08/12/2021","23:31:52.592","1678.57",""
"08/12/2021","23:32:40.226","2845.928",""
"08/12/2021","23:33:16.516","657.216",""
"08/12/2021","23:33:28.823","2845.928",""
"08/12/2021","23:33:45.044","96315.789",""
"08/12/2021","23:40:40.982","2845.928",""
"08/12/2021","23:40:57.070","96315.789",""
"08/12/2021","23:48:15.060","2845.928",""
"08/12/2021","23:48:35.438","96315.789",""
"08/12/2021","23:55:08.403","657.216",""
"08/12/2021","23:55:48.969","1678.57",""
"08/12/2021","23:56:36.240","2845.928",""
"08/12/2021","23:57:12.210","657.216",""
"08/12/2021","23:57:24.422","2845.928",""
"08/12/2021","23:57:40.320","96315.789",""
"08/13/2021","00:04:13.356","2845.928",""
"08/13/2021","00:04:29.384","96315.789",""
"08/13/2021","00:11:49.124","2845.928",""
"08/13/2021","00:12:06.035","96315.789",""
"08/13/2021","00:18:39.710","657.216",""
"08/13/2021","00:19:09.063","1678.57",""
"08/13/2021","00:19:55.027","2845.928",""
"08/13/2021","00:20:34.886","657.216",""
"08/13/2021","00:20:47.800","2845.928",""
"08/13/2021","00:21:03.977","96315.789",""
"08/13/2021","00:27:36.384","2845.928",""
"08/13/2021","00:27:52.888","96315.789",""
"08/13/2021","00:35:12.610","2845.928",""
"08/13/2021","00:35:32.361","96315.789",""
"08/13/2021","00:42:30.363","2845.928",""
"08/13/2021","00:42:47.173","96315.789",""
"08/13/2021","00:49:19.931","2845.928",""
"08/13/2021","00:49:36.885","96315.789",""
"08/13/2021","00:56:33.465","2845.928",""
"08/13/2021","00:56:53.671","96315.789",""
"08/13/2021","01:04:12.563","657.216",""
"08/13/2021","01:04:38.125","1678.57",""
"08/13/2021","01:05:24.678","2845.928",""
"08/13/2021","01:06:01.605","657.216",""
"08/13/2021","01:06:14.081","2845.928",""
"08/13/2021","01:06:30.838","96315.789",""
"08/13/2021","01:11:32.485","2845.928",""
"08/13/2021","01:11:52.875","96315.789",""
"08/13/2021","01:18:50.312","2845.928",""
"08/13/2021","01:19:10.382","96315.789",""
"08/13/2021","01:26:06.531","2845.928",""
"08/13/2021","01:26:26.948","96315.789",""
"08/13/2021","01:31:30.097","2845.928",""
"08/13/2021","01:31:50.042","96315.789",""
"08/13/2021","02:07:38.097","","Unknown (0)"
"08/13/2021","02:07:39.220","","Close (1)"
"08/13/2021","13:31:50.042","96315.789",""
"08/13/2021","14:07:39.221","","Close (1)"
"08/13/2021","16:26:03.652","","Unknown (0)"
"08/13/2021","16:26:03.952","","Open (2)"
"08/13/2021","16:26:34.893","64.396",""
"08/13/2021","16:27:15.095","1678.57",""
"08/13/2021","16:28:03.383","2845.928",""
"08/13/2021","16:29:01.258","64.396",""
"08/13/2021","16:35:08.751","196002.516",""
"08/13/2021","16:35:12.843","","Unknown (0)"
"08/13/2021","16:35:13.955","","Close (1)"
"08/13/2021","17:00:47.219","657.216",""
"08/13/2021","17:00:59.845","","Unknown (0)"
"08/13/2021","17:01:00.480","","Open (2)"
"08/13/2021","17:01:11.853","1678.57",""
"08/13/2021","17:01:54.952","2845.928",""
"08/13/2021","17:02:30.709","657.216",""
"08/13/2021","17:02:43.409","2845.928",""
"08/13/2021","17:02:59.525","96315.789",""
"08/13/2021","17:04:41.380","64.396",""
"08/13/2021","17:04:49.412","96315.789",""
"08/13/2021","17:04:53.425","-1",""
"08/13/2021","17:05:56.239","96315.789",""
"08/13/2021","17:12:17.180","2845.928",""
"08/13/2021","17:12:37.761","96315.789",""
"08/13/2021","17:19:12.570","2845.928",""
"08/13/2021","17:19:29.165","96315.789",""
"08/13/2021","17:26:25.643","2845.928",""
"08/13/2021","17:26:44.863","96315.789",""
"08/13/2021","17:33:41.718","2845.928",""
"08/13/2021","17:33:58.506","96315.789",""
"08/13/2021","17:40:34.334","2845.928",""
"08/13/2021","17:40:54.433","96315.789",""
"08/13/2021","17:47:52.125","657.216",""
"08/13/2021","17:48:18.442","1678.57",""
"08/13/2021","17:49:06.692","2845.928",""
"08/13/2021","17:49:43.232","657.216",""
"08/13/2021","17:49:55.741","2845.928",""
"08/13/2021","17:50:11.881","96315.789",""
"08/13/2021","17:56:46.942","2845.928",""
"08/13/2021","17:57:07.068","96315.789",""
"08/13/2021","18:02:57.389","2845.928",""
"08/13/2021","18:03:18.779","96315.789",""
"08/13/2021","18:09:29.614","2845.928",""
"08/13/2021","18:09:46.162","96315.789",""
"08/13/2021","18:17:07.284","2845.928",""
"08/13/2021","18:17:23.891","96315.789",""
"08/13/2021","18:24:44.306","2845.928",""
"08/13/2021","18:25:04.865","96315.789",""
"08/13/2021","18:32:03.662","2845.928",""
"08/13/2021","18:32:23.949","96315.789",""
"08/13/2021","18:39:47.214","657.216",""
"08/13/2021","18:40:17.255","1678.57",""
"08/13/2021","18:41:07.279","2845.928",""
"08/13/2021","18:41:46.893","657.216",""
"08/13/2021","18:41:59.540","2845.928",""
"08/13/2021","18:42:16.189","96315.789",""
"08/13/2021","18:48:52.875","2845.928",""
"08/13/2021","18:49:13.557","96315.789",""
"08/13/2021","18:55:48.313","2845.928",""
"08/13/2021","18:56:04.566","96315.789",""
"08/13/2021","19:02:38.239","2845.928",""
"08/13/2021","19:02:59.013","96315.789",""
"08/13/2021","19:09:33.850","2845.928",""
"08/13/2021","19:09:50.143","96315.789",""
"08/13/2021","19:16:23.810","657.216",""
"08/13/2021","19:16:48.153","1678.57",""
"08/13/2021","19:17:35.986","2845.928",""
"08/13/2021","19:18:12.238","657.216",""
"08/13/2021","19:18:24.548","2845.928",""
"08/13/2021","19:18:40.773","96315.789",""
"08/13/2021","19:25:37.456","2845.928",""
"08/13/2021","19:25:54.015","96315.789",""
"08/13/2021","19:32:06.907","2845.928",""
"08/13/2021","19:32:23.068","96315.789",""
"08/13/2021","19:38:58.596","2845.928",""
"08/13/2021","19:39:18.985","96315.789",""
"08/13/2021","19:45:52.703","2845.928",""
"08/13/2021","19:46:13.057","96315.789",""
"08/13/2021","19:52:03.212","2845.928",""
"08/13/2021","19:52:23.384","96315.789",""
"08/13/2021","19:58:59.586","657.216",""
"08/13/2021","19:59:34.408","1678.57",""
"08/13/2021","20:00:24.035","2845.928",""
"08/13/2021","20:01:03.637","657.216",""
"08/13/2021","20:01:16.049","2845.928",""
"08/13/2021","20:01:31.581","96315.789",""
"08/13/2021","20:08:06.712","2845.928",""
"08/13/2021","20:08:26.811","96315.789",""
"08/13/2021","20:15:01.673","2845.928",""
"08/13/2021","20:15:21.523","96315.789",""
"08/13/2021","20:22:21.659","657.216",""
"08/13/2021","20:22:49.795","1678.57",""
"08/13/2021","20:23:37.030","2845.928",""
"08/13/2021","20:24:13.598","657.216",""
"08/13/2021","20:24:26.156","2845.928",""
"08/13/2021","20:24:42.852","96315.789",""
"08/13/2021","20:31:17.359","2845.928",""
"08/13/2021","20:31:33.120","96315.789",""
"08/13/2021","20:38:32.205","2845.928",""
"08/13/2021","20:38:52.783","96315.789",""
"08/13/2021","20:45:52.240","2845.928",""
"08/13/2021","20:46:12.515","96315.789",""
"08/13/2021","20:52:48.353","2845.928",""
"08/13/2021","20:53:08.858","96315.789",""
"08/13/2021","21:00:07.054","657.216",""
"08/13/2021","21:00:31.717","1678.57",""
"08/13/2021","21:01:20.290","2845.928",""
"08/13/2021","21:01:56.656","657.216",""
"08/13/2021","21:02:10.090","2845.928",""
"08/13/2021","21:02:26.273","96315.789",""
"08/13/2021","21:08:59.783","2845.928",""
"08/13/2021","21:09:19.898","96315.789",""
"08/13/2021","21:16:16.859","657.216",""
"08/13/2021","21:16:38.795","1678.57",""
"08/13/2021","21:17:25.635","2845.928",""
"08/13/2021","21:18:01.763","657.216",""
"08/13/2021","21:18:15.173","2845.928",""
"08/13/2021","21:18:32.157","96315.789",""
"08/13/2021","21:25:29.233","2845.928",""
"08/13/2021","21:25:45.894","96315.789",""
"08/13/2021","22:02:44.356","","Unknown (0)"
"08/13/2021","22:02:45.236","","Close (1)"
"08/14/2021","09:25:45.894","96315.789",""
"08/14/2021","10:02:45.237","","Close (1)"
"08/14/2021","21:25:45.895","96315.789",""
"08/14/2021","22:02:45.237","","Close (1)"
"08/15/2021","09:25:45.896","96315.789",""
"08/15/2021","10:02:45.237","","Close (1)"
"08/15/2021","21:25:45.897","96315.789",""
"08/15/2021","22:02:45.238","","Close (1)"
"08/16/2021","09:25:45.897","96315.789",""
"08/16/2021","10:02:45.238","","Close (1)"
"08/16/2021","10:24:15.691","","Unknown (0)"
"08/16/2021","10:24:16.305","","Open (2)"
"08/16/2021","11:28:34.714","","Unknown (0)"
"08/16/2021","11:28:35.857","","Close (1)"
"08/16/2021","11:32:26.097","","Unknown (0)"
"08/16/2021","11:32:26.364","","Open (2)"
"08/16/2021","11:33:00.050","1678.57",""
"08/16/2021","11:33:47.917","2845.928",""
"08/16/2021","11:37:36.548","64.396",""
"08/16/2021","11:38:31.598","1678.57",""
"08/16/2021","11:39:13.903","2845.928",""
"08/16/2021","11:40:42.953","96315.789",""
"08/16/2021","11:46:47.837","-1",""
"08/16/2021","11:47:22.683","96315.789",""
"08/16/2021","11:59:56.556","2845.928",""
"08/16/2021","12:00:42.128","96315.789",""
"08/16/2021","12:03:10.405","2845.928",""
"08/16/2021","12:03:58.235","657.216",""
"08/16/2021","12:37:22.528","1678.57",""
"08/16/2021","12:38:08.704","2845.928",""
"08/16/2021","12:38:48.173","657.216",""
"08/16/2021","12:39:00.455","2845.928",""
"08/16/2021","12:41:13.008","96315.789",""
"08/16/2021","13:05:46.361","","Unknown (0)"
"08/16/2021","13:05:47.440","","Close (1)"
"08/16/2021","13:53:09.964","64.396",""
"08/16/2021","13:53:25.750","","Unknown (0)"
"08/16/2021","13:53:25.984","","Open (2)"
"08/16/2021","13:53:49.105","96315.789",""
"08/16/2021","13:56:53.139","","Unknown (0)"
"08/16/2021","13:56:53.984","","Close (1)"
"08/16/2021","14:40:54.905","64.396",""
"08/16/2021","14:40:56.140","","Unknown (0)"
"08/16/2021","14:40:56.523","","Open (2)"
"08/16/2021","14:41:30.327","1678.57",""
"08/16/2021","14:42:17.907","2845.928",""
"08/16/2021","14:43:43.955","64.396",""
"08/16/2021","14:49:50.898","196002.516",""
"08/16/2021","14:49:51.332","","Unknown (0)"
"08/16/2021","14:49:52.527","","Close (1)"
"08/16/2021","14:54:13.848","657.216",""
"08/16/2021","14:54:36.383","","Unknown (0)"
"08/16/2021","14:54:37.033","","Open (2)"
"08/16/2021","14:55:04.981","1678.57",""
"08/16/2021","14:55:56.075","2845.928",""
"08/16/2021","14:56:35.231","657.216",""
"08/16/2021","14:56:47.235","2845.928",""
"08/16/2021","14:58:11.814","96315.789",""
"08/16/2021","15:00:12.818","657.216",""
"08/16/2021","15:03:27.530","1678.57",""
"08/16/2021","15:04:13.904","2845.928",""
"08/16/2021","15:04:53.522","657.216",""
"08/16/2021","15:05:05.914","2845.928",""
"08/16/2021","15:09:17.400","96315.789",""
"08/16/2021","15:11:06.911","657.216",""
"08/16/2021","15:11:34.365","1678.57",""
"08/16/2021","15:12:24.854","2845.928",""
"08/16/2021","15:13:04.578","657.216",""
"08/16/2021","15:13:17.565","2845.928",""
"08/16/2021","15:16:04.997","96315.789",""
"08/16/2021","15:17:57.003","657.216",""
"08/16/2021","15:18:18.952","1678.57",""
"08/16/2021","15:19:10.266","2845.928",""
